schulnummer,Schulform,Schulbezeichnung_1,Schulbezeichnung_2,Schulbezeichnung_3,kurzbezeichnung,Bezirksregierung,plz,ort,strasse,Telefonvorwahl,Telefon,Faxvorwahl,Fax,email,website,Rechtsform,Traegernummer,gemeindeschluessel,Schulbetriebsschluessel,Schulbetriebsdatum,EPSG,UTMRechtswert,UTMHochwert,Unnamed: 24,latitude,longitude,schulform_name,traegerschaft,bezirksregierung_name,schulname,telefon,stadt,data_source,data_retrieved,bundesland,sozialindexstufe,school_type,is_cross_grade,cross_grade_note,traffic_accidents_total,traffic_accidents_per_year,traffic_accidents_fatal,traffic_accidents_serious,traffic_accidents_minor,traffic_accidents_bicycle,traffic_accidents_pedestrian,traffic_accidents_school_hours,traffic_nearest_accident_m,traffic_data_years,traffic_data_source
164392,20.0,Städtisches Cecilien-Gymnasium,- Sek. I und II -  Europaschule,"Bilingualer Zweig, Montessori-Zweig","Düsseldorf, Gym Cecilien, Europaschule",1.0,40547,Düsseldorf,Schorlemerstr. 99,211.0,8923311.0,211.0,8929038.0,164392@schule.nrw.de,http://www.ceci.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,342882.0,5678675.0,,51.237786,6.749234,Gymnasium,Öffentlich,Düsseldorf,"Städtisches Cecilien-Gymnasium - Sek. I und II -  Europaschule Bilingualer Zweig, Montessori-Zweig",2118923311.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Gymnasium,,,35,11.7,0,7,28,12,4,25,28,"2024,2023,2022",Unfallatlas
164409,20.0,Städt. Gymnasium Koblenzer Straße,- Sekundarstufe I und II -,,"Düsseldorf, Gym Koblenzer Str.",1.0,40593,Düsseldorf,Theodor-Litt-Str. 2,211.0,8997600.0,211.0,8929190.0,164409@schule.nrw.de,https://www.kobi-gymnasium.de/,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,352202.0,5668591.0,,51.149661,6.886796,Gymnasium,Öffentlich,Düsseldorf,Städt. Gymnasium Koblenzer Straße - Sekundarstufe I und II -,2118997600.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Gymnasium,,,38,12.7,0,12,26,14,0,22,73,"2024,2023,2022",Unfallatlas
164434,20.0,Städt. Comenius-Gymnasium,,,"Düsseldorf, Gym Comenius",1.0,40547,Düsseldorf,Hansaallee 90,211.0,8923712.0,211.0,8929181.0,164434@schule.nrw.de,http://www.comenius-gymnasium.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,342522.0,5678414.0,,51.235341,6.744196,Gymnasium,Öffentlich,Düsseldorf,Städt. Comenius-Gymnasium,2118923712.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Gymnasium,,,42,14.0,0,13,29,11,9,26,102,"2024,2023,2022",Unfallatlas
164446,20.0,Städt. Görres-Gymnasium,- Sekundarstufe I und II -,Humanistisches Gymnasium seit 1545,"Düsseldorf, Gym Görres",1.0,40212,Düsseldorf,Königsallee 57,211.0,8998400.0,211.0,8929470.0,164446@schule.nrw.de,http://www.goerres.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,344844.0,5676773.0,,51.221232,6.778141,Gymnasium,Öffentlich,Düsseldorf,Städt. Görres-Gymnasium - Sekundarstufe I und II - Humanistisches Gymnasium seit 1545,2118998400.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Gymnasium,,,215,71.7,0,30,185,59,64,122,19,"2024,2023,2022",Unfallatlas
164458,20.0,Städt. Geschwister-Scholl-Gymnasium,- Sekundarstufen I und II -,,"Düsseldorf, Gym Geschwister-Scholl",1.0,40225,Düsseldorf,Redinghovenstr. 41,211.0,8928210.0,211.0,8929207.0,164458@schule.nrw.de,http://www.gsg-duesseldorf.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,345784.0,5674985.0,,51.205421,6.79236,Gymnasium,Öffentlich,Düsseldorf,Städt. Geschwister-Scholl-Gymnasium - Sekundarstufen I und II -,2118928210.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Gymnasium,,,20,6.7,1,1,18,9,5,12,66,"2024,2023,2022",Unfallatlas
164460,20.0,Theodor-Fliedner-Gymnasium,Priv. Gymnasium,der ev. Kirche im Rheinland,"Düsseldorf, Gym Theodor-Fliedner",1.0,40489,Düsseldorf,Kalkumer Schloßallee 28,211.0,9405701.0,211.0,9405747.0,164460@schule.nrw.de,http://tfg-duesseldorf.de,2.0,70907.0,5111000.0,1.0,01.08.1973,EPSG:25832,342892.0,5686227.0,,51.305644,6.746058,Gymnasium,Privat,Düsseldorf,Theodor-Fliedner-Gymnasium Priv. Gymnasium der ev. Kirche im Rheinland,2119405701.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,,Gymnasium,,,15,5.0,0,1,14,9,2,8,170,"2024,2023,2022",Unfallatlas
164471,20.0,Städt. Leibniz-Montessori Gymnasium,- Sekundarstufe I und II -,,"Düsseldorf, Gym Leibniz-Montessori",1.0,40477,Düsseldorf,Scharnhorststr. 8,211.0,8927811.0,211.0,8927810.0,164471@schule.nrw.de,http://www.leibniz-montessori.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,345432.0,5679046.0,,51.241816,6.785574,Gymnasium,Öffentlich,Düsseldorf,Städt. Leibniz-Montessori Gymnasium - Sekundarstufe I und II -,2118927811.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Gymnasium,,,155,51.7,1,18,136,91,21,89,45,"2024,2023,2022",Unfallatlas
164483,20.0,Städt. Lessing-Gymnasium und,Städt. Lessing-Berufskolleg,Schulen der Sekundarstufen I und II,"Düsseldorf, Gym Lessing",1.0,40227,Düsseldorf,Ellerstr. 84,211.0,8922610.0,211.0,8929151.0,164483@schule.nrw.de,http://www.lgbk.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,346119.0,5676155.0,,51.216024,6.79665,Gymnasium,Öffentlich,Düsseldorf,Städt. Lessing-Gymnasium und Städt. Lessing-Berufskolleg Schulen der Sekundarstufen I und II,2118922610.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0,Gymnasium,,,126,42.0,0,20,106,50,30,86,9,"2024,2023,2022",Unfallatlas
164495,20.0,Städt. Max-Planck-Gymnasium,,,"Düsseldorf, Gym Max-Planck",1.0,40474,Düsseldorf,Koetschaustr. 36,211.0,8927211.0,211.0,8929206.0,164495@schule.nrw.de,https://max-planck.com,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,343717.0,5681050.0,,51.259355,6.760149,Gymnasium,Öffentlich,Düsseldorf,Städt. Max-Planck-Gymnasium,2118927211.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Gymnasium,,,30,10.0,0,6,24,5,3,17,123,"2024,2023,2022",Unfallatlas
164501,20.0,Städtisches Luisen-Gymnasium,- Sekundarstufe I und II -,,"Düsseldorf, Gym Luisen",1.0,40213,Düsseldorf,Bastionstr. 24,211.0,8998570.0,211.0,8998599.0,164501@schule.nrw.de,http://www.luisen-gymnasium.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,344703.0,5676824.0,,51.221652,6.776102,Gymnasium,Öffentlich,Düsseldorf,Städtisches Luisen-Gymnasium - Sekundarstufe I und II -,2118998570.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Gymnasium,,,181,60.3,0,26,155,52,51,104,63,"2024,2023,2022",Unfallatlas
164513,20.0,Städt. Gymnasium Gerresheim,,,"Düsseldorf, Gym Gerresheim",1.0,40625,Düsseldorf,Am Poth 60,211.0,8927625.0,211.0,8929260.0,164513@schule.nrw.de,http://www.gymnasium-gerresheim.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,350523.0,5678745.0,,51.240468,6.858581,Gymnasium,Öffentlich,Düsseldorf,Städt. Gymnasium Gerresheim,2118927625.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Gymnasium,,,49,16.3,0,13,36,22,11,37,122,"2024,2023,2022",Unfallatlas
164525,20.0,Städt. Georg-Büchner-Gymnasium,Sekundarstufen I und II,,"Düsseldorf, Gym Georg-Büchner-Gymnasium",1.0,40474,Düsseldorf,Felix-Klein-Str. 3,211.0,8994005.0,211.0,8929373.0,164525@schule.nrw.de,https://gbg-duesseldorf.lms.schulon.org/,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,343782.0,5680392.0,,51.25346,6.761367,Gymnasium,Öffentlich,Düsseldorf,Städt. Georg-Büchner-Gymnasium Sekundarstufen I und II,2118994005.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Gymnasium,,,53,17.7,1,7,45,16,12,35,78,"2024,2023,2022",Unfallatlas
164537,20.0,Städt. Friedrich-Rückert-Gymnasium,- Sekundarstufen I und II -,,"Düsseldorf, Gym Friedrich-Rückert-Gym",1.0,40470,Düsseldorf,Rückertstr. 6,211.0,8998310.0,211.0,8929208.0,164537@schule.nrw.de,https://www.rueckert-gymnasium.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,347444.0,5680986.0,,51.259789,6.81355,Gymnasium,Öffentlich,Düsseldorf,Städt. Friedrich-Rückert-Gymnasium - Sekundarstufen I und II -,2118998310.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Gymnasium,,,87,29.0,0,6,81,28,18,52,75,"2024,2023,2022",Unfallatlas
165669,20.0,Gymnasium Hochdahl,Städt. Gymnasium,- Sekundarstufen I und II -,"Erkrath, Gym Hochdahl",1.0,40597,Düsseldorf,Hospitalstr. 45,2104.0,42770.0,2104.0,46906.0,165669@schule.nrw.de,http://www.gymnasium-hochdahl.de,1.0,11538.0,5111000.0,1.0,01.08.1973,EPSG:25832,350750.0,5670564.0,,51.167013,6.865233,Gymnasium,Öffentlich,Düsseldorf,Gymnasium Hochdahl Städt. Gymnasium - Sekundarstufen I und II -,210442770.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Gymnasium,,,20,6.7,0,3,17,9,6,12,76,"2024,2023,2022",Unfallatlas
166443,20.0,Leonardo-da-Vinci-Gymnasium Köln-Nippes,der Stadt Köln,Sekundarstufen I und II,"Köln, Gym Leonardo-da-Vinci",3.0,50733,Köln,Blücherstr. 15-17,221.0,7166140.0,221.0,71661420.0,166443@schule.nrw.de,http://www.gymnasium-nippes.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,356443.0,5648101.0,,50.966604,6.95552,Gymnasium,Öffentlich,Köln,Leonardo-da-Vinci-Gymnasium Köln-Nippes der Stadt Köln Sekundarstufen I und II,2217166140.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Gymnasium,,,86,28.7,0,8,78,47,24,52,42,"2024,2023,2022",Unfallatlas
166455,20.0,Rhein-Gymnasium der Stadt Köln,- Sekundarstufen I und II -,,"Köln, Gym Rhein-Gymnasium",3.0,51063,Köln,Düsseldorfer Str. 13,221.0,35533690.0,221.0,355336911.0,166455@schule.nrw.de,http://www.rhein-gymnasium.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,359722.0,5648333.0,,50.969496,7.002098,Gymnasium,Öffentlich,Köln,Rhein-Gymnasium der Stadt Köln - Sekundarstufen I und II -,22135533690.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Gymnasium,,,73,24.3,0,5,68,30,6,44,233,"2024,2023,2022",Unfallatlas
166467,20.0,Erzbischöfliche Liebfrauenschule Köln,Staatl.genehm.Ersatzschule d.Erzbistums,"Köln,Gym.f.Jungen u.Mädchen-Sek.I u.II-","Köln, Gym Liebfrauenschule",3.0,50931,Köln,Brucknerstr. 15,221.0,2228560.0,221.0,22285629.0,166467@schule.nrw.de,http://www.lfs-koeln.de,2.0,71110.0,5315000.0,1.0,01.08.1973,EPSG:25832,353683.0,5644559.0,,50.934078,6.917665,Gymnasium,Privat,Köln,"Erzbischöfliche Liebfrauenschule Köln Staatl.genehm.Ersatzschule d.Erzbistums Köln,Gym.f.Jungen u.Mädchen-Sek.I u.II-",2212228560.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,,Gymnasium,,,101,33.7,1,13,87,59,19,72,58,"2024,2023,2022",Unfallatlas
166479,20.0,Städt. Apostel-Gymnasium,,,"Köln, Gym Apostel-Gymnasium",3.0,50931,Köln,Biggestr. 2,221.0,4063180.0,221.0,40631828.0,166479@schule.nrw.de,http://www.apostelgymnasium.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,353555.0,5644334.0,,50.932024,6.915935,Gymnasium,Öffentlich,Köln,Städt. Apostel-Gymnasium,2214063180.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,1.0,Gymnasium,,,87,29.0,0,11,76,61,14,56,47,"2024,2023,2022",Unfallatlas
166480,20.0,Montessori-Gymnasium,Städt. Gymnasium für Jungen und Mädchen,,"Köln, Gym Montessori",3.0,50827,Köln,Rochusstr. 145,221.0,5957231.0,221.0,5957249.0,166480@schule.nrw.de,http://www.monte-koeln.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,352874.0,5647823.0,,50.963205,6.904841,Gymnasium,Öffentlich,Köln,Montessori-Gymnasium Städt. Gymnasium für Jungen und Mädchen,2215957231.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Gymnasium,,,56,18.7,0,10,46,31,5,33,36,"2024,2023,2022",Unfallatlas
166492,20.0,Königin-Luise-Schule,Städt. Gymnasium für Mädchen und Jungen,,"Köln, Gym Königin-Luise",3.0,50672,Köln,Alte Wallgasse 10,221.0,3558210.0,221.0,35582110.0,166492@schule.nrw.de,http://www.koenigin-luise-schule.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,355478.0,5645104.0,,50.939429,6.942977,Gymnasium,Öffentlich,Köln,Königin-Luise-Schule Städt. Gymnasium für Mädchen und Jungen,2213558210.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Gymnasium,,,286,95.3,0,34,252,174,62,132,66,"2024,2023,2022",Unfallatlas
166546,20.0,Städt. Erich Kästner-Gymnasium,- Sekundarstufen I und II -,,"Köln, Gym Erich Kästner",3.0,50735,Köln,Castroper Str. 7,221.0,22139310.0,221.0,22139322.0,166546@schule.nrw.de,http://www.ekg-koeln.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,357022.0,5648845.0,,50.973434,6.963468,Gymnasium,Öffentlich,Köln,Städt. Erich Kästner-Gymnasium - Sekundarstufen I und II -,22122139310.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Gymnasium,,,74,24.7,1,9,64,28,10,39,101,"2024,2023,2022",Unfallatlas
166558,20.0,Städt. Gymnasium Thusneldastraße,,,"Köln, Gym Thusneldastraße",3.0,50679,Köln,Thusneldastr. 15-17,221.0,8879120.0,221.0,88791230.0,166558@schule.nrw.de,http://www.thusnelda-gymnasium.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,358154.0,5644541.0,,50.935034,6.981258,Gymnasium,Öffentlich,Köln,Städt. Gymnasium Thusneldastraße,2218879120.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Gymnasium,,,106,35.3,1,11,94,40,18,65,135,"2024,2023,2022",Unfallatlas
166560,20.0,Priv. Erzbischöfl. Irmgardis-Gymnasium,für Jungen und Mädchen,,"Köln, Gym Irmgardis-Gymnasium",3.0,50968,Köln,Schillerstr. 98-102,221.0,373282.0,221.0,341396.0,166560@schule.nrw.de,http://www.irmgardis.de,2.0,71110.0,5315000.0,1.0,01.08.1973,EPSG:25832,357165.0,5641239.0,,50.905115,6.968486,Gymnasium,Privat,Köln,Priv. Erzbischöfl. Irmgardis-Gymnasium für Jungen und Mädchen,221373282.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,,Gymnasium,,,50,16.7,0,6,44,28,3,40,55,"2024,2023,2022",Unfallatlas
166571,20.0,Stadt Köln,Deutzer Gymnasium Schaurtestraße,Sekundarstufen I und II,"Köln, Gym Deutzer Gymnasium Schaurtestr.",3.0,50679,Köln,Schaurtestr. 1,221.0,8879070.0,221.0,88790728.0,166571@schule.nrw.de,http://www.schaurte-koeln.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,357798.0,5644364.0,,50.933355,6.976264,Gymnasium,Öffentlich,Köln,Stadt Köln Deutzer Gymnasium Schaurtestraße Sekundarstufen I und II,2218879070.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Gymnasium,,,121,40.3,0,10,111,55,15,71,22,"2024,2023,2022",Unfallatlas
166583,20.0,Genoveva-Gymnasium,der Stadt Köln,Sekundarstufen I und II,"Köln, Gym Genoveva-Gymnasium",3.0,51063,Köln,Genovevastr. 58-62,221.0,4744530.0,221.0,47445312.0,166583@schule.nrw.de,http://www.genoveva-gymnasium.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,360124.0,5647750.0,,50.964355,7.008044,Gymnasium,Öffentlich,Köln,Genoveva-Gymnasium der Stadt Köln Sekundarstufen I und II,2214744530.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,7.0,Gymnasium,,,164,54.7,0,13,151,47,37,90,83,"2024,2023,2022",Unfallatlas
166595,20.0,Städt. Kaiserin-Augusta-Schule,Gymnasium  - Sekundarstufen I und II -,,"Köln, Gym Kaiserin-Augusta-Schule",3.0,50676,Köln,Georgsplatz 10,221.0,47447470.0,221.0,474474733.0,166595@schule.nrw.de,http://www.kas-koeln.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,356528.0,5644211.0,,50.931666,6.958263,Gymnasium,Öffentlich,Köln,Städt. Kaiserin-Augusta-Schule Gymnasium  - Sekundarstufen I und II -,22147447470.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Gymnasium,,,232,77.3,3,21,208,86,42,116,101,"2024,2023,2022",Unfallatlas
166601,20.0,Städt. Gymnasium Kreuzgasse,- Sekundarstufen I und II -,,"Köln, Gym Kreuzgasse",3.0,50672,Köln,Vogelsanger Str. 1,221.0,279710.0,221.0,2797140.0,166601@schule.nrw.de,http://www.kreuzgasse.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,354377.0,5645255.0,,50.940509,6.927256,Gymnasium,Öffentlich,Köln,Städt. Gymnasium Kreuzgasse - Sekundarstufen I und II -,221279710.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Gymnasium,,,185,61.7,1,24,160,119,20,113,92,"2024,2023,2022",Unfallatlas
166613,20.0,Städt. Friedrich-Wilhelm-Gymnasium,,,"Köln, Gym Friedrich-Wilhelm",3.0,50676,Köln,Severinstr. 241,221.0,22191628.0,221.0,22191584.0,166613@schule.nrw.de,http://www.fwg-koeln.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,356409.0,5644123.0,,50.930845,6.956605,Gymnasium,Öffentlich,Köln,Städt. Friedrich-Wilhelm-Gymnasium,22122191628.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Gymnasium,,,167,55.7,1,17,149,66,25,97,96,"2024,2023,2022",Unfallatlas
166625,20.0,Städt. Hölderlin-Gymnasium,,,"Köln, Gym Hölderlin-Gymnasium",3.0,51065,Köln,Graf-Adolf-Str. 59,221.0,35588650.0,221.0,355886525.0,166625@schule.nrw.de,http://www.shg-koeln.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,360004.0,5646949.0,,50.957127,7.006645,Gymnasium,Öffentlich,Köln,Städt. Hölderlin-Gymnasium,22135588650.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Gymnasium,,,124,41.3,1,20,103,46,28,74,29,"2024,2023,2022",Unfallatlas
166637,20.0,Städt. Hansa-Gymnasium,,,"Köln, Gym Hansa",3.0,50670,Köln,Hansaring 56,221.0,22191152.0,221.0,22191162.0,166637@schule.nrw.de,http://www.hansa-gymnasium-koeln.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,356048.0,5646057.0,,50.948136,6.950707,Gymnasium,Öffentlich,Köln,Städt. Hansa-Gymnasium,22122191152.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Gymnasium,,,134,44.7,0,8,126,68,25,62,38,"2024,2023,2022",Unfallatlas
166649,20.0,Städt. Humboldt-Gymnasium,,,"Köln, Gym Humboldt-Gymnasium",3.0,50676,Köln,Kartäuserwall 40,221.0,22191911.0,221.0,22191910.0,166649@schule.nrw.de,https://humboldt-koeln.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,355824.0,5643652.0,,50.926467,6.948472,Gymnasium,Öffentlich,Köln,Städt. Humboldt-Gymnasium,22122191911.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Gymnasium,,,133,44.3,1,16,116,68,21,77,59,"2024,2023,2022",Unfallatlas
166650,20.0,Kaiserin-Theophanu-Schule,Städt. Gymnasium für Jungen und Mädchen,,"Köln, Gym Kaiserin-Theophanu-Schule",3.0,51103,Köln,Kantstr. 3,221.0,9876030.0,221.0,98760318.0,166650@schule.nrw.de,http://www.kts-koeln.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,360012.0,5644706.0,,50.936971,7.007621,Gymnasium,Öffentlich,Köln,Kaiserin-Theophanu-Schule Städt. Gymnasium für Jungen und Mädchen,2219876030.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Gymnasium,,,98,32.7,0,6,92,47,24,58,103,"2024,2023,2022",Unfallatlas
166662,20.0,Städt. Albertus-Magnus-Gymnasium,- Sekundarstufen I und II -,,"Köln, Gym Albertus-Magnus-Gymnasium",3.0,50823,Köln,Ottostr. 87,221.0,559200.0,221.0,5592030.0,166662@schule.nrw.de,http://www.amg-koeln.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,354433.0,5647135.0,,50.957418,6.927301,Gymnasium,Öffentlich,Köln,Städt. Albertus-Magnus-Gymnasium - Sekundarstufen I und II -,221559200.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Gymnasium,,,90,30.0,0,10,80,47,14,59,79,"2024,2023,2022",Unfallatlas
166686,20.0,Städt. Johann-Gottfried-Herder Gymnasium,,,"Köln, Gym Johann-Gottfried-Herder",3.0,51065,Köln,Kattowitzer Str. 52,221.0,969550.0,221.0,9695555.0,166686@schule.nrw.de,https://herder-koeln.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,361014.0,5646356.0,,50.952042,7.021243,Gymnasium,Öffentlich,Köln,Städt. Johann-Gottfried-Herder Gymnasium,221969550.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Gymnasium,,,85,28.3,0,9,76,13,6,47,43,"2024,2023,2022",Unfallatlas
166698,20.0,Städt. Dreikönigsgymnasium,,,"Köln, Gym Dreikönigs",3.0,50739,Köln,Escher Str. 247,221.0,9174050.0,221.0,91740566.0,166698@schule.nrw.de,http://www.dkg-koeln.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,354553.0,5648174.0,,50.966785,6.928593,Gymnasium,Öffentlich,Köln,Städt. Dreikönigsgymnasium,2219174050.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Gymnasium,,,28,9.3,0,4,24,13,4,19,139,"2024,2023,2022",Unfallatlas
166704,20.0,Erzbischöfliche Ursulinenschule Köln,Gymnasium für Mädchen und Jungen,,"Köln,Gym Erzbischöfliche Ursulinenschule",3.0,50668,Köln,Machabäerstr. 47,221.0,123007.0,221.0,135470.0,166704@schule.nrw.de,http://www.ursulinenschule-koeln.de,2.0,71110.0,5315000.0,1.0,01.08.1973,EPSG:25832,356714.0,5645840.0,,50.946352,6.960267,Gymnasium,Privat,Köln,Erzbischöfliche Ursulinenschule Köln Gymnasium für Mädchen und Jungen,221123007.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,,Gymnasium,,,114,38.0,0,13,101,54,24,58,85,"2024,2023,2022",Unfallatlas
166716,20.0,Hildegard-von-Bingen-Gymnasium,Sekundarstufe I und II,,"Köln, Gym Hildegard-von-Bingen-Gymnasium",3.0,50939,Köln,Leybergstr. 1,221.0,47441750.0,221.0,474417575.0,166716@schule.nrw.de,http://www.hvb-gymnasium.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,354712.0,5642574.0,,50.9165,6.93309,Gymnasium,Öffentlich,Köln,Hildegard-von-Bingen-Gymnasium Sekundarstufe I und II,22147441750.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Gymnasium,,,132,44.0,0,13,119,63,20,90,13,"2024,2023,2022",Unfallatlas
166728,20.0,Schiller-Gymnasium,Städt. Gymnasium f. Jungen u. Mädchen,,"Köln, Gym Schiller-Gymnasium",3.0,50937,Köln,Nikolausstr. 55,221.0,22138503.0,221.0,22138510.0,166728@schule.nrw.de,http://www.schiller-gymnasium.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,354500.0,5643343.0,,50.923357,6.929769,Gymnasium,Öffentlich,Köln,Schiller-Gymnasium Städt. Gymnasium f. Jungen u. Mädchen,22122138503.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,1.0,Gymnasium,,,170,56.7,0,20,150,103,21,105,108,"2024,2023,2022",Unfallatlas
166730,20.0,Stadt Köln,Elisabeth-Thüringen-Gymnasium,Sekundarstufen I und II,"Köln, Gym Elisabeth-von-Thüringen",3.0,50937,Köln,Nikolausstr. 51-53,221.0,22138512.0,221.0,22138550.0,166730@schule.nrw.de,http://www.evt-koeln.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,354474.0,5643390.0,,50.923773,6.929381,Gymnasium,Öffentlich,Köln,Stadt Köln Elisabeth-Thüringen-Gymnasium Sekundarstufen I und II,22122138512.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,1.0,Gymnasium,,,165,55.0,0,19,146,100,20,101,93,"2024,2023,2022",Unfallatlas
166923,20.0,Städt. Georg-Büchner-Gymnasium,- Sekundarstufen I und II -,,"Köln, Gym Georg-Büchner",3.0,50858,Köln,Ostlandstr. 39,2234.0,40960.0,2234.0,700710.0,166923@schule.nrw.de,http://www.gbg.koeln,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,348114.0,5644811.0,,50.934903,6.838363,Gymnasium,Öffentlich,Köln,Städt. Georg-Büchner-Gymnasium - Sekundarstufen I und II -,223440960.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Gymnasium,,,38,12.7,0,11,27,11,10,24,92,"2024,2023,2022",Unfallatlas
