schulnummer,Schulform,Schulbezeichnung_1,Schulbezeichnung_2,Schulbezeichnung_3,kurzbezeichnung,Bezirksregierung,plz,ort,strasse,Telefonvorwahl,Telefon,Faxvorwahl,Fax,email,website,Rechtsform,Traegernummer,gemeindeschluessel,Schulbetriebsschluessel,Schulbetriebsdatum,EPSG,UTMRechtswert,UTMHochwert,Unnamed: 24,latitude,longitude,schulform_name,traegerschaft,bezirksregierung_name,schulname,telefon,stadt,data_source,data_retrieved,bundesland,sozialindexstufe,school_type,is_cross_grade,cross_grade_note,traffic_accidents_total,traffic_accidents_per_year,traffic_accidents_fatal,traffic_accidents_serious,traffic_accidents_minor,traffic_accidents_bicycle,traffic_accidents_pedestrian,traffic_accidents_school_hours,traffic_nearest_accident_m,traffic_data_years,traffic_data_source
100961,2.0,Städt. Gem. Grundschule,,,"Düsseldorf, GG Kronprinzenstr.",1.0,40217,Düsseldorf,Kronprinzenstr. 107,211.0,8924667.0,211.0,8924673.0,100961@schule.nrw.de,http://kronprinzenschule.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,344188.0,5675564.0,,51.21019,6.76928,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule,2118924667.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,1.0,Grundschule,,,77,25.7,0,10,67,44,10,45,73,"2024,2023,2022",Unfallatlas
100973,2.0,Regenbogenschule,Städtische Gemeinschaftsgrundschule,- Primarstufe -,"Düsseldorf, GG Regenbogenschule",1.0,40215,Düsseldorf,Kirchfeldstr. 74-80,211.0,8924761.0,211.0,8924769.0,100973@schule.nrw.de,http://www.regenbogenschule-duesseldorf.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,344909.0,5675808.0,,51.212579,6.779489,Grundschule,Öffentlich,Düsseldorf,Regenbogenschule Städtische Gemeinschaftsgrundschule - Primarstufe -,2118924761.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Grundschule,,,185,61.7,0,26,159,56,31,101,62,"2024,2023,2022",Unfallatlas
100985,2.0,Sternwartschule,Städt. Gem. Grundschule,Im Dahlacker - Primarstufe -,"Düsseldorf, GG Sternwartschule",1.0,40223,Düsseldorf,Im Dahlacker 15,211.0,8922118.0,211.0,8929639.0,100985@schule.nrw.de,http://www.sternwartschule.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,344060.0,5674744.0,,51.202788,6.767805,Grundschule,Öffentlich,Düsseldorf,Sternwartschule Städt. Gem. Grundschule Im Dahlacker - Primarstufe -,2118922118.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Grundschule,,,96,32.0,1,19,76,36,14,55,17,"2024,2023,2022",Unfallatlas
101000,2.0,Ferdinand-Heye-Schule,Städtische Gemeinschaftsgrundschule,- Primarstufe -,"Düsseldorf, GG Ferdinand-Heye-Schule",1.0,40625,Düsseldorf,Heyestr. 91,211.0,8923763.0,211.0,8923770.0,101000@schule.nrw.de,http://www.ferdinand-heye-schule.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,350691.0,5677314.0,,51.227653,6.861582,Grundschule,Öffentlich,Düsseldorf,Ferdinand-Heye-Schule Städtische Gemeinschaftsgrundschule - Primarstufe -,2118923763.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Grundschule,,,36,12.0,0,3,33,8,10,19,108,"2024,2023,2022",Unfallatlas
101011,2.0,Städt. Gem. Grundschule Stoffeler Straße,- Primarstufe -,,"Düsseldorf, GG Stoffeler Straße",1.0,40227,Düsseldorf,Schmiedestr. 10a,211.0,8999812.0,211.0,8929603.0,101011@schule.nrw.de,https://gs-stoffelerstr.de/,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,346870.0,5675523.0,,51.210547,6.807665,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule Stoffeler Straße - Primarstufe -,2118999812.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,8.0,Grundschule,,,120,40.0,0,20,100,38,26,69,50,"2024,2023,2022",Unfallatlas
101023,2.0,Heinrich-Heine-Schule,Städt. Gem. Grundschule mit,katholischem Teilstandort -Primarstufe-,"Düsseldorf, GG (Verb.) Heinrich-Heine",1.0,40549,Düsseldorf,Heerdter Landstr. 186,211.0,8926400.0,211.0,8926405.0,101023@schule.nrw.de,https://www.heinrichheine-grundschule.de/,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,339827.0,5677998.0,,51.230853,6.70581,Grundschule,Öffentlich,Düsseldorf,Heinrich-Heine-Schule Städt. Gem. Grundschule mit katholischem Teilstandort -Primarstufe-,2118926400.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Grundschule,,,47,15.7,0,4,43,10,5,30,55,"2024,2023,2022",Unfallatlas
101047,2.0,Städt. Gem. Grundschule,- Primarstufe -,,"Düsseldorf, GG Helmholtzstr.",1.0,40215,Düsseldorf,Helmholtzstr. 16,211.0,8921780.0,211.0,8929291.0,101047@schule.nrw.de,http://www.ggs-helmholtz.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,345552.0,5676126.0,,51.215611,6.78855,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule - Primarstufe -,2118921780.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,9.0,Grundschule,,,180,60.0,0,34,146,49,44,95,100,"2024,2023,2022",Unfallatlas
101059,2.0,Städt. Gem. Grundschule,- Primarstufe -,,"Düsseldorf, GG Adam-Stegerwald-Str.",1.0,40595,Düsseldorf,Adam-Stegerwald-Str. 14,211.0,8924800.0,211.0,8924803.0,101059@schule.nrw.de,https://gg-adam-stegerwald-str.eschool.de/,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,353466.0,5667790.0,,51.142788,6.905182,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule - Primarstufe -,2118924800.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,8.0,Grundschule,,,37,12.3,0,2,35,6,4,22,138,"2024,2023,2022",Unfallatlas
101060,2.0,Willi Fährmann Schule,Städt. Gem. Grundschule,,"Düsseldorf, GG Willi Fährmann",1.0,40595,Düsseldorf,Ricarda-Huch-Str. 1,211.0,8925680.0,211.0,8925677.0,101060@schule.nrw.de,https://www.willi-faehrmann-schule.de/,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,352988.0,5667259.0,,51.137893,6.89857,Grundschule,Öffentlich,Düsseldorf,Willi Fährmann Schule Städt. Gem. Grundschule,2118925680.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0,Grundschule,,,27,9.0,0,3,24,6,2,15,87,"2024,2023,2022",Unfallatlas
107049,2.0,Wichernschule,Städt. Gem. Grundschule,mit Montessori-Schwerpunkt -Primarstufe-,"Düsseldorf, GG Wichernschule",1.0,40627,Düsseldorf,Brorsstr. 5,211.0,8923707.0,211.0,8923737.0,107049@schule.nrw.de,http://www.wichernschule-duesseldorf.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,353232.0,5674689.0,,51.204723,6.899022,Grundschule,Öffentlich,Düsseldorf,Wichernschule Städt. Gem. Grundschule mit Montessori-Schwerpunkt -Primarstufe-,2118923707.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,,15,5.0,0,2,13,4,3,11,98,"2024,2023,2022",Unfallatlas
107062,2.0,Carl-Sonnenschein-Schule,Städt. Kath. Grundschule,,"Düsseldorf, KG Carl-Sonnenschein-Schule",1.0,40627,Düsseldorf,Gerresheimer Landstr. 89,211.0,8923740.0,211.0,8923747.0,107062@schule.nrw.de,http://www.caso-unterbach.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,353421.0,5674473.0,,51.202831,6.901814,Grundschule,Öffentlich,Düsseldorf,Carl-Sonnenschein-Schule Städt. Kath. Grundschule,2118923740.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Grundschule,,,21,7.0,0,3,18,7,3,14,39,"2024,2023,2022",Unfallatlas
107086,2.0,Friedrich-von-Spee-Schule,Städt. Gem. Grundschule,- Primarstufe -,"Düsseldorf, GG Friedrich-von-Spee-Schule",1.0,40489,Düsseldorf,Am Litzgraben 28a,211.0,8928050.0,211.0,8928059.0,107086@schule.nrw.de,http://www.friedrichvonspeeschule.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,345736.0,5688693.0,,51.32858,6.78576,Grundschule,Öffentlich,Düsseldorf,Friedrich-von-Spee-Schule Städt. Gem. Grundschule - Primarstufe -,2118928050.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,,8,2.7,1,0,7,3,1,6,179,"2024,2023,2022",Unfallatlas
107141,2.0,Franz-Vaahsen-Schule,Kath. Grundschule Wittlaer,- Primarstufe -,"Düsseldorf, KG Franz-Vaahsen-Schule",1.0,40489,Düsseldorf,Grenzweg 12,211.0,8922657.0,211.0,8922666.0,107141@schule.nrw.de,http://kg-franz-vaahsen.eschool.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,342346.0,5688596.0,,51.326779,6.737184,Grundschule,Öffentlich,Düsseldorf,Franz-Vaahsen-Schule Kath. Grundschule Wittlaer - Primarstufe -,2118922657.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,,4,1.3,0,0,4,3,2,4,194,"2024,2023,2022",Unfallatlas
107219,2.0,Gem. Grundschule Knittkuhl,- Primarstufe -,,"Düsseldorf, GG Knittkuhl",1.0,40629,Düsseldorf,Am Mergelsberg 1,211.0,8923680.0,211.0,8923686.0,107219@schule.nrw.de,http://www.ggs-knittkuhl.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,351766.0,5681706.0,,51.267399,6.875148,Grundschule,Öffentlich,Düsseldorf,Gem. Grundschule Knittkuhl - Primarstufe -,2118923680.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Grundschule,,,4,1.3,0,1,3,2,0,2,85,"2024,2023,2022",Unfallatlas
111399,2.0,Städt. Gem. Grundschule,Stenzelbergstr.,,"Köln, GG Stenzelbergstr.",3.0,50939,Köln,Stenzelbergstr. 3-7,221.0,35501350.0,221.0,355013520.0,111399@schule.nrw.de,http://www.ggs-stenzelbergstrasse-koeln.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,354490.0,5641933.0,,50.910683,6.930189,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Stenzelbergstr.,22135501350.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,,77,25.7,1,14,62,42,9,39,67,"2024,2023,2022",Unfallatlas
111405,2.0,Städt. Kath. Grundschule,Gutnickstr.,,"Köln, KG Gutnickstr.",3.0,50769,Köln,Gutnickstr. 37,221.0,28552660.0,221.0,285526618.0,111405@schule.nrw.de,http://www.kgs-gutnickstrasse.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,349096.0,5657052.0,,51.045161,6.847243,Grundschule,Öffentlich,Köln,Städt. Kath. Grundschule Gutnickstr.,22128552660.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0,Grundschule,,,3,1.0,0,0,3,0,1,2,313,"2024,2023,2022",Unfallatlas
111417,2.0,Michael-Ende-Schule,Städt. Gem. Grundschule,,"Köln, GG Michael-Ende",3.0,50825,Köln,Platenstr. 7-9,221.0,3998030.0,221.0,556576.0,111417@schule.nrw.de,http://www.michael-ende-schule-koeln.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,353493.0,5646683.0,,50.953118,6.914108,Grundschule,Öffentlich,Köln,Michael-Ende-Schule Städt. Gem. Grundschule,2213998030.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Grundschule,,,213,71.0,0,18,195,135,33,119,78,"2024,2023,2022",Unfallatlas
111429,2.0,Stadt Köln,Maternus-Grundschule,gem Grundschule - Primarstufe,"Köln, GG Maternus-Schule",3.0,50733,Köln,Bülowstr. 90,221.0,492249910.0,221.0,492249922.0,111429@schule.nrw.de,http://www.kgs-buelowstrasse.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,356538.0,5648462.0,,50.969871,6.95673,Grundschule,Öffentlich,Köln,Stadt Köln Maternus-Grundschule gem Grundschule - Primarstufe,221492249910.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Grundschule,,,60,20.0,0,2,58,27,15,39,51,"2024,2023,2022",Unfallatlas
111430,2.0,Franziskus-Schule,Städt. Kath. Grundschule,- Primarstufe -,"Köln, KG Franziskus-Schule",3.0,50968,Köln,Cäsarstr. 21,221.0,222101410.0,221.0,222101419.0,111430@schule.nrw.de,http://www.franziskus-schule-koeln.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,357046.0,5641497.0,,50.907404,6.966693,Grundschule,Öffentlich,Köln,Franziskus-Schule Städt. Kath. Grundschule - Primarstufe -,221222101410.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,,70,23.3,0,10,60,35,10,50,141,"2024,2023,2022",Unfallatlas
111442,2.0,Stadt Köln,Freinet-Schule Köln,Gemeinschaftsgrundschule -Primarstufe-,"Köln, GG Freinet-Schule",3.0,50670,Köln,Gereonswall 57,221.0,22136010.0,221.0,22136021.0,111442@schule.nrw.de,http://www.freinet-schule-koeln.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,355869.0,5645830.0,,50.946051,6.948251,Grundschule,Öffentlich,Köln,Stadt Köln Freinet-Schule Köln Gemeinschaftsgrundschule -Primarstufe-,22122136010.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Grundschule,,,137,45.7,0,9,128,63,16,64,24,"2024,2023,2022",Unfallatlas
111454,2.0,Städt. Kath. Grundschule,Diependahlstr.,,"Köln, KG Diependahlstr.",3.0,51061,Köln,Diependahlstr. 12,221.0,661430.0,221.0,2619227.0,111454@schule.nrw.de,http://www.kgs-diependahl.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,358722.0,5650297.0,,50.986902,6.987102,Grundschule,Öffentlich,Köln,Städt. Kath. Grundschule Diependahlstr.,221661430.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,,12,4.0,0,3,9,4,3,7,164,"2024,2023,2022",Unfallatlas
111466,2.0,Städt. Kath. Grundschule,Erlenweg,,"Köln, KG Erlenweg",3.0,50827,Köln,Erlenweg 16,221.0,22252770.0,221.0,222527719.0,111466@schule.nrw.de,http://kgs-erlenweg.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,352106.0,5648016.0,,50.964743,6.893833,Grundschule,Öffentlich,Köln,Städt. Kath. Grundschule Erlenweg,22122252770.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0,Grundschule,,,30,10.0,0,4,26,16,4,19,92,"2024,2023,2022",Unfallatlas
111478,2.0,Städt. Kath. Grundschule,Everhardstr.,,"Köln, KG Everhardstr.",3.0,50823,Köln,Everhardstr. 60,221.0,95297711.0,221.0,95297719.0,111478@schule.nrw.de,http://www.kgs-everhardstrasse.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,354472.0,5646212.0,,50.949133,6.928225,Grundschule,Öffentlich,Köln,Städt. Kath. Grundschule Everhardstr.,22195297711.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Grundschule,,,168,56.0,0,23,145,97,15,94,106,"2024,2023,2022",Unfallatlas
111480,2.0,Hans-Christian-Andersen-Schule,Kath. Grundschule,- Primarstufe -,"Köln, KG Hans-Christian-Andersen",3.0,50935,Köln,Freiligrathstr. 60,221.0,33730880.0,221.0,337308810.0,111480@schule.nrw.de,http://www.hanschristianandersenschule.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,352580.0,5643309.0,,50.922564,6.902484,Grundschule,Öffentlich,Köln,Hans-Christian-Andersen-Schule Kath. Grundschule - Primarstufe -,22133730880.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,,45,15.0,0,6,39,26,3,28,75,"2024,2023,2022",Unfallatlas
111491,2.0,Städt. Kath. Grundschule,Friedlandstr.,,"Köln, KG Friedlandstr.",3.0,51067,Köln,Friedlandstr. 5,221.0,93889980.0,221.0,938899821.0,111491@schule.nrw.de,http://kgs-friedlandstrasse.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,362426.0,5648297.0,,50.969825,7.040599,Grundschule,Öffentlich,Köln,Städt. Kath. Grundschule Friedlandstr.,22193889980.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0,Grundschule,,,63,21.0,0,7,56,18,15,46,122,"2024,2023,2022",Unfallatlas
111510,2.0,Städt. Kath. Grundschule,Fußfallstr.,,"Köln, KG Fußfallstr.",3.0,51109,Köln,Fußfallstr. 55,221.0,99211090.0,221.0,992110925.0,111510@schule.nrw.de,https://www.kgs-fussfallstrasse.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,362717.0,5646036.0,,50.949574,7.045594,Grundschule,Öffentlich,Köln,Städt. Kath. Grundschule Fußfallstr.,22199211090.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0,Grundschule,,,27,9.0,0,3,24,9,2,15,205,"2024,2023,2022",Unfallatlas
111521,2.0,Otfried-Preußler-Schule,Städt. Kath. Grundschule,- Primarstufe -,"Köln, KG Otfried-Preußler",3.0,50735,Köln,Garthestr. 20-24,221.0,9765360.0,221.0,97653629.0,111521@schule.nrw.de,http://www.ops-koeln.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,357826.0,5647934.0,,50.965446,6.975269,Grundschule,Öffentlich,Köln,Otfried-Preußler-Schule Städt. Kath. Grundschule - Primarstufe -,2219765360.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Grundschule,,,45,15.0,0,4,41,22,8,29,21,"2024,2023,2022",Unfallatlas
111545,2.0,Städt. Kath. Grundschule,Gotenring,,"Köln, KG Gotenring",3.0,50679,Köln,Gotenring 5,221.0,33750030.0,221.0,337500319.0,111545@schule.nrw.de,http://kgs-gotenring.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,357980.0,5644649.0,,50.935961,6.978742,Grundschule,Öffentlich,Köln,Städt. Kath. Grundschule Gotenring,22133750030.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0,Grundschule,,,144,48.0,1,16,127,64,21,81,71,"2024,2023,2022",Unfallatlas
111557,2.0,Städt. Kath. Grundschule,Lebensbaumweg,,"Köln, KG Lebensbaumweg",3.0,50767,Köln,Lebensbaumweg 51,221.0,97942410.0,221.0,97942417.0,111557@schule.nrw.de,http://www.kgs-lebensbaumweg.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,352821.0,5653031.0,,51.009993,6.901977,Grundschule,Öffentlich,Köln,Städt. Kath. Grundschule Lebensbaumweg,22197942410.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Grundschule,,,18,6.0,1,1,16,7,4,12,334,"2024,2023,2022",Unfallatlas
111569,2.0,Städt. Kath. Grundschule,Heßhofstr.,,"Köln, KG Heßhofstr.",3.0,51107,Köln,Heßhofstr. 45,221.0,35666330.0,221.0,356663317.0,111569@schule.nrw.de,http://www.kgs-hesshofstrasse.koeln,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,361146.0,5643991.0,,50.930819,7.024023,Grundschule,Öffentlich,Köln,Städt. Kath. Grundschule Heßhofstr.,22135666330.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,7.0,Grundschule,,,56,18.7,0,4,52,20,8,38,125,"2024,2023,2022",Unfallatlas
111570,2.0,Städt. Kath. Grundschule,Horststr.,,"Köln, KG Horststr.",3.0,51063,Köln,Horststr. 1,221.0,22130030.0,221.0,22130037.0,111570@schule.nrw.de,http://www.kgs-horststrasse.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,359422.0,5647021.0,,50.957632,6.998335,Grundschule,Öffentlich,Köln,Städt. Kath. Grundschule Horststr.,22122130030.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,7.0,Grundschule,,,73,24.3,1,12,60,27,4,45,73,"2024,2023,2022",Unfallatlas
111594,2.0,Städt. Kath. Grundschule,Vietorstr.,,"Köln, KG Vietorstraße",3.0,51103,Köln,Vietorstr. 89,221.0,99222010.0,221.0,992220111.0,111594@schule.nrw.de,https://www.kgs-vietorstrasse.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,359463.0,5645292.0,,50.942103,6.999586,Grundschule,Öffentlich,Köln,Städt. Kath. Grundschule Vietorstr.,22199222010.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,7.0,Grundschule,,,118,39.3,0,16,102,57,28,55,61,"2024,2023,2022",Unfallatlas
111624,2.0,Vincenz-Statz-Schule,Städt. Kath. Grundschule,- Primarstufe -,"Köln, KG Vincenz-Statz",3.0,50823,Köln,Lindenbornstr. 15-19,221.0,22138070.0,221.0,22138072.0,111624@schule.nrw.de,http://www.kgs-vincenz-statz.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,353524.0,5645855.0,,50.945685,6.914882,Grundschule,Öffentlich,Köln,Vincenz-Statz-Schule Städt. Kath. Grundschule - Primarstufe -,22122138070.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Grundschule,,,115,38.3,0,13,102,68,21,58,95,"2024,2023,2022",Unfallatlas
111636,2.0,Städt. Kath. Grundschule,Lindenburger Allee,,"Köln, KG Lindenburger Allee",3.0,50931,Köln,Lindenburger Allee 38,221.0,355899711.0,221.0,355899717.0,111636@schule.nrw.de,http://www.kgs-lindenburger-allee.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,353535.0,5643798.0,,50.927202,6.915866,Grundschule,Öffentlich,Köln,Städt. Kath. Grundschule Lindenburger Allee,221355899711.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,,107,35.7,0,15,92,70,19,67,96,"2024,2023,2022",Unfallatlas
111648,2.0,Stephan-Lochner-Schule,Städt. Gemeinschaftsgrundschule,- Primarstufe -,"Köln, GG Stephan-Lochner-Schule",3.0,50674,Köln,Lochnerstr. 13-15,221.0,35533680.0,221.0,355336812.0,111648@schule.nrw.de,http://www.stephan-lochner-schule.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,354933.0,5644086.0,,50.930144,6.93563,Grundschule,Öffentlich,Köln,Stephan-Lochner-Schule Städt. Gemeinschaftsgrundschule - Primarstufe -,22135533680.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Grundschule,,,284,94.7,1,30,253,198,35,134,64,"2024,2023,2022",Unfallatlas
111650,2.0,Marienschule,Städt. Kath. Grundschule,- Primarstufe -,"Köln, KG Marienschule",3.0,50737,Köln,Altonaer Str. 32,221.0,9659770.0,221.0,96597717.0,111650@schule.nrw.de,http://www.marienschule-koeln.jimdo.com,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,354331.0,5651386.0,,50.995594,6.924147,Grundschule,Öffentlich,Köln,Marienschule Städt. Kath. Grundschule - Primarstufe -,2219659770.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,,20,6.7,0,2,18,6,4,15,135,"2024,2023,2022",Unfallatlas
111661,2.0,Städt. Kath. Grundschule,Lohrbergstr.,,"Köln, KG Lohrbergstr.",3.0,50939,Köln,Lohrbergstr. 46,221.0,35588910.0,221.0,355889120.0,111661@schule.nrw.de,https://111661.nrw.schule/public,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,354015.0,5641871.0,,50.910006,6.923462,Grundschule,Öffentlich,Köln,Städt. Kath. Grundschule Lohrbergstr.,22135588910.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,1.0,Grundschule,,,100,33.3,1,15,84,61,8,52,116,"2024,2023,2022",Unfallatlas
111673,2.0,Stadt Köln,Sternsingerschule,Katholische Grundschule,"Köln, KG Longericher Hauptstraße",3.0,50739,Köln,Longericher Hauptstr. 83-85,221.0,99100200.0,221.0,991002022.0,111673@schule.nrw.de,http://www.kgs-longericher-hauptstr.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,352989.0,5651523.0,,50.996484,6.904981,Grundschule,Öffentlich,Köln,Stadt Köln Sternsingerschule Katholische Grundschule,22199100200.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0,Grundschule,,,36,12.0,0,3,33,15,5,24,21,"2024,2023,2022",Unfallatlas
111697,2.0,Städt. Kath. Grundschule,Mainzer Str.,,"Köln, KG Mainzer Str.",3.0,50678,Köln,Mainzer Str. 30-34,221.0,35666360.0,221.0,356663637.0,111697@schule.nrw.de,https://www.kgsmainzerstrasse.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,356894.0,5642874.0,,50.919741,6.963993,Grundschule,Öffentlich,Köln,Städt. Kath. Grundschule Mainzer Str.,22135666360.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,,153,51.0,0,11,142,93,21,80,41,"2024,2023,2022",Unfallatlas
111703,2.0,Städt. Kath. Grundschule,Mengenicher Str.,,"Köln, KG Mengenicher Str.",3.0,50829,Köln,Mengenicher Str. 28,221.0,22139341.0,221.0,22139344.0,111703@schule.nrw.de,http://www.kgs-mengenicher.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,349938.0,5649301.0,,50.975729,6.862451,Grundschule,Öffentlich,Köln,Städt. Kath. Grundschule Mengenicher Str.,22122139341.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Grundschule,,,22,7.3,0,1,21,10,2,13,143,"2024,2023,2022",Unfallatlas
111715,2.0,Städt. Gem. Grundschule,Nesselrodestr.,,"Köln, GG Nesselrodestr.",3.0,50735,Köln,Nesselrodestr. 15,221.0,22252230.0,221.0,222522330.0,111715@schule.nrw.de,http://www.ggsnesselrode-koeln.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,357133.0,5649292.0,,50.977478,6.964873,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Nesselrodestr.,22122252230.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Grundschule,,,56,18.7,0,6,50,23,9,32,40,"2024,2023,2022",Unfallatlas
