schulnummer,Schulform,Schulbezeichnung_1,Schulbezeichnung_2,Schulbezeichnung_3,kurzbezeichnung,Bezirksregierung,plz,ort,strasse,Telefonvorwahl,Telefon,Faxvorwahl,Fax,email,website,Rechtsform,Traegernummer,gemeindeschluessel,Schulbetriebsschluessel,Schulbetriebsdatum,EPSG,UTMRechtswert,UTMHochwert,Unnamed: 24,latitude,longitude,schulform_name,traegerschaft,bezirksregierung_name,schulname,telefon,stadt,data_source,data_retrieved,bundesland,sozialindexstufe,school_type,is_cross_grade,cross_grade_note,traffic_accidents_total,traffic_accidents_per_year,traffic_accidents_fatal,traffic_accidents_serious,traffic_accidents_minor,traffic_accidents_bicycle,traffic_accidents_pedestrian,traffic_accidents_school_hours,traffic_nearest_accident_m,traffic_data_years,traffic_data_source,transit_rail_01_name,transit_rail_01_distance_m,transit_rail_01_latitude,transit_rail_01_longitude,transit_rail_01_lines,transit_rail_02_name,transit_rail_02_distance_m,transit_rail_02_latitude,transit_rail_02_longitude,transit_rail_02_lines,transit_rail_03_name,transit_rail_03_distance_m,transit_rail_03_latitude,transit_rail_03_longitude,transit_rail_03_lines,transit_tram_01_name,transit_tram_01_distance_m,transit_tram_01_latitude,transit_tram_01_longitude,transit_tram_01_lines,transit_tram_02_name,transit_tram_02_distance_m,transit_tram_02_latitude,transit_tram_02_longitude,transit_tram_02_lines,transit_tram_03_name,transit_tram_03_distance_m,transit_tram_03_latitude,transit_tram_03_longitude,transit_tram_03_lines,transit_bus_01_name,transit_bus_01_distance_m,transit_bus_01_latitude,transit_bus_01_longitude,transit_bus_01_lines,transit_bus_02_name,transit_bus_02_distance_m,transit_bus_02_latitude,transit_bus_02_longitude,transit_bus_02_lines,transit_bus_03_name,transit_bus_03_distance_m,transit_bus_03_latitude,transit_bus_03_longitude,transit_bus_03_lines,transit_stops_500m,transit_stop_count_1000m,transit_all_lines_1000m,transit_accessibility_score,crime_bezirk,crime_stadt,crime_bezirk_population,crime_bezirk_index,crime_haeufigkeitszahl_2023,crime_aufklaerungsquote_2023,crime_data_source,crime_straftaten_2023,crime_straftaten_2023_rate_per_100k,crime_strassenraub_2023,crime_strassenraub_2023_rate_per_100k,crime_koerperverletzung_2023,crime_koerperverletzung_2023_rate_per_100k,crime_diebstahl_fahrrad_2023,crime_diebstahl_fahrrad_2023_rate_per_100k,crime_wohnungseinbruch_2023,crime_wohnungseinbruch_2023_rate_per_100k
158641,10.0,Städt. Realschule Benrath,,,"Düsseldorf, RS Benrath",1.0,40597,Düsseldorf,Marbacher Str.  114,211.0,8998415.0,211.0,8929121.0,158641@schule.nrw.de,http://www.realschule-benrath.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,350270.0,5670312.0,,51.164623,6.858477,Realschule,Öffentlich,Düsseldorf,Städt. Realschule Benrath,2118998415.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,7.0,Realschule,,,18,6.0,0,2,16,10,3,11,101,"2024,2023,2022",Unfallatlas,Kappeler Straße,291,51.1622443,6.8602084,,Schöne Aussicht,332,51.1624049,6.8552983,,Schloss Benrath,754,51.1623833,6.8686762,,Kappeler Straße,279,51.1622377,6.8597257,1,Schöne Aussicht,330,51.1623873,6.8553744,,Schloss Benrath,740,51.1622562,6.8683888,1,Benrodestraße,193,51.1637712,6.8608913,,Wimpfener Straße,201,51.1659637,6.8604105,,Kappeler Straße,279,51.1622529,6.8597698,1,19,52,"1, 2",75.0,Bezirk 10,Düsseldorf,24612,0.5,6292.5,52.1,bezirk_estimated,1474,5987.6,11,46.5,109,442.9,79,319.8,28,115.5
158665,10.0,Städt. Realschule Friedrichstadt,- Sekundarstufe I -,,"Düsseldorf, RS Friedrichstadt",1.0,40215,Düsseldorf,Luisenstr. 73,211.0,8927851.0,211.0,8929679.0,158665@schule.nrw.de,https://realschule-friedrichstadt.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,345293.0,5676289.0,,51.217005,6.784775,Realschule,Öffentlich,Düsseldorf,Städt. Realschule Friedrichstadt - Sekundarstufe I -,2118927851.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Realschule,,,217,72.3,0,35,182,50,56,114,68,"2024,2023,2022",Unfallatlas,Oststraße,602,51.2218646,6.7885933,,Düsseldorf-Friedrichstadt,623,51.2121229,6.7891521,,"U-Bahn (51.2186, 6.7760)",632,51.2185673,6.7760455,,Luisenstraße,104,51.2169234,6.7832935,3,Berliner Allee,253,51.2188409,6.7826219,3,Helmholtzstraße,282,51.2147804,6.7867286,,Berliner Allee,240,51.2183445,6.7820642,,Helmholtzstraße,283,51.2147568,6.7866741,,"Bus (51.2157, 6.7886)",300,51.215716,6.7885587,,35,177,"1, 10, 11, 12, 13, 14, 16, 17, 18, 2, 3, 4, 5, 6, 7, 8, 9, SEV",65.0,Bezirk 1,Düsseldorf,89669,2.0,25170.0,52.1,bezirk_estimated,21476,23950.4,167,185.9,1589,1771.7,1147,1279.2,414,461.8
158689,10.0,Theodor-Litt-Realschule,Städt. Realschule,- Sekundarstufe I -,"Düsseldorf, RS Theodor-Litt",1.0,40593,Düsseldorf,Theodor-Litt-Str. 5,211.0,8997620.0,211.0,8929095.0,158689@schule.nrw.de,http://www.theodor-litt-realschule.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,352274.0,5668728.0,,51.15091,6.887769,Realschule,Öffentlich,Düsseldorf,Theodor-Litt-Realschule Städt. Realschule - Sekundarstufe I -,2118997620.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Realschule,,,38,12.7,0,12,26,14,0,21,227,"2024,2023,2022",Unfallatlas,Düsseldorf-Garath,1068,51.1435907,6.8976828,Düsseldorf-Garath,Benrath Betriebshof,1151,51.1610231,6.8842833,,Benrath S,1379,51.1615408,6.8775869,,Benrath Betriebshof,1168,51.1610492,6.8834101,,Urdenbacher Allee,1526,51.1620659,6.87502,2,Schloss Benrath,1849,51.1622562,6.8683888,1,Sodenstraße,268,51.1498017,6.8843651,,Rostocker Straße,389,51.1476804,6.8899259,,Kammerrathsfeldstraße,496,51.1515073,6.8807251,,9,52,"1, 2, 3",50.0,Bezirk 9,Düsseldorf,94463,0.9,11326.5,52.1,bezirk_estimated,10181,10777.7,79,83.7,753,797.3,544,575.6,196,207.8
158690,10.0,Benzenberg-Realschule,Städt. Realschule für Jungen und Mädchen,,"Düsseldorf, RS Benzenberg",1.0,40591,Düsseldorf,Siegburger Str. 38,211.0,8998290.0,211.0,8929345.0,158690@schule.nrw.de,http://www.rs-benzenberg.eschool.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,347103.0,5674692.0,,51.203143,6.811352,Realschule,Öffentlich,Düsseldorf,Benzenberg-Realschule Städt. Realschule für Jungen und Mädchen,2118998290.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Realschule,,,20,6.7,0,3,17,2,4,11,40,"2024,2023,2022",Unfallatlas,Kaiserslauterner Straße,69,51.2036048,6.8106839,,Provinzialplatz,465,51.1989685,6.8118476,,Düsseldorf-Oberbilk,575,51.2080536,6.808777,,Oberbilk S,656,51.2087623,6.8084718,4,Lierenfeld Betriebshof Süd,799,51.209235,6.8174241,1,Am Stufstock,1061,51.2065245,6.8255868,,Kaiserslauterner Straße,30,51.2030854,6.8109266,,Bingener Weg,416,51.2041508,6.8170972,,Seeheimer Weg,472,51.206875,6.8145679,,14,58,"1, 3, 4, 5, 6",75.0,Bezirk 9,Düsseldorf,94463,0.9,11326.5,52.1,bezirk_estimated,10181,10777.7,79,83.7,753,797.3,544,575.6,196,207.8
160064,10.0,Städt. Henry-Ford-Realschule,- Sekundarstufe I -,,"Köln, RS Henry-Ford-Realschule",3.0,50769,Köln,Karl-Marx-Allee 43,221.0,9703400.0,221.0,97034021.0,160064@schule.nrw.de,http://www.henry-ford-realschule.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,353397.0,5654191.0,,51.020564,6.909713,Realschule,Öffentlich,Köln,Städt. Henry-Ford-Realschule - Sekundarstufe I -,2219703400.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,7.0,Realschule,,,6,2.0,0,1,5,4,1,5,121,"2024,2023,2022",Unfallatlas,Chorweiler,808,51.0221492,6.8984387,,Köln-Chorweiler,820,51.021167,6.8980335,,Heimersdorf,980,51.0119474,6.9067943,,Chorweiler,809,51.021006,6.8981612,,Heimersdorf,973,51.0120084,6.9067649,,Longericher Straße,2751,50.9960458,6.9149423,,Karl-Marx-Allee,542,51.0240218,6.904256,,Herstattallee,580,51.0168385,6.9039111,,Seeberg,617,51.018457,6.917878,,0,50,"A, B, C, D, E, F, G, H",35.0,Chorweiler,Köln,83848,1.2,14920.8,50.8,bezirk_estimated,12500,14908.3,143,170.3,989,1180.0,825,983.5,267,318.0
160076,10.0,Geschwister-Scholl-Schule,Städt. Realschule für Jungen und Mädchen,,"Köln, RS Geschwister-Scholl",3.0,50823,Köln,Gravenreuthstr. 10,221.0,9556040.0,221.0,552480.0,160076@schule.nrw.de,http://www.geschwisterschollrealschule.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,353989.0,5646630.0,,50.952767,6.921186,Realschule,Öffentlich,Köln,Geschwister-Scholl-Schule Städt. Realschule für Jungen und Mädchen,2219556040.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0,Realschule,,,230,76.7,0,21,209,142,38,134,64,"2024,2023,2022",Unfallatlas,Köln-Ehrenfeld,355,50.9515024,6.9165293,,Venloer Straße/Gürtel,419,50.9500125,6.917097,,Venloer Straße,421,50.9512002,6.9157119,,Subbelrather Straße/Gürtel,229,50.9548205,6.9214386,,Liebigstraße,287,50.9518637,6.9250247,,Venloer Straße/Gürtel,426,50.9506277,6.9161452,,Warteplatz (Linie 142),136,50.9521541,6.9194987,,Subbelrather Straße/Gürtel,158,50.9538659,6.9197556,,Bf Ehrenfeld,174,50.9523923,6.9187796,"141,142,143",35,65,"141, 142, 143",75.0,Ehrenfeld,Köln,111154,1.3,16164.2,50.8,bezirk_estimated,17952,16150.7,205,184.5,1421,1278.3,1184,1065.4,383,344.5
160090,10.0,Stadt Köln,Ferdinand-Lassalle-Realschule,Sekundarstufe I,"Köln, RS Ferdinand-Lassalle-Realschule",3.0,51065,Köln,Lassallestr. 59,221.0,71661260.0,221.0,716612625.0,160090@schule.nrw.de,http://rs-lassallestrasse.koeln,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,360107.0,5647114.0,,50.958635,7.008047,Realschule,Öffentlich,Köln,Stadt Köln Ferdinand-Lassalle-Realschule Sekundarstufe I,22171661260.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,8.0,Realschule,,,115,38.3,0,16,99,40,34,65,81,"2024,2023,2022",Unfallatlas,Bahnhof Mülheim,291,50.9573403,7.0116611,,Wiener Platz,362,50.9614539,7.0054713,,Köln-Mülheim,388,50.9581466,7.0135261,,Bahnhof Mülheim,359,50.9571249,7.0125706,,Wiener Platz,397,50.9616079,7.0049117,1,Grünstraße,625,50.9557298,7.0004154,,Elisabeth-Breuer-Straße,105,50.9595744,7.0081838,151; 152;153;159; 171,Graf-Adolf-Straße,110,50.9582269,7.0094761,,Bahnhof Mülheim,278,50.9576594,7.0117025,C,43,91,"1, 151, 152, 153, 159, 171, 2, 3, 4, A, B, C, D",75.0,Mülheim,Köln,149870,1.2,14920.8,50.8,bezirk_estimated,22343,14908.3,255,170.3,1768,1180.0,1474,983.5,477,318.0
160106,10.0,Elly-Heuss-Knapp-Realschule,Städt. Realschule,für Jungen und Mädchen,"Köln, RS Elly-Heuss-Knapp-Realschule",3.0,51065,Köln,Jan-Wellem-Str. 25,221.0,35553340.0,221.0,355533420.0,160106@schule.nrw.de,http://www.ehk-koeln.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,360019.0,5647139.0,,50.958838,7.006785,Realschule,Öffentlich,Köln,Elly-Heuss-Knapp-Realschule Städt. Realschule für Jungen und Mädchen,22135553340.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,8.0,Realschule,,,140,46.7,0,20,120,49,36,81,63,"2024,2023,2022",Unfallatlas,Wiener Platz,305,50.9614539,7.0054713,,Bahnhof Mülheim,380,50.9573403,7.0116611,,Köln-Mülheim,478,50.9581466,7.0135261,,Wiener Platz,335,50.9616079,7.0049117,1,Bahnhof Mülheim,448,50.9571249,7.0125706,,Grünstraße,564,50.9557298,7.0004154,,Elisabeth-Breuer-Straße,128,50.9595744,7.0081838,151; 152;153;159; 171,Graf-Adolf-Straße,200,50.9582269,7.0094761,,Wiener Platz,299,50.9614342,7.0056637,A,47,89,"1, 151, 152, 153, 159, 171, 2, 3, 4, A, B, C, D",75.0,Mülheim,Köln,149870,1.2,14920.8,50.8,bezirk_estimated,22343,14908.3,255,170.3,1768,1180.0,1474,983.5,477,318.0
160118,10.0,Städt. Realschule,für Jungen und Mädchen,,"Köln, RS Im Hasental",3.0,50679,Köln,Im Hasental 41,221.0,99225790.0,221.0,992257919.0,160118@schule.nrw.de,http://www.hasental.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,358068.0,5643895.0,,50.929207,6.980287,Realschule,Öffentlich,Köln,Städt. Realschule für Jungen und Mädchen,22199225790.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,8.0,Realschule,,,62,20.7,0,10,52,23,5,34,105,"2024,2023,2022",Unfallatlas,Deutz Technische Hochschule,894,50.9364265,6.9858967,,Deutzer Freiheit,1035,50.9368063,6.9717481,,Deutzer Brücke,1099,50.9369834,6.9705968,,Drehbrücke,362,50.9281927,6.9753844,,Suevenstraße,482,50.9327791,6.9763895,,Severinsbrücke,597,50.9308338,6.9721654,,Deutz Technische Hochschule,894,50.9363091,6.9862738,,Deutzer Friedhof,917,50.9255373,6.9920094,,Weilburger Straße,987,50.93137,6.9939405,,4,28,"1, 2",55.0,,Köln,1090473,1.0,12434,50.8,city_aggregate,135476,12423.6,1548,142.0,10723,983.3,8937,819.6,2890,265.0
160120,10.0,Edith-Stein-Realschule,Städt. Realschule,,"Köln, RS Edith-Stein",3.0,50733,Köln,Henner-Berzau-Weg 5,221.0,28551750.0,221.0,285517525.0,160120@schule.nrw.de,http://www.edith-stein-realschule.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,356566.0,5648607.0,,50.971181,6.957071,Realschule,Öffentlich,Köln,Edith-Stein-Realschule Städt. Realschule,22128551750.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0,Realschule,,,65,21.7,0,7,58,27,12,39,172,"2024,2023,2022",Unfallatlas,Neusser Straße/Gürtel,382,50.971871,6.9517228,,Florastraße,716,50.9651406,6.9535232,,Amsterdamer Straße/Gürtel,825,50.9708004,6.9688326,,Neusser Straße/Gürtel,416,50.972337,6.9514153,1,Florastraße,779,50.9644995,6.9537357,"12, 15",Amsterdamer Straße/Gürtel,838,50.9709703,6.9690379,16,Niehler Kirchweg,350,50.9741802,6.9555339,,Neusser Straße/Gürtel,403,50.9725468,6.9517405,A,Friedrich-Karl-Straße,422,50.9746062,6.9596659,,25,91,"1, 12, 13, 147, 15, 16, 186, 2, 3, 4, A",75.0,Nippes,Köln,117086,1.1,13677.4,50.8,bezirk_estimated,16001,13666.0,183,156.2,1266,1081.7,1056,901.5,341,291.5
160131,10.0,Peter-Ustinov-Schule,Städt. Realschule,- Sekundarstufe I -,"Köln, RS Peter-Ustinov-Schule",3.0,50733,Köln,Neusser Str. 421,221.0,9765750.0,221.0,97657522.0,160131@schule.nrw.de,http://www.peter-ustinov-realschule.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,356171.0,5648655.0,,50.971514,6.95143,Realschule,Öffentlich,Köln,Peter-Ustinov-Schule Städt. Realschule - Sekundarstufe I -,2219765750.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Realschule,,,74,24.7,1,9,64,39,13,46,26,"2024,2023,2022",Unfallatlas,Neusser Straße/Gürtel,36,50.9718368,6.9515127,,Florastraße,724,50.9651406,6.9535232,,Köln Geldernstraße/Parkgürtel,781,50.9685,6.9413491,,Neusser Straße/Gürtel,90,50.9723213,6.9513976,4,Mollwitzstraße,766,50.9781979,6.9487993,,Florastraße,796,50.9644974,6.9536917,"12, 15",Neusser Straße/Gürtel,117,50.9725468,6.9517405,A,Niehler Kirchweg,376,50.9741511,6.9547971,,Bergstraße,401,50.97315,6.9463248,,25,78,"1, 12, 147, 15, 186, 2, 3, 4, A",75.0,Nippes,Köln,117086,1.1,13677.4,50.8,bezirk_estimated,16001,13666.0,183,156.2,1266,1081.7,1056,901.5,341,291.5
160155,10.0,Ursulinenschule Köln,Staatl. genehm. Realschule für Mädchen-,u. Jungenklassen d. Erzbistums Köln,"Köln, RS Ursulinenschule",3.0,50668,Köln,Machabäerstr. 47,221.0,132024.0,221.0,135740.0,160155@schule.nrw.de,http://schule.erzbistum-koeln.de/ursulinenschule_koeln/,2.0,71110.0,5315000.0,1.0,01.08.1973,EPSG:25832,356714.0,5645840.0,,50.946352,6.960267,Realschule,Privat,Köln,Ursulinenschule Köln Staatl. genehm. Realschule für Mädchen- u. Jungenklassen d. Erzbistums Köln,221132024.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,,Realschule,,,114,38.0,0,13,101,54,24,58,85,"2024,2023,2022",Unfallatlas,Breslauer Platz/Hauptbahnhof,211,50.9448198,6.958494,,Köln Hauptbahnhof,406,50.9427839,6.9590705,,Th.-Heuss-Ring/ Domstraße,434,50.9501991,6.9592122,Ebertplatz,Breslauer Platz/Hbf,243,50.9444437,6.9585753,3,Ebertplatz,487,50.9506916,6.9593672,,Dom/Hbf,548,50.9418151,6.9572123,2,Breslauer Platz/Hbf,314,50.9435559,6.9608734,,St. Vincenz Haus,412,50.9486005,6.9649344,,Ebertplatz/Riehler Straße,489,50.9507098,6.9592776,,30,91,"1, 12, 15, 2, 3, A, B, C, D, E, Ebertplatz, F",75.0,Innenstadt,Köln,126087,2.5,31085.0,50.8,bezirk_estimated,39161,31059.0,447,354.9,3100,2458.3,2583,2048.9,835,662.6
160179,10.0,Theodor-Heuss-Schule,Städt. Realschule,,"Köln, RS Theodor-Heuss-Schule",3.0,50935,Köln,Euskirchener Str. 50,221.0,4696090.0,221.0,46960916.0,160179@schule.nrw.de,http://www.thr-koeln.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,353501.0,5642744.0,,50.917721,6.915805,Realschule,Öffentlich,Köln,Theodor-Heuss-Schule Städt. Realschule,2214696090.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Realschule,,,104,34.7,0,14,90,73,11,55,46,"2024,2023,2022",Unfallatlas,Köln Süd,1863,50.9276006,6.9372707,1,Rudolfplatz,2591,50.9359508,6.9388235,,Poststraße,2826,50.9310045,6.9501731,,Euskirchener Straße,88,50.917324,6.9168891,,Zülpicher Straße/Gürtel,225,50.919742,6.915645,,Mommsenstraße,420,50.919063,6.9101973,9,Berrenrather Straße/Gürtel,515,50.9146823,6.9213397,,Gerolsteiner Straße,546,50.9168242,6.9234658,,Gleueler Straße/Gürtel,696,50.9232875,6.9112721,,10,62,9,70.0,Lindenthal,Köln,152644,0.7,8703.8,50.8,bezirk_estimated,13275,8696.5,152,99.4,1051,688.3,876,573.7,283,185.5
160180,10.0,Johann-Bendel-Schule,Städt. Realschule,- Sekundarstufe I -,"Köln, RS Johann-Bendel-Schule",3.0,51063,Köln,Danzierstr. 146a,221.0,9649040.0,221.0,96490429.0,160180@schule.nrw.de,http://www.johann-bendel-realschule.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,359649.0,5647169.0,,50.959018,7.001508,Realschule,Öffentlich,Köln,Johann-Bendel-Schule Städt. Realschule - Sekundarstufe I -,2219649040.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,7.0,Realschule,,,144,48.0,1,20,123,55,30,78,35,"2024,2023,2022",Unfallatlas,Wiener Platz,310,50.9615279,7.0034439,,Köln-Buchforst,641,50.9535312,7.0043042,,Bahnhof Mülheim,735,50.9573403,7.0116611,,Wiener Platz,351,50.9617408,7.0040488,3,Grünstraße,371,50.9557655,7.0003117,,Bahnhof Mülheim,802,50.9570271,7.0125111,,Danzierstraße,59,50.9592573,7.000757,,Wiener Platz,261,50.9610851,7.0032871,D,Windmühlenstraße,328,50.9577958,6.9972407,,39,78,"1, 151, 152, 153, 159, 171, 2, 3, 4, A, B, C, D",75.0,Mülheim,Köln,149870,1.2,14920.8,50.8,bezirk_estimated,22343,14908.3,255,170.3,1768,1180.0,1474,983.5,477,318.0
160192,10.0,Albert-Schweitzer-Schule,Städtische Realschule,für Jungen und Mädchen,"Köln, RS Albert-Schweitzer-Schule",3.0,51107,Köln,Hardtgenbuscher Kirchweg 100,221.0,98976221.0,221.0,98976235.0,160192@schule.nrw.de,https://asronline.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,362820.0,5643582.0,,50.927544,7.047984,Realschule,Öffentlich,Köln,Albert-Schweitzer-Schule Städtische Realschule für Jungen und Mädchen,22198976221.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,9.0,Realschule,,,24,8.0,0,3,21,5,5,17,187,"2024,2023,2022",Unfallatlas,Köln Frankfurter Straße,1371,50.9154189,7.0515293,,Köln Airport-Businesspark,1937,50.9102443,7.0447205,,Vingst,1946,50.9327863,7.0214882,,Autobahn (Stadtbahn),410,50.9271315,7.053798,,Ostheim,437,50.9291602,7.0423021,,Steinweg,1367,50.9237007,7.0665168,,Servatiusstraße,241,50.9297082,7.0477166,,Saarbrücker Straße,343,50.9251619,7.044884,,Ostheim,419,50.9287379,7.0423062,B,17,26,"A, B, C, D, nur Ausstieg",70.0,Kalk,Köln,121957,1.4,17407.6,50.8,bezirk_estimated,21212,17393.0,242,198.7,1679,1376.7,1399,1147.4,452,371.0
160209,10.0,Käthe-Kollwitz-Schule,Städt. Realschule,für Jungen und Mädchen,"Köln, RS Käthe-Kollwitz-Schule",3.0,51109,Köln,Petersenstr. 7,221.0,222141111.0,221.0,222141122.0,160209@schule.nrw.de,http://www.kaethe-kollwitz-realschule.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,364880.0,5645583.0,,50.946014,7.076537,Realschule,Öffentlich,Köln,Käthe-Kollwitz-Schule Städt. Realschule für Jungen und Mädchen,221222141111.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Realschule,,,30,10.0,0,1,29,18,5,22,97,"2024,2023,2022",Unfallatlas,Köln Frankfurter Straße,3827,50.9154189,7.0515293,,Köln-Dellbrück,3968,50.9814765,7.0702372,,Vingst,4128,50.9327863,7.0214882,,Flehbachstraße,292,50.9478092,7.0734912,,Brück Mauspfad,329,50.9487593,7.0782928,,Merheim,1951,50.9442983,7.0488157,,Olpener Straße,318,50.9456679,7.0810385,,Brück Mauspfad,404,50.9492393,7.0791906,,Am Schildchen,469,50.9455999,7.0698734,,13,27,,70.0,Kalk,Köln,121957,1.4,17407.6,50.8,bezirk_estimated,21212,17393.0,242,198.7,1679,1376.7,1399,1147.4,452,371.0
160210,10.0,Bertha-von-Suttner-Schule,Städt. Realschule,- Sekundarstufe I -,"Köln, RS Bertha-von-Suttner-Schule",3.0,50829,Köln,Kolkrabenweg 65,221.0,22135550.0,221.0,22135552.0,160210@schule.nrw.de,https://suttnerschule-koeln.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,350933.0,5647857.0,,50.963011,6.877206,Realschule,Öffentlich,Köln,Bertha-von-Suttner-Schule Städt. Realschule - Sekundarstufe I -,22122135550.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0,Realschule,,,14,4.7,0,0,14,4,0,9,167,"2024,2023,2022",Unfallatlas,Akazienweg,1185,50.9606948,6.8937278,,Köln-Müngersdorf/Technologiepark,1803,50.9484237,6.888433,,Rochusplatz,1827,50.9572611,6.9016498,,Westfriedhof,499,50.9674253,6.8784654,,Wolffsohnstraße,560,50.965174,6.8844277,,Bocklemünd,764,50.9693293,6.8729366,,Steinkauzweg,118,50.9633295,6.8755916,,Kolkrabenweg,185,50.9642963,6.8788754,,Silbermöwenweg,360,50.9662412,6.8767816,,19,41,C,70.0,Ehrenfeld,Köln,111154,1.3,16164.2,50.8,bezirk_estimated,17952,16150.7,205,184.5,1421,1278.3,1184,1065.4,383,344.5
160222,10.0,Eichendorff-Schule,Städt. Realschule,für Mädchen und Jungen,"Köln, RS Eichendorff-Schule",3.0,50825,Köln,Dechenstr. 1,221.0,9556070.0,221.0,95560730.0,160222@schule.nrw.de,http://www.rseichen-koeln.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,353629.0,5647341.0,,50.959066,6.915778,Realschule,Öffentlich,Köln,Eichendorff-Schule Städt. Realschule für Mädchen und Jungen,2219556070.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Realschule,,,67,22.3,0,7,60,39,6,38,42,"2024,2023,2022",Unfallatlas,Leyendeckerstraße,647,50.9543799,6.9102993,,Köln-Ehrenfeld,843,50.9515024,6.9165293,,Venloer Straße,875,50.9512002,6.9157119,,Lenauplatz,170,50.9588677,6.9181858,,Nußbaumerstraße,594,50.9570905,6.9236578,,Subbelrather Straße/Gürtel,614,50.9548307,6.9214107,,Takustraße,351,50.9570282,6.9119565,,Lessingstraße,365,50.9557999,6.9152077,,Marienstraße,515,50.9583605,6.9085162,,9,62,"1, 141, 142, 143, 2, A, B 59, E, F",65.0,Ehrenfeld,Köln,111154,1.3,16164.2,50.8,bezirk_estimated,17952,16150.7,205,184.5,1421,1278.3,1184,1065.4,383,344.5
160260,10.0,Realschule am Rhein,Städt. Realschule,- Sekundarstufe I -,"Köln, RS am Rhein",3.0,50670,Köln,Gereonswall 57b,221.0,22136030.0,221.0,22136046.0,160260@schule.nrw.de,http://www.rsamrhein.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,355920.0,5645790.0,,50.945704,6.948992,Realschule,Öffentlich,Köln,Realschule am Rhein Städt. Realschule - Sekundarstufe I -,22122136030.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Realschule,,,143,47.7,0,9,134,70,17,68,71,"2024,2023,2022",Unfallatlas,Hansaring,331,50.9484555,6.9507888,,Hansaring Lift Gleis 2,391,50.9487469,6.951787,,Hansaring Lift Gleis 1,398,50.9488558,6.951696,,Hansaring,371,50.948663,6.9514364,2,Christophstraße/Mediapark,458,50.9448411,6.9425984,,Christophstraße / Mediapark,465,50.9447978,6.9425155,,Auf dem Berlich,492,50.9412978,6.9484126,,Unter Sachsenhausen,498,50.9418593,6.9526358,,CityTour Haltestelle 15: EL-DE Haus / Stadtmuseum,519,50.9410387,6.9492656,,20,108,"1, 12, 15, 2, 3, 4, A, B, C, D, E, Ebertplatz, F",75.0,Innenstadt,Köln,126087,2.5,31085.0,50.8,bezirk_estimated,39161,31059.0,447,354.9,3100,2458.3,2583,2048.9,835,662.6
