schulnummer,Schulform,Schulbezeichnung_1,Schulbezeichnung_2,Schulbezeichnung_3,kurzbezeichnung,Bezirksregierung,plz,ort,strasse,Telefonvorwahl,Telefon,Faxvorwahl,Fax,email,website,Rechtsform,Traegernummer,gemeindeschluessel,Schulbetriebsschluessel,Schulbetriebsdatum,EPSG,UTMRechtswert,UTMHochwert,Unnamed: 24,latitude,longitude,schulform_name,traegerschaft,bezirksregierung_name,schulname,telefon,stadt,data_source,data_retrieved,bundesland,sozialindexstufe,school_type,is_cross_grade,cross_grade_note,traffic_accidents_total,traffic_accidents_per_year,traffic_accidents_fatal,traffic_accidents_serious,traffic_accidents_minor,traffic_accidents_bicycle,traffic_accidents_pedestrian,traffic_accidents_school_hours,traffic_nearest_accident_m,traffic_data_years,traffic_data_source,transit_rail_01_name,transit_rail_01_distance_m,transit_rail_01_latitude,transit_rail_01_longitude,transit_rail_01_lines,transit_rail_02_name,transit_rail_02_distance_m,transit_rail_02_latitude,transit_rail_02_longitude,transit_rail_02_lines,transit_rail_03_name,transit_rail_03_distance_m,transit_rail_03_latitude,transit_rail_03_longitude,transit_rail_03_lines,transit_tram_01_name,transit_tram_01_distance_m,transit_tram_01_latitude,transit_tram_01_longitude,transit_tram_01_lines,transit_tram_02_name,transit_tram_02_distance_m,transit_tram_02_latitude,transit_tram_02_longitude,transit_tram_02_lines,transit_tram_03_name,transit_tram_03_distance_m,transit_tram_03_latitude,transit_tram_03_longitude,transit_tram_03_lines,transit_bus_01_name,transit_bus_01_distance_m,transit_bus_01_latitude,transit_bus_01_longitude,transit_bus_01_lines,transit_bus_02_name,transit_bus_02_distance_m,transit_bus_02_latitude,transit_bus_02_longitude,transit_bus_02_lines,transit_bus_03_name,transit_bus_03_distance_m,transit_bus_03_latitude,transit_bus_03_longitude,transit_bus_03_lines,transit_stops_500m,transit_stop_count_1000m,transit_all_lines_1000m,transit_accessibility_score
111880,2.0,Städt. Kath. Grundschule,Zugweg,,"Köln, KG Zugweg",3.0,50677,Köln,Zugweg 42-44,221.0,35501340.0,221.0,355013430.0,111880@schule.nrw.de,http://www.kgszugweg.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,356419.0,5642717.0,,50.918212,6.957301,Grundschule,Öffentlich,Köln,Städt. Kath. Grundschule Zugweg,22135501340.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,8.0,Grundschule,,,127,42.3,0,7,120,84,23,73,70,"2024,2023,2022",Unfallatlas,Bonner Wall,310,50.9165522,6.9608588,,Chlodwigplatz,329,50.92073,6.9597656,,Kartäuserhof,708,50.9245313,6.9585575,,Bonner Wall,346,50.9161701,6.9610218,,Chlodwigplatz,377,50.9213293,6.9594325,A,Ubierring,722,50.9218348,6.9658553,,Zugweg,160,50.9168734,6.9564685,,Bonner Wall,271,50.9170393,6.9606959,,Chlodwigplatz,305,50.9204651,6.9597721,A,36,82,"A, B, C, E",75.0
111909,2.0,Städt. Gem. Grundschule,Balthasarstr.,,"Köln, GG Balthasarstr.",3.0,50670,Köln,Balthasarstr. 87,221.0,35589740.0,221.0,355897418.0,111909@schule.nrw.de,http://www.ggsbalthasar.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,356732.0,5646575.0,,50.952962,6.960234,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Balthasarstr.,22135589740.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,1.0,Grundschule,,,90,30.0,1,17,72,52,18,53,97,"2024,2023,2022",Unfallatlas,Riehler Straße/ Th.-Heuss-Ring,200,50.9511944,6.9596894,Ebertplatz,Riehler Straße,223,50.9511271,6.9589405,Ebertplatz,Aufzug Gleis 1+2,245,50.9508303,6.9593602,Ebertplatz,Ebertplatz,254,50.9508104,6.959017,,Reichenspergerplatz,357,50.9542947,6.9648739,,Lohsestraße,672,50.9581367,6.9552899,,CityTour Haltestelle 12: Ebertplatz,220,50.9509814,6.9602023,,Ebertplatz/Riehler Straße,259,50.9507098,6.9592776,,Reichenspergerplatz,262,50.9542022,6.9634102,,28,72,"1, 12, 15, 2, 3, 312, 313, Ebertplatz",75.0
111910,2.0,Städt. Gem. Grundschule,Ernstbergstr.,,"Köln, GG Ernstbergstr.",3.0,50765,Köln,Ernstbergstr. 2,221.0,2228800.0,221.0,22288024.0,111910@schule.nrw.de,http://www.ggs-ernstbergstrasse.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,351590.0,5656412.0,,51.040059,6.883058,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Ernstbergstr.,2212228800.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,7.0,Grundschule,,,5,1.7,0,0,5,1,0,2,197,"2024,2023,2022",Unfallatlas,Köln-Blumenberg,305,51.0374034,6.8819761,,"U-Bahn (51.0290, 6.8917)",1375,51.02896,6.8917343,,Köln-Chorweiler Nord,1503,51.0280319,6.8928561,,Chorweiler,2367,51.021006,6.8981612,,Heimersdorf,3532,51.011997,6.9067136,,Merkenich,4741,51.0280717,6.9481232,,Kallbergstraße,17,51.0402057,6.8831155,,Blumenberg S-Bahn,259,51.0377856,6.8838908,,Vogelsbergstraße,660,51.035242,6.888581,,7,15,,75.0
111922,2.0,Städt. Gem. Grundschule,Bachemer Str.,,"Köln, GG Bachemer Str.",3.0,50931,Köln,Bachemer Str. 69,221.0,22251910.0,221.0,222519191.0,111922@schule.nrw.de,https://www.ggsbachemer.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,353740.0,5643983.0,,50.928917,6.918706,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Bachemer Str.,22122251910.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,,86,28.7,0,11,75,61,14,56,48,"2024,2023,2022",Unfallatlas,Köln Süd,1309,50.9276006,6.9372707,1,Rudolfplatz,1612,50.9359508,6.9388235,,Köln West,1881,50.9430271,6.9335077,,Dürener Straße/Gürtel,707,50.9284084,6.9086543,,Gleueler Straße/Gürtel,710,50.9241855,6.9119106,,Uniklinik Köln,758,50.9224996,6.9223511,,Geibelstraße,81,50.9281866,6.9186361,,Karl-Schwering-Platz,258,50.9307646,6.9164789,,Leiblplatz,280,50.92675,6.9166607,,20,67,"A, B, C, D",60.0
111934,2.0,Städt. Kath. Grundschule,Berrenrather Str.,,"Köln, KG Berrenrather Straße",3.0,50937,Köln,Berrenrather Str. 179,221.0,99225940.0,221.0,992259420.0,111934@schule.nrw.de,http://www.kgsberrenratherstrasse.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,354315.0,5642954.0,,50.919815,6.927294,Grundschule,Öffentlich,Köln,Städt. Kath. Grundschule Berrenrather Str.,22199225940.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,,177,59.0,0,23,154,110,30,115,11,"2024,2023,2022",Unfallatlas,Köln Süd,1113,50.9276006,6.9372707,1,Rudolfplatz,1968,50.9359508,6.9388235,,Poststraße,2030,50.9310045,6.9501731,,Arnulfstraße,262,50.9182942,6.9301424,,Weyertal,452,50.9238287,6.9263072,,Uniklinik Köln,457,50.9224996,6.9223511,,Konradstraße,26,50.920026,6.9274499,,Enrique-Schmidt-Cuadra-Weg,356,50.9224209,6.9302342,,Gerolsteiner Straße,379,50.9171976,6.9238306,,31,78,"A, B",70.0
111946,2.0,Sankt-Nikolaus-Schule,Städt. Gemeinschaftsgrundschule,- Primarstufe -,"Köln, GG Sankt-Nikolaus-Schule",3.0,50969,Köln,Bernkasteler Str. 9,221.0,35501560.0,221.0,355015610.0,111946@schule.nrw.de,http://www.sanktnikolausschule-koeln.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,355090.0,5641611.0,,50.907941,6.938846,Grundschule,Öffentlich,Köln,Sankt-Nikolaus-Schule Städt. Gemeinschaftsgrundschule - Primarstufe -,22135501560.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0,Grundschule,,,89,29.7,0,12,77,52,10,50,162,"2024,2023,2022",Unfallatlas,Bonner Wall,1777,50.9156331,6.9610641,,Chlodwigplatz,2035,50.9209617,6.959247,,Köln Süd,2189,50.9276006,6.9372707,1,Gottesweg,301,50.9101135,6.9414002,,Zollstockgürtel,346,50.9055476,6.9420089,,Herthastraße,574,50.9129648,6.940726,,Bernkasteler Straße,196,50.9067588,6.9367792,,Brüggener Straße,301,50.9052431,6.9391633,,Gottesweg,361,50.9108889,6.9409972,,24,70,"916, A, B",70.0
111958,2.0,Nikolaus-Groß-Schule,Kath. Grundschule,- Primarstufe -,"Köln, KG Nikolaus-Groß-Schule",3.0,50670,Köln,Bernhard-Letterhaus-Str. 17,221.0,35589750.0,221.0,355897528.0,111958@schule.nrw.de,http://www.nikolaus-gross-schule.koeln,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,356169.0,5646835.0,,50.955158,6.952121,Grundschule,Öffentlich,Köln,Nikolaus-Groß-Schule Kath. Grundschule - Primarstufe -,22135589750.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Grundschule,,,133,44.3,1,16,116,78,12,79,66,"2024,2023,2022",Unfallatlas,Lohsestraße,324,50.957206,6.9554095,,Ebertplatz/ Riehler Straße,638,50.9509982,6.9584002,Ebertplatz,Ebertplatz/ Busstation,643,50.9509001,6.9583412,Ebertplatz,Lohsestraße,396,50.9581286,6.9552458,,Ebertplatz,683,50.9508104,6.959017,,Hansaring,719,50.9487089,6.9513881,1,Krefelder Wall,146,50.9543468,6.950473,,Warteplatz (Linie 142),178,50.9557855,6.949782,,Merheimer Platz,336,50.9578746,6.9500253,312,17,80,"1, 12, 15, 2, 312, 313, Ebertplatz",75.0
111971,2.0,St. Martin-Schule,Städt. Kath. Grundschule,- Primarstufe -,"Köln, KG St. Martin-Schule",3.0,50769,Köln,Balsaminenweg 52,221.0,71663410.0,221.0,716634122.0,111971@schule.nrw.de,http://www.st-martin-schule-koeln.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,353720.0,5653862.0,,51.01769,6.914448,Grundschule,Öffentlich,Köln,St. Martin-Schule Städt. Kath. Grundschule - Primarstufe -,22171663410.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Grundschule,,,14,4.7,1,0,13,5,3,10,213,"2024,2023,2022",Unfallatlas,Heimersdorf,833,51.0119474,6.9067943,,Köln-Chorweiler,1212,51.021167,6.8980335,,Chorweiler,1216,51.0203848,6.8976044,,Heimersdorf,829,51.0120084,6.9067649,,Chorweiler,1195,51.020301,6.8978705,,Longericher Straße,2407,50.9960458,6.9149423,,Seeberg,255,51.018457,6.917878,,Am Hetzepetsch,382,51.0144213,6.912778,,Heimersdorf,733,51.0125096,6.9079617,,6,23,,65.0
111983,2.0,Berthold-Otto-Schule,Städt. Gemeinschaftsgrundschule,Primarstufe,"Köln, GG Berthold-Otto-Schule",3.0,51067,Köln,Buschfeldstr. 46,221.0,93889970.0,221.0,938899720.0,111983@schule.nrw.de,http://www.buschfeld-koeln.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,362387.0,5648409.0,,50.970822,7.040002,Grundschule,Öffentlich,Köln,Berthold-Otto-Schule Städt. Gemeinschaftsgrundschule Primarstufe,22193889970.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,8.0,Grundschule,,,58,19.3,0,7,51,19,14,45,108,"2024,2023,2022",Unfallatlas,Köln-Holweide,606,50.9762247,7.0411142,,Köln-Mülheim,2329,50.9581466,7.0135261,,Köln-Dellbrück,2426,50.9814765,7.0702372,,Vischeringstraße,447,50.9668503,7.0389928,,Maria-Himmelfahrt-Straße,447,50.9678437,7.044295,,Neufelder Straße/Krankenhaus Holweide,1063,50.9694045,7.0550172,,Buschfeldstraße,55,50.9710809,7.0393256,,Schulbus,132,50.9696649,7.0404358,,Vischeringstraße,452,50.966757,7.0397806,,12,44,,65.0
111995,2.0,Astrid-Lindgren-Schule,Städt. Gem. Grundschule,,"Köln, GG Astrid-Lindgren",3.0,50825,Köln,Borsigstr. 13,221.0,25081640.0,221.0,250816428.0,111995@schule.nrw.de,http://www.astrid-lindgren-schule-koeln.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,352988.0,5647133.0,,50.957033,6.906742,Grundschule,Öffentlich,Köln,Astrid-Lindgren-Schule Städt. Gem. Grundschule,22125081640.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Grundschule,,,116,38.7,0,14,102,72,14,62,114,"2024,2023,2022",Unfallatlas,Rochusplatz,214,50.9565643,6.9037754,,Leyendeckerstraße,242,50.9550144,6.9080399,,Venloer Straße,903,50.9512002,6.9157119,,Rochusplatz,280,50.9568851,6.9027471,2,Leyendeckerstraße,312,50.9547168,6.909252,,Lenauplatz,827,50.9588677,6.9181858,,Marienstraße,186,50.9583421,6.9083887,,Borsigstraße,209,50.958619,6.9051492,,Rochusplatz,258,50.9562324,6.9032842,E,32,77,"1, 141, 142, 143, 2, 755, A, B, B 59, E, F",75.0
112008,2.0,Städt. Gem. Grundschule,Steinbergerstr.,,"Köln, GG Steinbergerstr.",3.0,50733,Köln,Steinbergerstr. 40,221.0,33751640.0,221.0,337516420.0,112008@schule.nrw.de,https://www.ggsssteinbergerstrasse.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,356086.0,5647557.0,,50.961626,6.950655,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Steinbergerstr.,22133751640.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,,92,30.7,0,15,77,59,21,55,80,"2024,2023,2022",Unfallatlas,Florastraße,326,50.9637904,6.9537908,,Lohsestraße,421,50.9588406,6.9547229,,Köln-Nippes,687,50.9589937,6.9417766,,Florastraße,384,50.9644974,6.9536917,"12, 15",Lohsestraße,505,50.9581286,6.9552458,,Geldernstraße/Parkgürtel,1031,50.9683999,6.940602,,Wilhelmstraße,122,50.9627073,6.9503406,,Zonser Straße,214,50.959729,6.9501319,,Cranachstraße,244,50.961179,6.9540629,,32,66,"12, 147, 15, 186, 312, 313",75.0
112010,2.0,Städt. Gem. Grundschule,Freiligrathstr.,,"Köln, GG Freiligrathstr.",3.0,50935,Köln,Freiligrathstr. 60,221.0,337300823.0,221.0,337300825.0,112010@schule.nrw.de,https://www.ggs-freiligrathstr.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,352580.0,5643309.0,,50.922564,6.902484,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Freiligrathstr.,221337300823.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,1.0,Grundschule,,,45,15.0,0,6,39,26,3,28,75,"2024,2023,2022",Unfallatlas,Köln Süd,2502,50.9276006,6.9372707,1,Rudolfplatz,2950,50.9359508,6.9388235,,Köln-Müngersdorf/Technologiepark,3039,50.9484237,6.888433,,Brahmsstraße,469,50.9261159,6.8988623,,Mommsenstraße,664,50.9191118,6.9102157,9,Gleueler Straße/Gürtel,682,50.9241764,6.9118669,,Krieler Straße,337,50.9213494,6.9068898,,Freiligrathstraße,350,50.9197294,6.9046432,,Koppensteinstraße,404,50.9189454,6.9029371,,25,55,9,70.0
112021,2.0,Städt. Gem. Grundschule,Erlenweg,,"Köln, GG Erlenweg",3.0,50827,Köln,Erlenweg 16,221.0,35533950.0,221.0,355339540.0,112021@schule.nrw.de,http://www.ggs-erlenweg.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,352106.0,5648016.0,,50.964743,6.893833,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Erlenweg,22135533950.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,7.0,Grundschule,,,30,10.0,0,4,26,16,4,19,92,"2024,2023,2022",Unfallatlas,Akazienweg,437,50.9608093,6.8938854,,Rochusplatz,996,50.9572611,6.9016498,,Leyendeckerstraße,1470,50.9550144,6.9080399,,Akazienweg,455,50.9606526,6.894114,,Wolffsohnstraße,656,50.9652314,6.8844953,,Margaretastraße,913,50.9685651,6.9053756,,Emilstraße,338,50.9664235,6.897862,,Erlenweg,411,50.9682525,6.8956524,,Feltenstraße,490,50.9630404,6.9002852,,10,28,,75.0
112033,2.0,Städt. Gem. Grundschule,Diesterwegstr.,,"Köln, GG Diesterwegstr.",3.0,51109,Köln,Diesterwegstr. 69,221.0,35650670.0,221.0,356506755.0,112033@schule.nrw.de,http://ggs-brueck.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,364866.0,5645759.0,,50.947592,7.076272,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Diesterwegstr.,22135650670.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Grundschule,,,33,11.0,0,2,31,16,5,21,241,"2024,2023,2022",Unfallatlas,Köln-Dellbrück,3791,50.9814765,7.0702372,,Köln Frankfurter Straße,3976,50.9154189,7.0515293,,Köln-Holweide,4025,50.9762247,7.0411142,,Brück Mauspfad,178,50.9488759,7.0778,,Flehbachstraße,196,50.9478092,7.0734912,,Merheim,1958,50.9442983,7.0488157,,Brück Mauspfad,275,50.9492393,7.0791906,,Olpener Straße,397,50.9456679,7.0810385,,Am Schildchen,500,50.9455999,7.0698734,,11,20,,70.0
112045,2.0,Maria-Sybilla-Merian-Schule,Städt. Gem. Grundschule,,"Köln, GG Maria-Sybilla-Merian-Schule",3.0,50968,Köln,Cäsarstr. 21,221.0,222101422.0,221.0,222101429.0,112045@schule.nrw.de,http://www.ggs-caesarstrasse.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,357046.0,5641497.0,,50.907404,6.966693,Grundschule,Öffentlich,Köln,Maria-Sybilla-Merian-Schule Städt. Gem. Grundschule,221222101422.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,,70,23.3,0,10,60,35,10,50,141,"2024,2023,2022",Unfallatlas,Bonner Wall,985,50.9155932,6.9613432,,Chlodwigplatz,1559,50.92073,6.9597656,,Kartäuserhof,1987,50.9245332,6.9586306,,Marktstraße,587,50.9119225,6.9623763,,Bayenthalgürtel,761,50.907122,6.9775429,,Schönhauser Straße,853,50.9143435,6.9718677,,Cäsarstraße,213,50.9068927,6.96377,,Tacitusstraße,299,50.9092888,6.9697261,,Mannsfeld,363,50.909675,6.9629699,,34,77,130,65.0
112057,2.0,Städt. Kath. Grundschule,Baadenberger Str.,,"Köln, KG Baadenberger Str.",3.0,50825,Köln,Baadenberger Str. 111,221.0,9556970.0,221.0,95569740.0,112057@schule.nrw.de,http://kgs-baadenbergerstrasse.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,353849.0,5647926.0,,50.964379,6.918674,Grundschule,Öffentlich,Köln,Städt. Kath. Grundschule Baadenberger Str.,2219556970.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,,55,18.3,1,13,41,23,4,28,48,"2024,2023,2022",Unfallatlas,Leyendeckerstraße,1257,50.9543799,6.9102993,,Rochusplatz,1358,50.9565643,6.9037754,,Köln-Ehrenfeld,1440,50.9515024,6.9165293,,Iltisstraße,426,50.9647945,6.9126285,,Lenauplatz,610,50.9588958,6.9182737,,Nußbaumerstraße,882,50.9570905,6.9236578,,Iltisstraße,456,50.9656589,6.9124815,,Butzweilerstraße,518,50.9688218,6.9164477,,Alzeyer Straße,825,50.9696656,6.9269382,,4,30,,60.0
112082,2.0,Städt. Kath. Grundschule,Andreas-Hermes-Str.,,"Köln, KG Andreas-Hermes-Str.",3.0,51109,Köln,Andreas-Hermes-Str. 2-4,221.0,35650640.0,221.0,356506455.0,112082@schule.nrw.de,http://www.kgs-andreas-hermes-strasse.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,363810.0,5644693.0,,50.937763,7.061647,Grundschule,Öffentlich,Köln,Städt. Kath. Grundschule Andreas-Hermes-Str.,22135650640.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,7.0,Grundschule,,,9,3.0,0,1,8,4,1,6,199,"2024,2023,2022",Unfallatlas,Köln Frankfurter Straße,2584,50.9154189,7.0515293,,Vingst,2868,50.9327863,7.0214882,,Köln Airport-Businesspark,3282,50.9102443,7.0447205,,Merheim,1156,50.9442983,7.0488157,,Autobahn (Stadtbahn),1300,50.927164,7.0538259,,Flehbachstraße,1358,50.9477277,7.0728619,,Europaring,139,50.9390107,7.0615442,,Straßburger Platz,278,50.9360609,7.0587413,,Wiehler Straße,573,50.9426593,7.0642178,,4,28,,40.0
112094,2.0,Städt. Kath. Grundschule,An den Kaulen,,"Köln, KG An den Kaulen",3.0,50769,Köln,An den Kaulen 62-64,221.0,35582140.0,221.0,35582143.0,112094@schule.nrw.de,http://www.kgsworringen.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,349902.0,5659586.0,,51.068143,6.857682,Grundschule,Öffentlich,Köln,Städt. Kath. Grundschule An den Kaulen,22135582140.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,,19,6.3,0,4,15,8,6,14,39,"2024,2023,2022",Unfallatlas,Dormagen Chempark,1641,51.0765879,6.8384202,,Köln-Worringen,1819,51.052166,6.8520763,,Köln-Blumenberg,3817,51.0374034,6.8819761,,Chorweiler,5957,51.021006,6.8981612,,Heimersdorf,7122,51.011997,6.9067136,,Merkenich,7735,51.0280717,6.9481232,,Dornstraße,20,51.068117,6.8573939,,Worringen Hafen,273,51.0692798,6.8611463,,An den Kaulen,358,51.0649248,6.8574038,,17,42,,50.0
112100,2.0,Städt. Gem. Grundschule,Annastraße,,"Köln, GG Annastraße",3.0,50968,Köln,Annastr. 63,221.0,28556980.0,221.0,285569840.0,112100@schule.nrw.de,http://www.ggs-annastrasse-koeln.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,356525.0,5641203.0,,50.904632,6.959403,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Annastraße,22128556980.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Grundschule,,,67,22.3,0,8,59,28,6,50,90,"2024,2023,2022",Unfallatlas,Bonner Wall,1226,50.9155932,6.9613432,,Chlodwigplatz,1790,50.92073,6.9597656,,Kartäuserhof,2213,50.9245313,6.9585575,,Marktstraße,832,50.9118987,6.9622209,,Zollstock Südfriedhof,1125,50.9009366,6.9444717,,Zollstockgürtel,1217,50.9055613,6.942113,,Brühler Straße/Gürtel,124,50.9047057,6.9576405,,Rheinsteinstraße,275,50.9070983,6.9596916,,Cäsarstraße,338,50.9057623,6.963876,,23,73,130,60.0
112112,2.0,Städt. Gem. Grundschule,Antwerpener Str.,,"Köln, GG Antwerpener Str.",3.0,50672,Köln,Kreutzerstr. 16,221.0,35584910.0,,,112112@schule.nrw.de,http://www.grundschule-antwerpener.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,354452.0,5645589.0,,50.943529,6.92819,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Antwerpener Str.,22135584910.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Grundschule,,,156,52.0,0,27,129,95,13,94,61,"2024,2023,2022",Unfallatlas,Piusstraße,286,50.9457941,6.9262708,,Hans-Böckler-Platz/Bf West,300,50.9436444,6.932466,,Köln West,377,50.9430271,6.9335077,,Piusstraße,312,50.9459304,6.9258803,,Hans-Böckler-Platz/Bf West,362,50.9433311,6.9333536,1,Gutenbergstraße,762,50.9503804,6.9282445,,Albrecht-Dürer-Platz,245,50.941378,6.9289647,142,Hans-Böckler-Platz/Bf West,307,50.9428501,6.9324429,B,Innere Kanalstraße,456,50.94069,6.92349,,18,58,"1, 142, 2, 3, 4, A, B, C, D",75.0
112124,2.0,Städt. Gem. Grundschule,An St. Theresia,,"Köln, GG An St. Theresia",3.0,51067,Köln,An St. Theresia 1,221.0,222100210.0,221.0,222100211.0,112124@schule.nrw.de,http://www.ggstheresia-koeln.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,361238.0,5647677.0,,50.963968,7.023926,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule An St. Theresia,221222100210.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,9.0,Grundschule,,,41,13.7,0,6,35,19,3,21,138,"2024,2023,2022",Unfallatlas,Köln-Mülheim,974,50.9581466,7.0135261,,Bahnhof Mülheim,1132,50.9573403,7.0116611,,Wiener Platz,1322,50.9614539,7.0054713,,Wichheimer Straße,577,50.9612036,7.0308944,,Buchheim Herler Straße,673,50.957954,7.0250496,3,Vischeringstraße,1004,50.9662294,7.0378102,,Mülheimer Ring,152,50.9649109,7.0223582,,Gronauer Straße,225,50.9656113,7.025807,,Gauweg,277,50.9625875,7.0272196,,17,37,"1, 2, 3",65.0
112136,2.0,Städt. Kath. Grundschule,Am Portzenacker,- Primarstufe -,"Köln, KG Am Portzenacker",3.0,51069,Köln,Am Portzenacker 1b,221.0,82337510.0,221.0,823375113.0,112136@schule.nrw.de,http://www.kgs-am-portzenacker-koeln.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,361701.0,5651801.0,,51.001142,7.028946,Grundschule,Öffentlich,Köln,Städt. Kath. Grundschule Am Portzenacker - Primarstufe -,22182337510.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0,Grundschule,,,20,6.7,1,4,15,4,1,12,170,"2024,2023,2022",Unfallatlas,Köln-Stammheim,2260,50.990038,7.001891,,Leverkusen Chempark,2535,51.0114001,6.9965901,,Köln-Holweide,2899,50.9762247,7.0411142,,Leuchterstraße,788,50.9967882,7.037826,1,Odenthaler Straße,910,51.0009933,7.0419446,,Am Emberg,1304,50.9894428,7.0302835,,Hildegundweg,37,51.0012998,7.0294161,,Klosterhof,286,50.9998279,7.0324513,,Am Portzenacker,337,51.004132,7.0297555,,21,50,"1, 2, 260, A, B, C, D, E, F",60.0
112148,2.0,Janusz-Korczak-Schule,Städt. Kath. Grundschule,- Primarstufe -,"Köln, KG Janusz-Korczak",3.0,51105,Köln,Am Altenberger Kreuz 14,221.0,93830040.0,221.0,88827419.0,112148@schule.nrw.de,http://www.kgs-janusz-korczak.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,358682.0,5642735.0,,50.918933,6.989468,Grundschule,Öffentlich,Köln,Janusz-Korczak-Schule Städt. Kath. Grundschule - Primarstufe -,22193830040.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0,Grundschule,,,42,14.0,0,9,33,24,8,21,93,"2024,2023,2022",Unfallatlas,Köln Trimbornstraße,1954,50.9358771,6.9968705,,Deutz Technische Hochschule,1961,50.9364265,6.9858967,,Bonner Wall,1995,50.9164696,6.9612835,,Raiffeisenstraße,264,50.9199469,6.9860676,,Poll Salmstraße,400,50.9160031,6.9927701,,Baumschulenweg,839,50.9149954,6.9996708,,Poll Salmstr.,450,50.9167275,6.9948562,159,Siegburger Straße,454,50.9153833,6.9926706,159,Poll Salmstraße,460,50.9166635,6.9949528,,11,47,159,70.0
