schulnummer,schulname,school_type,schulkategorie,schulform_raw,klassenstufe,strasse,plz,ort,stadt,bundesland,ortsteil,latitude,longitude,telefon,fax,email,website,traegerschaft,traeger_name,form_der_privatschule,schulleitung,stv_schulleitung,schueler_gesamt,klassenzahl,unterrichtszeit,unterrichtszeit_erlaeuterung,profile,sonstige_profile,foerderschwerpunkt,unterrichtssprache,fruehe_fremdsprache,erste_fremdsprache,zweite_fremdsprache,dritte_fremdsprache,sprachen,art_des_angebots,ganztagsform,besonderheiten,besonderheiten_erlaeuterung,auszeichnungen,foerderverein,schulbibliothek,namensgebung,berufsbereiche,ausbildungsberufe,schulform_bemerkung,ndh_count,sw_portal_url,sw_portal_slug,data_source,data_retrieved
4403,Josephine-Baker-Gesamtschule,Integrierte Gesamtschule (IGS),weiterfuehrende-allgemeinbildende-schulen,"Integrierte Gesamtschule (IGS), Weiterführende allgemeinbildende Schule",5-6,Gräfin-Dönhoff-Straße 11,60486,Frankfurt am Main,Frankfurt am Main,Hessen,Kalbach-Riedberg,50.1801612,8.637293,+49 69 212 75644,+49 69 212 45999,poststelle@josephine-baker-schule.frankfurt.schulverwaltung.hessen.de,http://www.igs-kalbach-riedberg.de/,Stadt Frankfurt am Main,,,Fr. Dr. Gölitzer,,640.0,24.0,08:20 bis 16:00 Uhr,,Schwerpunkt Sprache und Kommunikation,,,,,Englisch,"Französisch, Spanisch, Weitere Sprachangebote, Latein",,"Englisch, Französisch, Spanisch, Weitere Sprachangebote, Latein",,Schule mit Ganztagsangeboten - Profil 3,"AGs am Nachmittag, Ganztagsangebote, Jugendhilfeangebot",,,Förderverein der IGS Kalbach-Riedberg e.V. Ansprechpartner/in: Vorsitzende des Fördervereins: Frau Cornelia Kinzler,Von der Stadtbücherei aufgebaut und organisiert.,,,,,23.0,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/josephine-baker-gesamtschule,josephine-baker-gesamtschule,Frankfurt Schulwegweiser,2026-04-06
4419,Karl Popper Schule,Gymnasium,weiterfuehrende-allgemeinbildende-schulen,"Gymnasium, Weiterführende allgemeinbildende Schule",5. - 10. Klasse,,0None,Frankfurt am Main,Frankfurt am Main,Hessen,Niederrad,50.0788933,8.6234083,,,,,Private Träger,RheinMain Bildung Gmbh,,Marion Boos,Christina Schlimm,150.0,,9:00-14:40 Uhr bzw. 16:20 Uhr (3 oder 4 Unterrichtsblöcke),,,,,,,Englisch,"Französisch, Spanisch",,"Englisch, Französisch, Spanisch",,Schule mit Frühbetreuung,"AGs, Ganztagsangebote, Mittagessen",,Jugend forscht Schulpreis,,,Sir Karl Popper,,,G 9 - Sekundarstufe 1,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/karl-popper-schule,karl-popper-schule,Frankfurt Schulwegweiser,2026-04-06
4400,KGS Niederrad,Kooperative Gesamtschule (KGS),weiterfuehrende-allgemeinbildende-schulen,"Kooperative Gesamtschule (KGS), Gymnasiale Oberstufe, Weiterführende allgemeinbildende Schule",,Mainfeldstraße 45,60528,Frankfurt am Main,Frankfurt am Main,Hessen,Niederrad,50.0907847,8.6428356,+49 69 212 44744,+49 69 212 42944,Poststelle.KGS-Niederrad@stadt-frankfurt.de,http://kgs-niederrad.de/,Stadt Frankfurt am Main,,,Eva Seifert,,1050.0,,08:30 bis 15:00 Uhr,,,,,Deutsch,,Englisch,"Französisch, Spanisch, Latein, Italienisch","Italienisch, Russisch, Türkisch, Erläuterungen des Sprachangebots","Englisch, Französisch, Spanisch, Latein, Italienisch, Italienisch, Russisch, Türkisch, Erläuterungen des Sprachangebots",,Schule mit Ganztagsangeboten - Profil 3,"Ganztagsangebote, Jugendhilfeangebot, Mittagessen",,,,Von der Stadtbücherei aufgebaut und organisiert.,,,,,31.0,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/kgs-niederrad,kgs-niederrad,Frankfurt Schulwegweiser,2026-04-06
3161,Klingerschule,Berufsschule,weiterfuehrende-allgemeinbildende-schulen,"Berufsschule, Berufliches Gymnasium, Berufsfachschule zum Übergang in Ausbildung – BÜA, Zweijährige Höhere Berufsfachschule",,Hermesweg 10,60316,Frankfurt am Main,Frankfurt am Main,Hessen,Nordend,50.1289,8.71214,+49 69 212 33749,+49 69 212 35838,poststelle.klingerschule@stadt-frankfurt.de,https://www.klingerschule.com/,Stadt Frankfurt am Main,,,Annette Grawenhoff,,1000.0,49.0,08:00 bis 16:45 Uhr,,,,,Deutsch,,Englisch,"Französisch, Spanisch",,"Englisch, Französisch, Spanisch",,,"Gewaltprävention, Mittagessen",,,"""Förderverein der Klingerschule Frankfurt am Main e.V."", Ansprechpartner/in: Herr Schäfer",Schüleraustausch,Friedrich-Maximilian Klinger (1752 - 1831).,"Gesundheit, Wirtschaft, Erziehungswissenschaft","Kaufmann/Kauffrau für Versicherung und Finanzen, Kaufmann/Kauffrau für Gesundheitswesen, Erläuterungen zu den Schulformen",,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/klingerschule,klingerschule,Frankfurt Schulwegweiser,2026-04-06
3179,Konrad-Haenisch-Schule,Grundschule,weiterfuehrende-allgemeinbildende-schulen,"Grundschule, Haupt- und Realschule, Weiterführende allgemeinbildende Schule",1-10,Lauterbacher Straße 2,60386,Frankfurt am Main,Frankfurt am Main,Hessen,Fechenheim,50.1346,8.75218,+49 69 212 45397,+49 69 212 45415,poststelle.konrad-haenisch-schule@stadt-frankfurt.de,http://www.konrad-haenisch-schule.com,Stadt Frankfurt am Main,,,Shahrooz Mahdavi,Holger Schmitt,590.0,29.0,"siehe ""Erläuterung zu der Unterichtszeit""",,Schwerpunkt Sport,,,Bilingual Deutsch/Englisch,Englisch,Englisch,"Französisch, Herkunftssprachlicher Unterricht, Arabisch, Türkisch, Bilingual, Englisch",,"Englisch, Englisch, Französisch, Herkunftssprachlicher Unterricht, Arabisch, Türkisch, Bilingual, Englisch",Ganztagsangebote,Schule mit Erweiterter Schulischer Betreuung,"AGs am Nachmittag, Angebote zur beruflichen Orientierung, Besondere Leseförderung, Förderung der Deutschkenntnisse, Ganztagsangebote, Gewaltprävention, Jugendhilfeangebot, Mittagessen, Kooperationspartner, Pausenverkauf",,"""Gütesiegel Berufsorientierung OloV""","""Konny"" Freunde und Förderverein der Konrad-Haenisch-Schule, Ansprechpartner/in: Frau Khederzadeh",Schülerzeitung,"Konrad Haenisch (1876 – 1925), Politiker, Reformer, mitverantwortlich für die Einberufung der Reichsschulkonferenz 1920",,,,31.0,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/konrad-haenisch-schule,konrad-haenisch-schule,Frankfurt Schulwegweiser,2026-04-06
5114,Leibnizschule,Gymnasium,weiterfuehrende-allgemeinbildende-schulen,"Gymnasium, Weiterführende allgemeinbildende Schule",5-9,Gebeschusstraße 24,65929,Frankfurt am Main,Frankfurt am Main,Hessen,Höchst,50.1051,8.54184,+49 69 212 45505,+49 69 212 45779,poststelle.leibnizschule@stadt-frankfurt.de,http://www.leibnizschule-ffm.de,Stadt Frankfurt am Main,,,Benjamin Metz,Thilo Buchmaier,820.0,29.0,07:55 bis 16:20 Uhr,,"Prädikat ""Schule mit besonderer musikalischer Förderung"", Schwerpunkt Kunst, Schwerpunkt Mathematik, Schwerpunkt Musik, Schwerpunkt Naturwissenschaften, Schwerpunkt Neue Technologien, Schwerpunkt Sport, Schwerpunkt Sprachen",,,Deutsch,,Englisch,"Französisch, Latein","Latein, Spanisch","Englisch, Französisch, Latein, Latein, Spanisch",Ganztagsangebote,Schule mit Ganztagsangeboten - Profil 1,"AGs am Nachmittag, Angebote zur beruflichen Orientierung, Besondere Leseförderung, Förderung der Deutschkenntnisse, Ganztägig arbeitende Schule, Ganztagsangebote, Gewaltprävention, Hausaufgabenhilfe/-betreuung, Kooperationspartner, Mittagessen, Schülerzeitung",,"""Schule mit besonderer musikalischer Förderung""","""Verein zur Förderung der Leibnizschule in Frankfurt-Höchst e.V."", Ansprechpartner/in: Frau Begic, Herr Lyazami, Frau Watson",,"Gottfried Wilhelm von Leibniz (1649-1716), Philosoph, Mathematiker, Naturwissenschaftler",,,,18.0,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/leibnizschule,leibnizschule,Frankfurt Schulwegweiser,2026-04-06
5111,Lessing-Gymnasium,Gymnasium,weiterfuehrende-allgemeinbildende-schulen,"Gymnasium, Weiterführende allgemeinbildende Schule",5-12,Fürstenbergerstraße 166,60322,Frankfurt am Main,Frankfurt am Main,Hessen,Westend,50.1249,8.67222,+49 69 212 35136,+49 69 212 40568,poststelle.lessinggymnasium@stadt-frankfurt.de,http://www.lessing-frankfurt.de,Stadt Frankfurt am Main,,,Herr Andreas Henkel,Frau Kathy Ludwig,837.0,25.0,"siehe ""Erläuterung zu der Unterrichtszeit""",,"Prädikat ""Schule mit besonderer musikalischer Förderung"", Schwerpunkt Musik, Schwerpunkt Kunst, Schwerpunkt Sprachen",,,Deutsch,,Latein,Englisch,"Französisch, Griechisch","Latein, Englisch, Französisch, Griechisch",Ganztagsangebote,Schule mit Ganztagsangeboten - Profil 2,"AGs am Nachmittag, Ganztagsangebote, Gewaltprävention, Hausaufgabenhilfe/-betreuung, Mittagessen, Pausenverkauf, Schüleraustausch",,"""Schwerpunkt Musik""",,,"Gotthold Ephraim Lessing (1729-1781), Dichter",,,Anzahl der Kurse in der Oberstufe: 101,11.0,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/lessing-gymnasium,lessing-gymnasium,Frankfurt Schulwegweiser,2026-04-06
5113,Liebigschule,Gymnasium,weiterfuehrende-allgemeinbildende-schulen,"Gymnasium, Weiterführende allgemeinbildende Schule",5-13,Kollwitzstraße 3,60488,Frankfurt am Main,Frankfurt am Main,Hessen,Praunheim,50.135,8.60963,+49 69 212 39479,+49 69 212 39480,poststelle.liebigschule@stadt-frankfurt.de,http://www.liebigschule-frankfurt.de,Stadt Frankfurt am Main,,,Rolf Oechsler,Ina Lack,1123.0,29.0,08:00 bis 13:15 Uhr und 14:00 bis 17:15 Uhr,,"Schwerpunkt Sport, Schwerpunkt Naturwissenschaften, Schwerpunkt Sprachen",,,Deutsch,,"Englisch, Französisch","Englisch, Französisch, Spanisch","Französisch, Spanisch, Bilingual, Französisch","Englisch, Französisch, Englisch, Französisch, Spanisch, Französisch, Spanisch, Bilingual, Französisch",Ganztagsangebote,Schule mit Ganztagsangeboten - Profil 2,"AGs am Nachmittag, Angebote zur beruflichen Orientierung, Ganztägig arbeitende Schule, Gewaltprävention, Hausaufgabenhilfe/-betreuung, Kooperationspartner, Mittagessen",,"Europaschule, Umweltschule, eTwinning-Qualitätssiegel, Business@School","""Liebigschulverein e.V.""",Von der Stadtbücherei aufgebaut und organisiert.,"Justus von Liebig (1803-1873), deutscher Chemiker",,,,14.0,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/liebigschule,liebigschule,Frankfurt Schulwegweiser,2026-04-06
5007,Louise-von-Rothschild-Schule,Realschule,weiterfuehrende-allgemeinbildende-schulen,"Realschule, Weiterführende allgemeinbildende Schule",5-10,Usinger Straße 24,60389,Frankfurt am Main,Frankfurt am Main,Hessen,Bornheim,50.131,8.70609,+49 69 212 35341,+49 69 212 34431,poststelle.louise-von-rothschild-schule@stadt-frankfurt.de,http://www.louise-von-rothschild-schule-frankfurt.de,Stadt Frankfurt am Main,,,Tina Meerwarth,N.N.,407.0,17.0,08:00 bis 16:30 Uhr,,"Schwerpunkt Kunst, Schwerpunkt Musik, Schwerpunkt Neue Technologien",,,Deutsch,,Englisch,Französisch,,"Englisch, Französisch",Ganztagsangebote,Schule mit Ganztagsangeboten - Profil 2,"AGs am Nachmittag, Angebote zur beruflichen Orientierung, Förderung der Deutschkenntnisse, Ganztägig arbeitende Schule, Gewaltprävention, Hausaufgabenhilfe/-betreuung, Kooperationspartner, Mittagessen, Pausenverkauf, Besondere Leseförderung, Jugendhilfeangebot, Leseförderung",,"""Bewegte Schule"", Umweltschule","""Verein der Freunde und Förderer der Louise-von-Rothschild-Schule """,,"Louise von Rothschild (1820 bis 1894), verheiratet mit Mayer Karl von Rothschild, stiftete das Clementine Kinderhospital",,,,23.0,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/louise-von-rothschild-schule,louise-von-rothschild-schule,Frankfurt Schulwegweiser,2026-04-06
4385,Ludwig-Börne-Schule,Haupt- und Realschule,weiterfuehrende-allgemeinbildende-schulen,"Haupt- und Realschule, Weiterführende allgemeinbildende Schule",5-10,Lange Straße 30-36,60311,Frankfurt am Main,Frankfurt am Main,Hessen,Innenstadt,50.1141171,8.6936718,+49 69 212 33056,+49 69 212 31646,Poststelle.ludwig-boerne-schule@stadt-frankfurt.de,http://www.ludwig-boerne-schule.de,Stadt Frankfurt am Main,,,Dieter Maschler,Torsten Stüben,405.0,18.0,"siehe ""Erläuterung z der Unterrichtszeit""",,Schwerpunkt Neue Technologien,,,Deutsch,,Englisch,"Französisch, Herkunftssprachlicher Unterricht, Griechisch, Kroatisch, Türkisch",,"Englisch, Französisch, Herkunftssprachlicher Unterricht, Griechisch, Kroatisch, Türkisch",Ganztagsangebote,Schule mit Ganztagsangeboten - Profil 1,"AGs am Nachmittag, Angebote zur beruflichen Orientierung, Förderung der Deutschkenntnisse, Ganztägig arbeitende Schule, Gewaltprävention, Hausaufgabenhilfe/-betreuung, Jugendhilfeangebot, Kooperationspartner, Mittagessen, Pausenverkauf",,"""Gesundheitsfördernde Schule""","""Der Förderverein der Ludwig-Börne-Schule""",Schullandheim,"Ludwig Börne (1786 - 1837), Frankfurter Schriftsteller, revolutionärer Demokrat und politischer Journalist",,,,50.0,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/ludwig-boerne-schule,ludwig-boerne-schule,Frankfurt Schulwegweiser,2026-04-06
5213,Max-Beckmann-Schule,Gymnasiale Oberstufe,weiterfuehrende-allgemeinbildende-schulen,"Gymnasiale Oberstufe, Weiterführende allgemeinbildende Schule",11-13,Sophienstraße 70,60487,Frankfurt am Main,Frankfurt am Main,Hessen,Bockenheim,50.121,8.65306,+49 69 212 36964,+49 69 212 39724,poststelle.max-beckmann-schule@stadt-frankfurt.de,http://www.m-b-s.de,Stadt Frankfurt am Main,,,Ralf Rappl,,571.0,,07:50 bis 16:05 Uhr,,,,,Deutsch,,"Englisch, Französisch","Englisch, Französisch, Latein, Russisch, Spanisch","Englisch, Französisch, Latein, Spanisch","Englisch, Französisch, Englisch, Französisch, Latein, Russisch, Spanisch, Englisch, Französisch, Latein, Spanisch",,,"AGs am Nachmittag, Angebote zur beruflichen Orientierung, Förderung der Deutschkenntnisse, Pausenverkauf",,,"""Gesellschaft der Freunde und Förderer der Max-Beckmann-Schule e.V. "", Ansprechpartner/in: Herr Stripp",Schülerzeitung,"Max Beckmann (1884-1950), Maler",,,Anzahl der Kurse in den Oberstufen: 274,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/max-beckmann-schule,max-beckmann-schule,Frankfurt Schulwegweiser,2026-04-06
3100,Meisterschule,Hauptschule,weiterfuehrende-allgemeinbildende-schulen,"Hauptschule, Weiterführende allgemeinbildende Schule",1-9,Herbert-von-Meister-Straße 5,65931,Frankfurt am Main,Frankfurt am Main,Hessen,Sindlingen,50.0792,8.51367,+49 69 212 45523,+49 69 212 45518,poststelle.meisterschule@stadt-frankfurt.de,,Stadt Frankfurt am Main,,,Felicitas Rathke,Rüdiger Angelstein,365.0,20.0,08:00 bis 16:00 Uhr,,"Schwerpunkt Kunst, Schwerpunkt Musik, Schwerpunkt Neue Technologien, Schwerpunkt Sport",,,Deutsch,Englisch,"Englisch, Herkunftssprachlicher Unterricht, Arabisch, Türkisch",,,"Englisch, Englisch, Herkunftssprachlicher Unterricht, Arabisch, Türkisch",Ganztagsangebote,Schule mit Frühbetreuung,"AGs am Nachmittag, Angebote zur beruflichen Orientierung, Besondere Leseförderung, Förderung der Deutschkenntnisse, Ganztagsangebote, Jugendhilfeangebot, Mittagessen, Pausenverkauf",,,,,"Dr. Herbert von Meister (1866-1919), Mitbegründer und Gönner der Schule, Chemiker",,,,36.0,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/meisterschule,meisterschule,Frankfurt Schulwegweiser,2026-04-06
4382,Metropolitan School Frankfurt,Integrierte Gesamtschule (IGS),weiterfuehrende-allgemeinbildende-schulen,"Integrierte Gesamtschule (IGS), Weiterführende allgemeinbildende Schule",,Eschborner Landstraße 134,60489,Frankfurt am Main,Frankfurt am Main,Hessen,Rödelheim,50.1295,8.59543,+49 69 96864050,+49 69 968640520,office@m-school.de,http://www.m-school.de,Private Träger,Metropolitan School Frankfurt gGmbH,Staatlich anerkannte Ersatzschule,Peter Ferres,,750.0,19.0,08:30 bis 15:30 Uhr,,"Schwerpunkt Musik, Schwerpunkt Kunst, Schwerpunkt Neue Technologien, Schwerpunkt Sprachen",,,Bilingual Deutsch/Englisch,"Englisch, Weitere Sprachangebote, Französisch, Spanisch, Bilingual, Englisch",,,,"Englisch, Weitere Sprachangebote, Französisch, Spanisch, Bilingual, Englisch",Ganztagsangebote,,"AGs am Nachmittag, Ganztägig arbeitende Schule, Ganztagsangebote, Hausaufgabenhilfe/-betreuung, Mittagessen, Pausenverkauf",,,MSF Friends e.V.,Schulzeitung,,,,Ergänzungsschule für Sek II,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/metropolitan-school-frankfurt,metropolitan-school-frankfurt,Frankfurt Schulwegweiser,2026-04-06
4288,Michael-Ende-Schule,Haupt- und Realschule,weiterfuehrende-allgemeinbildende-schulen,"Haupt- und Realschule, Weiterführende allgemeinbildende Schule",1-10,Niddagaustraße 29,60489,Frankfurt am Main,Frankfurt am Main,Hessen,Rödelheim,50.1284,8.61129,Haupt- und Realschule,+49 69 212 44408,poststelle.michael-ende-schule@stadt-frankfurt.de,http://www.michael-ende-schule.net,Stadt Frankfurt am Main,,,Stefan Franz,,675.0,33.0,"siehe ""Erläuterung zu der Unterrichtszeit""",,"Schwerpunkt Kunst, Schwerpunkt Musik, Schwerpunkt Naturwissenschaften, Schwerpunkt Neue Technologien, Schwerpunkt Sport",,,Deutsch,Englisch,Englisch,"Französisch, Herkunftssprachlicher Unterricht, Italienisch, Türkisch",,"Englisch, Englisch, Französisch, Herkunftssprachlicher Unterricht, Italienisch, Türkisch",Ganztagsangebote,Schule mit Erweiterter Schulischer Betreuung,"AGs am Nachmittag, Angebote zur beruflichen Orientierung, Ganztagsangebote, Gewaltprävention, Jugendhilfeangebot, Kooperationspartner, Mittagessen, Pausenverkauf",,,"""Verein der Freunde und Förderer der Michael-Ende-Schule e.V.""",,"Michael Ende (1929-1995), Schriftsteller, Autor von Jim Knopf, Momo, Die unendliche Geschichte",,,,44.0,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/michael-ende-schule,michael-ende-schule,Frankfurt Schulwegweiser,2026-04-06
5115,Musterschule,Gymnasium,weiterfuehrende-allgemeinbildende-schulen,"Gymnasium, Weiterführende allgemeinbildende Schule",5-13,Oberweg 5-9,60318,Frankfurt am Main,Frankfurt am Main,Hessen,Nordend,50.1219,8.68522,+49 69 212 35267,+49 69 212 40541,poststelle.musterschule@stadt-frankfurt.de,http://www.musterschule.de,Stadt Frankfurt am Main,,,Stefan Langsdorf,Maren Walter,980.0,36.0,08:00 Uhr bis 17:15 Uhr,,Schwerpunkt Musik,,,Deutsch,,"Englisch, Französisch","Englisch, Französisch, Latein",Italienisch,"Englisch, Französisch, Englisch, Französisch, Latein, Italienisch",Ganztagsangebote,Schule mit Ganztagsangeboten - Profil 2,"AGs am Nachmittag, Angebote zur beruflichen Orientierung, Förderung besonderer Begabung, Ganztägig arbeitende Schule, Gewaltprävention, Hausaufgabenhilfe/-betreuung, Kooperationspartner, Mittagessen, Schüleraustausch, Schülerzeitung",,,Musterschulverein,Von der Stadtbücherei aufgebaut und organisiert. Integriertem Lernbereich „StudioM“,"Gegründet im Jahre 1803 von der Frankfurter Bürgerschaft als Probier- und Experimentierschule - deshalb ""Muster""-Schule",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/musterschule,musterschule,Frankfurt Schulwegweiser,2026-04-06
4417,Neues Gymnasium Frankfurt,Gymnasium,weiterfuehrende-allgemeinbildende-schulen,"Gymnasium, Weiterführende allgemeinbildende Schule",5. Klasse,Elisabeth-Norgall-Straße 1,60487,Frankfurt am Main,Frankfurt am Main,Hessen,Bockenheim,50.1255059,8.6297126,,,,https://neues-gymnasium-frankfurt.de/,Stadt Frankfurt am Main,,,Nils Franke,Yvonne Engelmann,180.0,6.0,8:30 - 14:15 Uhr,,"Schwerpunkt Naturwissenschaften, Schwerpunkt Ökonomie",,,,,Englisch,"Latein, Spanisch",,"Englisch, Latein, Spanisch",,Schule mit Ganztagsangeboten - Profil 2,,,,,,,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/neues-gymnasium-frankfurt,neues-gymnasium-frankfurt,Frankfurt Schulwegweiser,2026-04-06
6091,Otto-Hahn-Schule,Kooperative Gesamtschule (KGS),weiterfuehrende-allgemeinbildende-schulen,"Kooperative Gesamtschule (KGS), Gymnasiale Oberstufe, Weiterführende allgemeinbildende Schule",5-13,Urseler Weg 27,60437,Frankfurt am Main,Frankfurt am Main,Hessen,Nieder-Eschbach,50.2019,8.66776,+49 69 212 44200,+49 69 212 44222,poststelle.otto-hahn-schule@stadt-frankfurt.de,http://www.ohs-frankfurt.de,Stadt Frankfurt am Main,,,Dirk Kapfenberger,N.N.,1420.0,42.0,07:45 bis 16:00 Uhr / Oberstufenunterricht bis 17:00 Uhr,,Schwerpunkt Naturwissenschaften,,,Deutsch,,Englisch,"Französisch, Latein, Spanisch",Spanisch,"Englisch, Französisch, Latein, Spanisch, Spanisch",,Schule mit Ganztagsangeboten - Profil 2,"Angebote zur beruflichen Orientierung, Besondere Leseförderung, Ganztagsangebote, Jugendhilfeangebot, Mittagessen, Schüleraustausch",,"MINT-EC-Zertifikat, Lions-Quest Qualitätssiegel, MINTfreundliche Schule, Umweltschule des Landes Hessen","""Förderverein der Otto-Hahn-Schule in Frankfurt e.V.""",Von der Stadtbücherei aufgebaut und organisiert.,"Otto Hahn (1879-1968), Chemiker, Nobelpreisträger, Ehrenbürger der Stadt Frankfurt am Main",,,Gymnasialzweig ab Klasse 5,24.0,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/otto-hahn-schule,otto-hahn-schule,Frankfurt Schulwegweiser,2026-04-06
6121,Paul-Hindemith-Schule,Integrierte Gesamtschule (IGS),weiterfuehrende-allgemeinbildende-schulen,"Integrierte Gesamtschule (IGS), Weiterführende allgemeinbildende Schule",5-10,Schwalbacher Straße 71-77,60326,Frankfurt am Main,Frankfurt am Main,Hessen,Gallus,50.1053,8.63494,+49 69 212 35239,+49 69 212 40054,poststelle.paul-hindemith-schule@stadt-frankfurt.de,http://www.paul-hindemith-schule.de,Stadt Frankfurt am Main,,,Kirsten Mayer,,747.0,34.0,"siehe ""Erläuterung zu der Unterrichtszeit""",,,,,Deutsch,,Englisch,Französisch,,"Englisch, Französisch",Ganztagsangebote,Schule mit Ganztagsangeboten - Profil 3,"AGs am Nachmittag, Angebote zur beruflichen Orientierung, Besondere Leseförderung, Förderung der Deutschkenntnisse, Ganztagsangebote, Gewaltprävention, Hausaufgabenhilfe/-betreuung, Jugendhilfeangebot, Kooperationspartner, Mittagessen, Pausenverkauf",,,"""Freunde und Förderer der PHS e.V."", 1. Vorsitzende: P. Pfisterer, 2. Vorsitzende: C. Renner, Geschäftsführer: A. Brinkmann",Von der Stadtbücherei aufgebaut und organisiert.,"Paul Hindemith (1895-1963), Komponist und Bratschist",,,"Nach der 10. Klasse ist die Versetzung in eine gymnasiale Oberstufe und die Fachoberschule möglich (G9). Außerdem kann nach der 10. Klasse der Realschulabschluss, bzw. nach der 9. Klasse der Hauptschulabschluss erreicht werden.",40.0,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/paul-hindemith-schule,paul-hindemith-schule,Frankfurt Schulwegweiser,2026-04-06
SW-private-kant-schule,Private Kant-Schule Frankfurt gGmbH,Gymnasium,weiterfuehrende-allgemeinbildende-schulen,"Gymnasium, Weiterführende allgemeinbildende Schule",1-4,Hammanstraße 9,60322,Frankfurt am Main,Frankfurt am Main,Hessen,Nordend,50.1248045,8.6766341,+49 69 9551290,+49 69 95512920,info@kant-schule.de,https://www.kant-schule.de/,Private Träger,,Staatlich anerkannte Ersatzschule (Grundstufe) / Staatlich genehmigte Ersatzschule (Gymnasium),"Frau Kost, Herr Beier",,330.0,,08:15 bis 16:00 Uhr,,,,,Deutsch,Englisch,Englisch,"Französisch, Latein",,"Englisch, Englisch, Französisch, Latein",Ganztagsangebote,,"Ganztägig arbeitende Schule, Ganztagsangebote, Hausaufgabenhilfe/-betreuung, Mittagessen",,,,,,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/private-kant-schule,private-kant-schule,Frankfurt Schulwegweiser,2026-04-06
4389,Rackow-Schule Frankfurt,Realschule,weiterfuehrende-allgemeinbildende-schulen,"Realschule, Gymnasium, Berufliches Gymnasium, Fachoberschule, Weiterführende allgemeinbildende Schule",5-13,Eckenheimer Landstraße 303,60320,Frankfurt am Main,Frankfurt am Main,Hessen,Dornbusch,50.1391219,8.6843858,+49 69 552754,+49 69 557763,schulplatz@rackow-frankfurt.de,http://www.rackow-schulen.de,Private Träger,Kolping Bildungswerke,Staatlich anerkannte Ersatzschule,Michael Damm,Manuel Bromkamp (Sekundarstufe 1),570.0,28.0,"8:15-15:30 Uhr, AG Angebot ab 15:45-17:15",,,,,Deutsch,,"Englisch, Weitere Sprachangebote, Französisch, Spanisch, Sonstige Angebote",,,"Englisch, Weitere Sprachangebote, Französisch, Spanisch, Sonstige Angebote",,,,,,Freunde und Förderer der Rackow-Schulen Frankfurt e.V.,,"Professor August Rackow, Gründer der ersten Rackow-Schule in Berlin","Gesundheit, Sozialwesen, Wirtschaft",,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/rackow-schule-frankfurt,rackow-schule-frankfurt,Frankfurt Schulwegweiser,2026-04-06
