schulnummer,schulname,schulart,strasse,plz,ortsteil,bezirk,telefon,email,website,leitung
04G04,Joan-Miró-Grundschule,Grundschule,Bleibtreustr. 43,10623,Charlottenburg,,+49 30 887165910,mail@joan-miro-grundschule.de,http://www.joan-miro-grundschule.de,"Wagner, Wolf-Dieter"
06P02,Johanna-Gerdes-Grundschule,Grundschule,Salzachstr. 4,,,,+49 30 8015385,leitung@jgg-berlin.de,https://www.johanna-gerdes-grundschule.de,"Sailer-Behrend, Isabella"
06G03,Johannes-Tews-Grundschule,Grundschule,Wasgenstr. 50,14129,Nikolassee,,+49 30 8032072,schulleitung@jtg-berlin.de,https://www.jtg-berlin.de,"Herrmann, Sabine"
08P01,Johann-Georg-Elser-Schule (Grundschule),Grundschule,Mahlower Str. 23-24,12049,Neukölln,,+49 30 60975622,neuzeitlich-christlich@t-online.de,http://www.nc-init.de,"Dr. Klatt, Gisela"
04G17,Johann-Peter-Hebel-Grundschule,Grundschule,Emser Str. 50,10719,Wilmersdorf,,+49 30 860085210,%09sekretariat@hebelschule-berlin.de,https://www.hebelschule-berlin.de,"Arlen, Constanze"
10G13,Johann-Strauss-Grundschule,Grundschule,Cecilienstr. 80-81,12683,Biesdorf,,+49 30 5418166,%09sekretariat@johannstrauss.schule.berlin.de,http://www.johann-strauss-grundschule.de,"Marciniak, Anett"
04P23,Jüdische Traditionsschule,Grundschule,Westfälische Str. 15,10709,Wilmersdorf,,+49 30 32678897,heike.michalak@jschule.de,https://www.jschule.de,"Michalak, Heike"
04G27,Judith-Kerr-Grundschule,Grundschule,Friedrichshaller Str. 13,14199,Schmargendorf,,+49 30 8979940,%09verwaltung@04G27.schule.berlin.de,http://www.judith-kerr-grundschule.de,"Knust-Marquardt, Bettina"
02G03,Justus-von-Liebig-Grundschule,Grundschule,Liebigstr. 18A,10247,Friedrichshain,,+49 30 447283211,%0902G03@02G03.schule.berlin.de,http://www.jvl-gs.de,"Bartussek, Tabea Rowena"
10G07,Karl-Friedrich-Friesen-Grundschule,Grundschule,Max-Herrmann-Str. 5,12687,Marzahn,,+49 30 9328095,10G07@10G07.schule.berlin.de,https://kff.schule,"Kompa, Manuela"
08G08,Karlsgarten-Schule (Grundschule),Grundschule,Karlsgartenstr. 7,12049,Neukölln,,+49 30 62791420,08G08.schule@karlsgarten.de,http://www.karlsgarten.de,"Mallon, Christine"
11G13,Karlshorster Schule (Grundschule),Grundschule,Lisztstr. 6,10318,Karlshorst,,+49 30 5090011,sekretariat@11g13.schule.berlin.de,https://www.karlshorster-schule.de,"Beneke, Dagmar"
08G06,Karl-Weise-Schule (Grundschule),Grundschule,Weisestr. 20,12049,Neukölln,,+49 30 634130280,%0908G06@08G06.schule.berlin.de,https://karl-weise-schule.de,"Schwenn, Andrea"
01G04,Kastanienbaum-Grundschule,Grundschule,Gipsstr. 23A,10119,Mitte,,+49 30 275816330,sekretariat@kb.schule.berlin.de,https://www.kastanienbaum-grundschule.de,"Schwienke, Andrea"
04G20,Katharina-Heinroth-Grundschule,Grundschule,Münstersche Str. 15-17,10709,Wilmersdorf,,+49 30 8904395111,sekretariat@katharina-heinroth-grundschule.de,http://katharina-heinroth-grundschule.de,"Kampes, Ewa"
07G29,Käthe-Kollwitz-Grundschule,Grundschule,Mellener Str. 38-42,12307,Lichtenrade,,+49 30 902778241,%09sekretariat@kollwitz-gs.schule.berlin.de,http://www.kkgsberlin.online,"Grosser, Sandra"
06G26,Käthe-Kruse-Grundschule,Grundschule,Tietzenweg 108,12203,Lichterfelde,,+49 30 84416950,%09sekretariat@kaethe-kruse-grundschule.de,http://www.kaethe-kruse-grundschule.de,"Willer, Kerstin"
05P02,Katholische Schule Bernhard Lichtenberg (Grundschule),Grundschule,Hohenzollernring 159,13585,Spandau,,+49 30 3332010,dietmar.einacker@erzbistumberlin.de,http://www.ksbl.de,"Einacker, Dietmar"
04P01,Katholische Schule Herz Jesu (Grundschule),Grundschule,Insterburgallee 8-10,14055,Westend,,+49 30 33007010,sekretariat@kshj.schulerzbistum.de,http://www.herz-jesu-schule.de,"Buttenberg, Petra"
12P04,Katholische Schule Salvator,Grundschule,Fürst-Bismarck-Str. 8-10,13469,Waidmannslust,,+49 30 4111198,sekretariat@kss.schulerzbistum.de;%20sekretariat@kss-gs.schulerzbistum.de,https://salvator.net;%20https://salvator-grundschule.de,"Malz, Ralf; Pritsch, Thomas"
07P04,Katholische Schule Sankt Alfons (Grundschule),Grundschule,Tennstedter Str. 1,12249,Marienfelde,,+49 30 7111075,sekretariat@kssa.schulerzbistum.de,https://kssa.de,"Stemmler, Katinka"
07P01,Katholische Schule Sankt Franziskus (Integrierte Sekundarschule),Grundschule,Hohenstaufenstr. 1-2,10781,Schöneberg,,+49 30 91429480,sekretariat@kssf.schulerzbistum.de,https://kssf-berlin.de,"Schröder, Martin"
04P10,Katholische Schule Sankt Ludwig (Grundschule),Grundschule,Düsseldorfer Str. 13,10719,Wilmersdorf,,+49 30 8824867,%09sekretariat@kssl.schulerzbistum.de,https://ludwig-gs.de,"Nocon-Peters, Elzbieta"
08P02,Katholische Schule Sankt Marien (Grundschule),Grundschule,Hugo-Heimann-Str. 2,12353,Gropiusstadt,,+49 30 6052032,Sekretariat@kssm-gs.schulerzbistum.de,http://www.marien-grundschule.de,"Pagel, Ricarda"
11P01,Katholische Schule Sankt Mauritius (Grundschule),Grundschule,Schulze-Boysen-Str. 28,10365,Lichtenberg,,+49 30 55151821,st-mauritius-grundschule@t-online.de,http://www.st-mauritius-grundschule.de,"Henkel, Kathrin"
01P05,Katholische Schule Sankt Paulus (Grundschule),Grundschule,Waldenserstr. 27,10551,Moabit,,+49 30 3954196,%09schulleitung@kssp.schulerzbistum.de,https://www.st-paulus.schule,"Prüfer, Agnes"
06P01,Katholische Schule Sankt Ursula (Grundschule),Grundschule,Kleinaustr. 4,14169,Zehlendorf,,+49 30 8113555,sekretariat@kssu.schulerzbistum.de,https://st-ursula-grundschule.de,"Wiese, Birgitta"
09G30,Kiefholz-Grundschule,Grundschule,Kiefholzstr. 45,12435,Alt-Treptow,,+49 30 53007686,%09sekretariat@kiefholz.schule.berlin.de,http://kiefholz-grundschule.de,"Vogt, Claudia"
10G32,Kiekemal-Schule (Grundschule),Grundschule,Hultschiner Damm 219,12623,Mahlsdorf,,+49 30 56597840,10G32@10G32.schule.berlin.de,https://www.kiekemal-grundschule.de,"Meyer, Kathrin"
07G28,Kiepert-Grundschule,Grundschule,Prechtlstr. 21-23,12277,Marienfelde,,+49 30 902774100,%0907G28@07G28.schule.berlin.de,https://www.kiepertgrundschule.de,"Nottmeyer, Steffen"
03P22,Klax International School (Gemeinschaftsschule),Grundschule,Neumannstr. 13A,13189,Pankow,,+49 30 92109646,%09sekretariat@klax-schule.de,https://klax.de/de/schule,"Baudisch, Nicole"
03G37,Klecks-Grundschule,Grundschule,Brixener Str. 40,13187,Pankow,,+49 30 47901920,schulleitung@klecks-grund.schule.berlin.de,https://klecksgrundschule.de,"Paulus, Anna"
05G04,Klosterfeld-Grundschule,Grundschule,Seegefelder Str. 125,13583,Falkenhagener Feld,,+49 30 37899040,%0905G04@05G04.schule.berlin.de,http://www.klosterfeld-grundschule.de,"Niekisch, Katja"
10G22,Kolibri-Grundschule,Grundschule,Schönewalder Str. 9,12627,Hellersdorf,,+49 30 9989232,10G22@10G22.schule.berlin.de,http://www.kolibri-grundschule.de,"Peters, Anke"
12G05,Kolumbus-Grundschule,Grundschule,Büchsenweg 23A,13409,Reinickendorf,,+49 30 4963041,Kolumbus-Grundschule@t-online.de,http://www.kolumbus.schule-berlin.net,"Betzing, Sylvia"
06P06,Königin-Luise-Stiftung,Grundschule,Podbielskiallee 78,14195,Dahlem,,+49 30 841813,info@kls-berlin.de,http://www.koenigin-luise-stiftung.de,"Dr. Schönleber, M.; Kaiser, A.; Broschkowski, M."
05G08,Konkordia-Grundschule,Grundschule,Elsflether Weg 26,13581,Spandau,,+49 30 33096560,05g08@05g08.schule.berlin.de,https://konkordia-grundschule.de,"Malaczek, Martin"
08G14,Konrad-Agahd-Schule (Grundschule),Grundschule,Thomasstr. 39,12053,Neukölln,,+49 30 632250680,%09schulleitung@schule.agahd.berlin.de,http://www.agahd.net,"Schützmann, Simone"
02P12,KreativitätsGrundschule Berlin Friedrichshain,Grundschule,Strausberger Str. 38,10243,Friedrichshain,,+49 30 29035117,schule-fh@krea-schulzentrum.de,http://www.krea-schulzentrum.de,"Schmidt, Elisabeth"
11P04,KreativitätsGrundschule Berlin Lichtenberg,Grundschule,Ehrlichstr. 63,10318,Karlshorst,,+49 30 34665524,schule-karlshorst@krea-schulzentrum.de,http://www.krea-schulzentrum.de,"Richter, Nicola"
09P16,KreativitätsGrundschule Berlin Treptow,Grundschule,Hartriegelstr. 77,12439,Niederschöneweide,,+49 30 225027733,schule-treptow@krea-schulzentrum.de,https://krea-gs-treptow.edupage.org,"Friedemann, Fehr"
01P50,Kristall Grundschule - Inklusive Grundschule in freier Trägerschaft,Grundschule,Tegeler Str. 13,13353,Wedding,,+49 30 30873841,kristall-gs@tjfbg.de,https://www.tjfbg.de,"Haase, Karl"
06G23,Kronach-Grundschule,Grundschule,Moltkestr. 24-26,12203,Lichterfelde,,+49 30 84416760,%09schulleitung@kronach.schule.berlin.de,http://www.kronach-grundschule.de,"Nink, Volker"
02G12,Kurt-Schumacher-Grundschule,Grundschule,Puttkamerstr. 19,10969,Kreuzberg,,+49 30 50585931,%09schulleitung@kurt-schumacher.schule.berlin.de,https://www.kurt-schumacher-grundschule-berlin.de,"Vonhof, Anna (stellv.)"
01G11,Kurt-Tucholsky-Grundschule,Grundschule,Rathenower Str. 18,10559,Moabit,,+49 30 3974429310,01G11@01G11.schule.berlin.de,https://kurt-tucholsky-grundschule.de,"Schroth, Jutta (komm.)"
03P26,Lauder Beth-Zion Schule (Gemeinschaftsschule),Grundschule,Rykestr. 53,10405,Prenzlauer Berg,,+49 30 440131620,sekretariat@team.lauderschule.de,https://lauderschule.de,"Kuchling, Sabine; Dr. Tzuberi, Christiane"
12G33,Lauterbach-Grundschule,Grundschule,Senftenberger Ring 41,13435,Märkisches Viertel,,+49 30 213093911,sek.12G33@lauterbach.schule.berlin.de,http://www.lauterbach-schule.de,"Alex, Petra"
02G26,Lemgo-Grundschule,Grundschule,Böckhstr. 5,10967,Kreuzberg,,+49 30 50585711,Sekretariat@lemgo.schule.de,https://www.lemgogrundschule.de,"Gallegos Mendoza, Ana Lorena"
01G45,Leo-Lionni-Grundschule,Grundschule,Willdenowstr. 11,13353,Wedding,,+49 30 469799670,%09sekretariat@leo-lionni-grundschule.de,https://www.leo-lionni-grundschule.de,"Wöhner, Sabine"
11G12,Lew-Tolstoi-Schule (Grundschule),Grundschule,Römerweg 120,10318,Karlshorst,,+49 30 5090147,sekretariat@11g12.schule.berlin.de,http://www.lew-tolstoi-schule.de,"Hartmann, Helene"
04G02,Lietzensee-Grundschule,Grundschule,Witzlebenstr. 34-35,14057,Charlottenburg,,+49 30 30830630,%09%09sekretariat@lietzensee.schule.berlin.de,https://lietzensee-grundschule.berlin,"Kattein-O`Hara, Stefanie (stellv.)"
05G14,Linden-Grundschule,Grundschule,Staakener Feldstr. 6-8,13591,Staaken,,+49 30 3647290,%09sekretariat@linden-gs.schule.berlin.de,https://www.linden-grundschule.de,"Dräger, Corinna"
07G07,Lindenhof-Grundschule,Grundschule,Reglinstr. 29,12105,Schöneberg,,+49 30 902777157,sekretariat@lindenhof.schulen-ts.de,http://www.lindenhof-grundschule.de,"Buttkus, Michael"
08G34,Lisa-Tetzner-Schule (Grundschule),Grundschule,Hasenhegerweg 12,12353,Buckow,,+49 30 660688701,%09sekretariat@08G34.schule.berlin.de,http://www.lisa-tetzner.de,"Witzke, Stephan"
07G14,Löcknitz-Grundschule,Grundschule,Berchtesgadener Str. 10-11,10779,Schöneberg,,+49 30 902777164,%09sekretariat@loecknitz.schule.berlin.de,http://www.loecknitz-grundschule.de,"Walther, Ines"
08G36,Löwenzahn-Schule (Grundschule),Grundschule,Drorystr. 3,12055,Neukölln,,+49 30 68390500,%09sekretariat@loewenzahn.schule.berlin.de,https://www.loewenzahn-schule.de,"Becker, Daniel"
06G28,Ludwig-Bechstein-Grundschule,Grundschule,Halbauer Weg 25,12249,Lankwitz,,+49 30 7668780,06G28@06G28.schule.berlin.de,https://www.ludwig-bechstein-grundschule.net,"Vogt, Ilona"
04G07,Ludwig-Cauer-Grundschule,Grundschule,Cauerstr. 36-38,10587,Charlottenburg,,+49 30 902925700,%0904G07@04G07.schule.berlin.de,http://www.cauerschule.de,"Wedeu-Kolhoff, Elisabeth"
02G07,Ludwig-Hoffmann-Grundschule,Grundschule,Lasdehner Str. 21-23,10243,Friedrichshain,,+49 30 293474211,schulleitung@l-hoffmann.schule.berlin.de,http://www.ludwig-hoffmann-grundschule.de,"Häntsch, Andrea"
05G07,Lynar-Grundschule,Grundschule,Lutherstr. 19-20,13585,Spandau,,+49 30 3039850,%09%09info@lynar-grundschule.de,http://www.lynar-grundschule.de,"Reich, Stefanie"
10G30,Mahlsdorfer Grundschule,Grundschule,Feldrain 47,12623,Mahlsdorf,,+49 30 5627059,sekretariat@mahlsdorfer-gs.schule.berlin.de,http://www.mahlsdorfer-grundschule.de,"Kienitz-Jannermann, Antje"
03G48,Maria-Leo-Grundschule,Grundschule,Conrad-Blenkle-Str. 20,10407,Prenzlauer Berg,,+49 30 43770573,%0903G48@03G48.schule.berlin.de,https://www.maria-leo-grundschule.de,"Scheffel, Sandra"
07G20,Maria-Montessori-Grundschule,Grundschule,Friedrich-Wilhelm-Str. 72-74,12103,Tempelhof,,+49 30 902772661,sekretariat@mmg.schule.berlin.de,http://www.mmg-online.de,"Lerner, Doris"
07G34,Marienfelder Schule (Grundschule),Grundschule,Erbendorfer Weg 13,12279,Marienfelde,,+49 30 902774104,sekretariat@marienfelder.schule.berlin.de,https://marienfelder-gs.de,"Hanim, Carl"
12G26,Märkische Grundschule,Grundschule,Dannenwalder Weg 165,13439,Märkisches Viertel,,+49 30 21309360,12G26@12G26.schule.berlin.de,https://www.staatliche-europa-schule.de,"Mikolajski, Christoph"
12G07,Mark-Twain-Grundschule,Grundschule,Auguste-Viktoria-Allee 95,13403,Reinickendorf,,+49 30 41709571,%0912G07@12G07.schule.berlin.de,https://www.twainweb.de,"Seidel, André"
11G22,Martin-Niemöller-Grundschule,Grundschule,Am Breiten Luch 5,13053,Neu-Hohenschönhausen,,+49 30 9294089,11G22@11G22.Schule.Berlin.de,https://niemoeller-grundschule.de,"Hannemann,Andrea"
05G29,Mary-Poppins-Grundschule,Grundschule,Am Flugplatz Gatow 20,14089,Kladow,,+49 30 3699633,sekretariat@mpg.schule.berlin.de,https://www.mary-poppins-grundschule.de,"Meisel, Stefan"
07G25,Mascha-Kaléko-Grundschule,Grundschule,Königstr. 32,12105,Mariendorf,,+49 30 902777461,%09sekretariat@mkg.schule.berlin.de,http://www.mascha-kaleko-grundschule.de,"Zimmermann, Keith"
11G29,Matibi-Schule (Grundschule),Grundschule,Prendener Str. 15,13059,Neu-Hohenschönhausen,,+49 30 9627640,%09sekretariat@matibi.schule.berlin.de,http://www.matibischule.de,"Faßmann, Katharina"
08G28,Matthias-Claudius-Schule (Grundschule),Grundschule,Köpenicker Str. 148,12355,Rudow,,+49 30 60972130,post@mcgs.berlin,http://www.mcgs.berlin,"Sollmer, Heike"
08P09,MeineSchuleBerlin (Gemeinschaftsschule),Grundschule,Delbrückstr. 18,12051,Neukölln,,+49 1735647797,meineschuleberlin@gmx.de,http://www.MeineSchuleBerlin.org,"Rosse, Simone"
09G06,Melli-Beese-Schule (Grundschule),Grundschule,Engelhardstr. 18,12487,Johannisthal,,+49 30 6361390,Sekretariat@melli-beese.schule.berlin.de,https://melli-beese-schule.de,"Pyrlik, Monika"
03G34,Mendel-Grundschule,Grundschule,Stiftsweg 3,13187,Pankow,,+49 30 47607910,03G34@03G34.schule.berlin.de,https://www.mendel-grundschule.de,"Bauer, Christiane"
06G30,Mercator-Grundschule,Grundschule,Mercatorweg 8-10,12207,Lichterfelde,,+49 30 7551086,schule@mercator-gs.de,http://www.mercator-gs.de,"Radjabali Fardi, Katrin"
08G25,Michael-Ende-Schule (Grundschule),Grundschule,Neuhofer Str. 41,12355,Rudow,,+49 30 74075580,sekretariat@michael-ende.schule.berlin.de,http://www.michael-ende-schule-berlin.de,"Berlin, Andrea"
04G08,Mierendorff-Grundschule,Grundschule,Mierendorffstr. 20-24,10589,Charlottenburg,,+49 30 902927508,04G08@04G08.schule.berlin.de,http://www.mierendorff-grundschule.de,"Schnelle, Andreas"
01G47,Miriam-Makeba-Grundschule,Grundschule,Zinzendorfstr. 15-16,10555,Moabit,,+49 30 39405210,01G47@01G47.schule.berlin.de,https://miriam-makeba-schule.de,"Nithammer-Kachel, Karin"
01G16,Moabiter Grundschule,Grundschule,Paulstr. 28,10557,Moabit,,+49 30 30208630,%09kontakt@moabiter-gs.de,https://www.moabiter-grundschule.de,"Seifert, Christian"
07P24,Modellschule Marille-Grundschule,Grundschule,Nahmitzer Damm 12,12277,Marienfelde,,+49 15785407346,info@marille-schule.de,https://www.marille-schule.de,"Keppke, Ann-Kathrin"
02G10,Modersohn-Grundschule,Grundschule,Niemannstr. 3,10245,Friedrichshain,,+49 30 48488340,Schulleitung@modersohn.schule.berlin.de,https://www.modersohn-schule.de,"Gömüsay, Elif"
12P14,Montessori Campus am Tegeler Forst,Grundschule,Gabrielenstr. 12-18,13507,Tegel,,+49 30 68405070,%09sekretariat@montessori-tegel.de,https://montessori-tegel.de,"Hennemann, Sandra; Friedrich, Marianne"
09P06,Montessori Campus Berlin Köpenick (Gemeinschaftsschule),Grundschule,Köpenzeile 125,12557,Köpenick,,+49 30 330999001,post@montessori-cbk.de,https://www.montessori-cbk.de,"Schäfer, Corinna; King, Mareike"
03P32,Montessori-Gemeinschaftsschule Berlin Buch,Grundschule,Wiltbergstr. 90,13125,Buch,,+49 30 911464900,info@karuna-mgbb.de,https://www.montessori-berlin-buch.de,"Jakobsen, Hendrikje"
09P12,Mosaik-Grundschule,Grundschule,Adlergestell 133,12439,Niederschöneweide,,+49 30 41766859,grundschule@mosaik-gs.com,http://www.mosaik-gs.com,"Ünver, Ahmet"
01G40,Möwensee-Grundschule,Grundschule,Afrikanische Str. 123-125,13351,Wedding,,+49 30 45979210,sekretariat@moewensee.schule.berlin.de,http://www.moewensee-schule.de,"Müller, Heiko"
09G20,Müggelheimer Schule (Grundschule),Grundschule,Odernheimer Str. 28,12559,Müggelheim,,+49 30 6598590,%09sekretariat@09g20.schule.berlin.de,http://mueggelheimer-grundschule.de,"Samper, Ute"
09G25,Müggelschlößchen-Schule (Grundschule),Grundschule,Alfred-Randt-Str. 54,12559,Köpenick,,+49 30 6543102,09G25@09G25.schule.berlin.de,https://ms-schule.de,"Goertz, Anna Angelina"
09G24,Müggelsee-Schule (Grundschule),Grundschule,Aßmannstr. 63,12587,Friedrichshagen,,+49 30 6458806,sekretariat@mueggelsee.schule.berlin.de,https://www.mueggelsee-schule.de,"Lange, Sabine"
06G06,Mühlenau-Grundschule,Grundschule,Molsheimer Str. 7,14195,Dahlem,,+49 30 8325099,%09sekretariat@muehlenau.de,http://www.muehlenau.de,"Ohlendorf, Magdalena"
12G19,Münchhausen-Grundschule,Grundschule,Artemisstr. 22-26,13469,Waidmannslust,,+49 30 4111630,12G19@12G19.schule.berlin.de,http://www.muenchhausen-grundschule.de,"Kretschmann, Antje"
07G35,Nahariya-Grundschule,Grundschule,Nahariyastr. 13-17,12309,Lichtenrade,,+49 30 902778256,sekretariat@nahariya.schule.berlin.de,http://www.nahariyaschule.de,"Peter, Simon"
04G13,Nehring-Grundschule,Grundschule,Nehringstr. 9-10,14059,Charlottenburg,,+49 30 902924300,sekretariat@nehring.schule.berlin.de,http://www.nehring-grundschule.de,"Hofmeister-Lappalainen, Aina"
02P13,Netzwerk-Schule (Gemeinschaftsschule),Grundschule,Marchlewskistr. 40,10243,Friedrichshain,,+49 30 40393340,schule@netzwerkspielkultur.de,https://schule.netzwerkspielkultur.de,"Birk, Tilo"
07G13,Neumark-Grundschule,Grundschule,Steinmetzstr. 46-50,10783,Schöneberg,,+49 30 902777163,sekretariat@neumark.schule.berlin.de,http://www.neumark-grundschule.de,"Föll, Hans-Peter"
06G01,Nord-Grundschule,Grundschule,Potsdamer Str. 7,14163,Zehlendorf,,+49 30 902995468,%09sekretariat@nord-grund-schule.berlin.de,http://www.nordgrundschule.de,"Dr. Nicklas, Natalia"
02G18,Nürtingen-Grundschule,Grundschule,Mariannenplatz 28,10997,Kreuzberg,,+49 30 61784231,%09%09sekretariat@nuertingen.schule.berlin.de,https://www.nuertingen-grundschule.de,"Kayser, Susan"
11G19,Obersee-Schule (Grundschule),Grundschule,Roedernstr. 69-72,13053,Alt-Hohenschönhausen,,+49 30 9865038,sekretariat@obersee.schule.berlin.de,https://www.obersee-schule.de,"Jacoby, Silke"
11G34,Orankesee Schule (Grundschule),Grundschule,Konrad-Wolf-Str. 11,13055,Alt-Hohenschönhausen,,+49 30 83208820,11G34@11G34.schule.berlin.de,https://www.orankesee-schule.de,"Richter, Guido"
08G27,Oskar-Heinroth-Schule (Grundschule),Grundschule,Rohrdommelweg 1,12359,Britz,,+49 30 6021042,08G27@08G27.schule.berlin.de,https://oskar-heinroth-schule.de,"Reinhardt, Katrin"
12G34,Otfried-Preußler-Grundschule,Grundschule,Schulzendorfer Str. 99,13503,Heiligensee,,+49 30 43660380,%09sekretariat@ops.schule.berlin.de,https://www.ops-berlin.de,"Behrend, Victoria"
02G24,Otto-Wels-Grundschule,Grundschule,Alexandrinenstr. 12,10969,Kreuzberg,,+49 30 50585311,sekretariat@otto-wels.schule.berlin.de,https://owg-berlin.de,"Sibler, Steffen"
10G01,Paavo-Nurmi-Grundschule,Grundschule,Schorfheidestr. 42,12689,Marzahn,,+49 30 9320057,Sekretariat@nurmi.schule.berlin.de,http://www.paavo-nurmi-grundschule.org,"Schulenburg, Tobias"
01G02,Papageno-Grundschule,Grundschule,Bergstr. 58,10115,Mitte,,+49 30 30881711,sekretariat@papageno-grundschule.de,http://www.papageno-grundschule.de,"Wlodarska, Malgorzata"
07G22,Paul-Klee-Grundschule,Grundschule,Konradinstr. 15-17,12105,Tempelhof,,+49 30 902772662,Sekretariat@07G22.schule.berlin.de,http://www.paul-klee-schule.de,"Liegel-Scholz, Harald"
03G12,Paul-Lincke-Grundschule,Grundschule,Pieskower Weg 39,10409,Prenzlauer Berg,,+49 30 42850876,03G12@03G12.schule.berlin.de,https://plg.berlin,"Neugebauer, Sylvia"
05G21,Paul-Moor-Grundschule,Grundschule,Adamstr. 24-25,13595,Wilhelmstadt,,+49 30 36992071,sekretariat@05G21.schule.berlin.de,http://www.paulmoor-gs.de,"Vogelgesang, Steffi"
06G21,Paul-Schneider-Grundschule,Grundschule,Seydlitzstr. 30-34,12249,Lankwitz,,+49 30 93951511,sekretariat@06g21.schule.berlin.de,http://www.paul-schneider-grundschule.de,"Grundschule	Müller, Aaron (komm.)"
07G19,Paul-Simmel-Grundschule,Grundschule,Felixstr. 26-58,12099,Tempelhof,,+49 30 902772660,sekretariat@paulsimmel.schule.berlin.de,https://paul-simmel-grundschule.de,"Ekrot, Bettina"
06S01,Pestalozzi-Schule,Grundschule,Hartmannsweilerweg 47,14163,Zehlendorf,,+49 30 902995760,epost@pestalozzi-schule-berlin.de,http://www.pestalozzi-schule-berlin.de,"Winterhof, Dorothea"
05G27,Peter-Härtling-Grundschule,Grundschule,Falkenseer Damm 22,13585,Spandau,,+49 30 3537230,%09%09sekretariat@peter-haertling.schule.berlin.de,https://peter-haertling-gs.de,"Lischak, Kirsten"
10G10,Peter-Pan-Grundschule,Grundschule,Stolzenhagener Str. 9,12679,Marzahn,,+49 30 75658786,Sekretariat@peter-pan.schule.berlin.de,http://www.peter-pan-grundschule.de,"Berger, Jens"
12G10,Peter-Witte-Grundschule,Grundschule,Rathauspromenade 75,13437,Wittenau,,+49 30 4118966,sekretariat@12g10.schule.berlin.de,http://www.peter-witte-schule.de,"Jamitzky, Daniela"
02G04,Pettenkofer-Grundschule,Grundschule,Pettenkoferstr. 20-24,10247,Friedrichshain,,+49 30 3229811911,Sekretariat@pettenkofer.schule.berlin.de,https://www.pettenkofer-grundschule.de,"Rohmann, Constanze (komm.)"
11G36,Phönix-Grundschule,Grundschule,Wartiner Str. 6,13057,Neu-Hohenschönhausen,,+49 30 32306253,%0911G36@11G36.schule.berlin.de,https://www.phoenix-grundschule.de,"Maier, Tim"
03G18,Picasso-Grundschule,Grundschule,Gounodstr. 71,13088,Weißensee,,+49 30 9606660,03G18@03G18.schule.berlin.de,https://picasso-grundschule.de,"Rode, Claudia"
03G35,Platanengrundschule,Grundschule,Hauptstr. 20,13159,Blankenfelde,,+49 30 9131120,%0903G35@03G35.schule.berlin.de,https://www.platanengrundschule.de,"Schmidt, Anke"
03P28,Platanus Schule Berlin (Gemeinschaftsschule),Grundschule,Berliner Str. 12,13187,Pankow,,+49 30 49004880,info@platanus-schule.de,https://www.platanus-schule.de,"Zeh, Robin"
12P07,Private Goethe-Schulen,Grundschule,Wittenauer Str. 112,13435,Wittenau,,+49 30 40399849,sekretariatgoetheschulenberlin@gmail.com,http://goethe-grundschule.bifiz.de,"Berger, Oxana; Kaiser, Elvira; Hirschnitz, Martin"
06P11,Private Kant-Schule,Grundschule,Körnerstr. 11,12169,Steglitz,,+49 30 79000360,info@kant-oberschule.de,http://www.kant-oberschule.de,"Seidel, Tuomas"
04P42,Private Kant-Schule - Berlin International School,Grundschule,Lentzeallee 8-14,14195,Schmargendorf,,+49 30 82007790,office@berlin-international-school.de,http://www.berlin-international-school.de,"Sandin-Baumann, Sandin; Day Clark, Tanya"
06P10,Private Kant-Schule (Grundschule),Grundschule,Grunewaldstr. 44,12165,Steglitz,,+49 30 820070900,info@kant-grundschule.de,http://www.private-kant-schulen.de,"Müller, Julia"
10G18,Pusteblume-Grundschule,Grundschule,Kastanienallee 118,12627,Hellersdorf,,+49 30 99284778,sekretariat@pusteblume.schule.berlin.de,https://www.pusteblume-grundschule.de,"Winterberg, Ute"
06G12,Quentin-Blake-Grundschule,Grundschule,Hüttenweg 40,14195,Dahlem,,+49 30 902998031,%09schulleitung@quentin-blake.schule.berlin.de,https://qbgs.de,"Müller, Ralf"
11G26,Randow-Schule (Grundschule),Grundschule,Wustrower Str. 22,13051,Neu-Hohenschönhausen,,+49 30 96066800,Sekretariat@randow.schule.berlin.de,https://www.randow-schule.de,"Brauer, Haik"
08G09,Regenbogen-Schule (Grundschule),Grundschule,Morusstr. 32,12053,Neukölln,,+49 30 6898030,schulleitung@regenbogen.schule.berlin.de,https://regenbogen-grundschule.de,"Neelsen, Claudia"
12G03,Reginhard-Grundschule,Grundschule,Letteallee 39-41,13409,Reinickendorf,,+49 30 48096363,12G03@12G03.schule.berlin.de,http://www.reginhard-grundschule.de,"Mikolajski, Antje"
12G30,Reineke-Fuchs-Grundschule,Grundschule,Foxweg 15,13403,Reinickendorf,,+49 30 4132055,%09%0912G30@12G30.schule.berlin.de,http://www.reineke-fuchs-grundschule.de,"Fritze, Martina"
04S04,Reinfelder-Schule,Grundschule,Maikäferpfad 30,14055,Westend,,+49 30 902925050,%09Schulleitung@reinfelder.schule.berlin.de,http://www.reinfelder-schule.de,"Heckelmann, Isabell"
02G21,Reinhardswald-Grundschule,Grundschule,Gneisenaustr. 73-74,10961,Kreuzberg,,+49 30 69037211,%09sekretariat@reinhardswald.schule.berlin.de,https://www.reinhardswald-grundschule.de,"Jansen-Musolf, Karin"
