schulnummer,Schulform,Schulbezeichnung_1,Schulbezeichnung_2,Schulbezeichnung_3,kurzbezeichnung,Bezirksregierung,plz,ort,strasse,Telefonvorwahl,Telefon,Faxvorwahl,Fax,email,website,Rechtsform,Traegernummer,gemeindeschluessel,Schulbetriebsschluessel,Schulbetriebsdatum,EPSG,UTMRechtswert,UTMHochwert,Unnamed: 24,latitude,longitude,schulform_name,traegerschaft,bezirksregierung_name,schulname,telefon,stadt,data_source,data_retrieved,bundesland,sozialindexstufe
140909,04,Städtische Katholische Hauptschule,,,"Köln, KH Großer Griechenmarkt",3,50676,Köln,Großer Griechenmarkt 76,0221,9215830,0221,92158320,140909@schule.nrw.de,http://www.griechenmarkt.de/,1,10182,05315000,1,01.08.1973,EPSG:25832,355980,5644274,,50.932095,6.950445,Hauptschule,Öffentlich,Köln,Städtische Katholische Hauptschule,02219215830,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,7.0
140960,04,Städt. Gem. Hauptschule,Baadenberger Str.,,"Köln, GH Baadenberger Str.",3,50825,Köln,Baadenberger Str. 111,0221,261080,0221,2610820,140960@schule.nrw.de,http://www.ghs-baadenberger.com/,1,10182,05315000,1,01.08.1973,EPSG:25832,353849,5647926,,50.964379,6.918674,Hauptschule,Öffentlich,Köln,Städt. Gem. Hauptschule Baadenberger Str.,0221261080,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,8.0
141021,04,Stadt Köln,Städt. Katholische Hauptschule am Rhein,Sekundarstufe I,"Köln, KH Kath. Hauptschule am Rhein",3,50668,Köln,Niederichstr. 1-3,0221,492249830,0221,492249843,141021@schule.nrw.de,http://www.khs-buelow.de/,1,10182,05315000,1,01.08.1973,EPSG:25832,356914,5646067,,50.948441,6.963023,Hauptschule,Öffentlich,Köln,Stadt Köln Städt. Katholische Hauptschule am Rhein Sekundarstufe I,0221492249830,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,7.0
141070,04,Städt. Gem. Hauptschule,Tiefentalstr.,,"Köln, GH Tiefentalstr.",3,51063,Köln,Tiefentalstr. 66,0221,2855810,0221,28558129,141070@schule.nrw.de,http://www.ghs-tiefental.de,1,10182,05315000,1,01.08.1973,EPSG:25832,360225,5648968,,50.975325,7.009014,Hauptschule,Öffentlich,Köln,Städt. Gem. Hauptschule Tiefentalstr.,02212855810,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,9.0
141082,04,Stadt Köln,Nelson-Mandela-Schule,Gemeinschaftshauptschule  -Sek.I-,"Köln, GH Nelson-Mandela-Schule",3,51067,Köln,Wuppertaler Str. 19,0221,22135181,0221,22135170,141082@schule.nrw.de,http://www.nelson-mandela-schule-koeln.de,1,10182,05315000,1,01.08.1973,EPSG:25832,361174,5647249,,50.960106,7.023179,Hauptschule,Öffentlich,Köln,Stadt Köln Nelson-Mandela-Schule Gemeinschaftshauptschule  -Sek.I-,022122135181,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,9.0
141860,04,Johann-Amos-Comenius-Schule,Städt. Gem. Hauptschule Köln-Porz,- Sekundarstufe I -,"Köln, GH Johann-Amos-Comenius",3,51143,Köln,Heerstr. 7,02203,9920122,02203,9920125,141860@schule.nrw.de,http://www.jac-koeln.de/,1,10182,05315000,1,01.08.1973,EPSG:25832,363085,5636819,,50.866824,7.054288,Hauptschule,Öffentlich,Köln,Johann-Amos-Comenius-Schule Städt. Gem. Hauptschule Köln-Porz - Sekundarstufe I -,022039920122,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,8.0
141872,04,Kopernikusschule,Städt. Gem. Hauptschule,,"Köln, GH Kopernikusschule",3,51145,Köln,Bonner Str. 40,02203,18630,02203,186320,141872@schule.nrw.de,http://www.kopernikushs-koeln.de,1,10182,05315000,1,01.08.1973,EPSG:25832,364345,5639140,,50.887982,7.071322,Hauptschule,Öffentlich,Köln,Kopernikusschule Städt. Gem. Hauptschule,0220318630,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,9.0
150850,02,Städt. Montessori-Grundschule,- Primarstufe -,,"Düsseldorf, GG Montessori",1,40233,Düsseldorf,Lindenstr. 102,0211,8925690,0211,8925695,150850@schule.nrw.de,http://www.montessori-gs-lindenstrasse.de,1,10042,05111000,1,01.08.1973,EPSG:25832,346689,5677509,,51.228344,6.804226,Grundschule,Öffentlich,Düsseldorf,Städt. Montessori-Grundschule - Primarstufe -,02118925690,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0
150861,02,Aloys-Odenthal-Schule,Städtische Gemeinschaftsgrundschule,- Primarstufe -,"Düsseldorf, GG Aloys-Odenthal-Schule",1,40625,Düsseldorf,Diepenstr. 24,0211,8928282,0211,8929559,150861@schule.nrw.de,http://aloys-odenthal-grundschule.de/,1,10042,05111000,1,01.08.1973,EPSG:25832,349542,5677705,,51.230865,6.844974,Grundschule,Öffentlich,Düsseldorf,Aloys-Odenthal-Schule Städtische Gemeinschaftsgrundschule - Primarstufe -,02118928282,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0
150885,02,Städt. Gem. Grundschule,Ferdinandstr.,,"Köln, GG Montessori ( Ferdinandstr. )",3,51063,Köln,Ferdinandstr. 43,0221,47443010,0221,474430118,150885@schule.nrw.de,http://www.grundschule-montessori.de/,1,10182,05315000,1,01.08.1973,EPSG:25832,358742,5645914,,50.947517,6.989089,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Ferdinandstr.,022147443010,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0
150897,02,Rosenmaarschule,Gemeinschaftsgrundschule der Stadt Köln,- Primarstufe -,"Köln, GG Rosenmaarschule",3,51061,Köln,Am Rosenmaar 3,0221,9388060,0221,93880610,150897@schule.nrw.de,http://rosenmaarschule.de/,1,10182,05315000,1,01.08.1973,EPSG:25832,362341,5650897,,50.993172,7.038405,Grundschule,Öffentlich,Köln,Rosenmaarschule Gemeinschaftsgrundschule der Stadt Köln - Primarstufe -,02219388060,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0
150903,02,Städt. Gem. Grundschule,Gilbachstr.,,"Köln, GG Montessori ( Gilbachstr. )",3,50672,Köln,Franz-Hitze-Str. 6,0221,27208330,0221,27208339,150903@schule.nrw.de,http://www.montessorigilbach-koeln.de/,1,10182,05315000,1,01.08.1973,EPSG:25832,354845,5645694,,50.944572,6.933738,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Gilbachstr.,022127208330,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,1.0
151804,08,"Jan-Wellem-Schule, Städt. Förderschule",mit den Förderschwerpunkten Lernen und,Emotionale u.soziale Entwickl. P.u.Sek.I,"Düsseldorf, FÖ LE, ES Jan-Wellem-Schule",1,40227,Düsseldorf,Heerstr. 18-18a,0211,8926380,0211,8926380,151804@schule.nrw.de,https://www.jan-wellem-schule.com/,1,10042,05111000,1,01.08.1973,EPSG:25832,346967,5675760,,51.212703,6.808951,Förderschule,Öffentlich,Düsseldorf,"Jan-Wellem-Schule, Städt. Förderschule mit den Förderschwerpunkten Lernen und Emotionale u.soziale Entwickl. P.u.Sek.I",02118926380,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
151830,08,Franz-Marc-Schule,Städt. Förderschule,Förderschwerpunkt Geistige Entwicklung,"Düsseldorf, FÖ GG Franz-Marc-Schule",1,40625,Düsseldorf,Lohbachweg 18,0211,8997772,0211,8929532,151830@schule.nrw.de,http://www.franzmarcschule.de,1,10042,05111000,1,01.08.1973,EPSG:25832,349387,5677588,,51.229772,6.842805,Förderschule,Öffentlich,Düsseldorf,Franz-Marc-Schule Städt. Förderschule Förderschwerpunkt Geistige Entwicklung,02118997772,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
151841,08,LVR-Förderschule Düsseldorf,Karl-Tietenberg-Schule,"Förderschwerp. Sehen, Primarst. u. Sek.I","Düsseldorf, FÖ SE Karl-Tietenberg-Schule",1,40599,Düsseldorf,Lärchenweg 23,0211,9995774,0211,999577520,151841@schule.nrw.de,http://www.karl-tietenberg-schule.lvr.de,1,10029,05111000,1,01.08.1973,EPSG:25832,351629,5671392,,51.174682,6.877454,Förderschule,Öffentlich,Düsseldorf,"LVR-Förderschule Düsseldorf Karl-Tietenberg-Schule Förderschwerp. Sehen, Primarst. u. Sek.I",02119995774,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
151865,08,Rudolf-Hildebrand-Schule,Städtische Förderschule,Förderschwerpunkt Sprache  -Primarstufe-,"Düsseldorf, FÖ SQ Rudolf-Hildebrand",1,40225,Düsseldorf,Gotenstr. 20,0211,8927390,0211,8929301,151865@schule.nrw.de,http://wp.rudolf-hildebrand-schule-duesseldorf.de/,1,10042,05111000,1,01.08.1973,EPSG:25832,344852,5673970,,51.196048,6.779468,Förderschule,Öffentlich,Düsseldorf,Rudolf-Hildebrand-Schule Städtische Förderschule Förderschwerpunkt Sprache  -Primarstufe-,02118927390,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
151877,08,LVR-Förderschule Düsseldorf,"Schule am Volksgarten, Förderschwerpunkt",Körperliche und motorische Entwicklung,"Düsseldorf, FÖ KM Schule am Volksgarten",1,40225,Düsseldorf,Brinckmannstr. 8-10,0211,3020606,0211,302060799,151877@schule.nrw.de,https://schule-am-volksgarten.lvr.de,1,10029,05111000,1,01.08.1973,EPSG:25832,345507,5674760,,51.203324,6.788495,Förderschule,Öffentlich,Düsseldorf,"LVR-Förderschule Düsseldorf Schule am Volksgarten, Förderschwerpunkt Körperliche und motorische Entwicklung",02113020606,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
151889,08,Mosaikschule,Städt. Förderschule,Förderschwerpunkt Geistige Entwicklung,"Düsseldorf, FÖ GG Mosaikschule",1,40589,Düsseldorf,Am Massenberger Kamp 45,0211,8924895,0211,8924951,151889@schule.nrw.de,http://www.mosaikschule.de,1,10042,05111000,1,01.08.1973,EPSG:25832,347693,5672195,,51.180863,6.82085,Förderschule,Öffentlich,Düsseldorf,Mosaikschule Städt. Förderschule Förderschwerpunkt Geistige Entwicklung,02118924895,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
151890,08,Theodor-Andresen-Schule,Städtische Förderschule,Förderschwerpunkt Geistige Entwicklung,"Düsseldorf, FÖ GG Theodor-Andresen",1,40625,Düsseldorf,Lohbachweg 16,0211,8997771,0211,8929531,151890@schule.nrw.de,https://www.theodor-andresen-schule.de/,1,10042,05111000,1,01.08.1973,EPSG:25832,349362,5677582,,51.229712,6.84245,Förderschule,Öffentlich,Düsseldorf,Theodor-Andresen-Schule Städtische Förderschule Förderschwerpunkt Geistige Entwicklung,02118997771,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
151919,08,"Alfred-Herrhausen-Schule, Städt. Förder-",schule m. d.Förderschwerp. Lernen P.u.SI,u. Emotion. u.soziale Entwicklung P.u.SI,"Düsseldorf, FÖ LE, ES Alfred-Herrhausen",1,40595,Düsseldorf,Carl-Friedrich-Goerdeler-Str. 21,0211,702799,0211,7004309,151919@schule.nrw.de,http://www.alfred-herrhausen-schule.de,1,10042,05111000,1,01.08.1973,EPSG:25832,353287,5668045,,51.145033,6.902521,Förderschule,Öffentlich,Düsseldorf,"Alfred-Herrhausen-Schule, Städt. Förder- schule m. d.Förderschwerp. Lernen P.u.SI u. Emotion. u.soziale Entwicklung P.u.SI",0211702799,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
151932,08,Martin-Luther-King-Schule,"Städt. Förderschule, Förderschwerpunkt",Emotionale u. soziale Entwickl. P.u.SekI,"Düsseldorf, FÖ ES Martin-Luther-King",1,40625,Düsseldorf,Schönaustr. 25,0211,8926360,0211,8929563,151932@schule.nrw.de,http://www.martin-luther-king-schule.de,1,10042,05111000,1,01.08.1973,EPSG:25832,350497,5678085,,51.23453,6.858484,Förderschule,Öffentlich,Düsseldorf,"Martin-Luther-King-Schule Städt. Förderschule, Förderschwerpunkt Emotionale u. soziale Entwickl. P.u.SekI",02118926360,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
153308,08,Ferdinand-Schule der Graf Recke Stiftung,staatl. gen. priv. Förderschule m.d. FSP,Emotionale u. soziale Entwicklung Sek I,"Düsseldorf, FÖ ES Ferdinand-Schule",1,40489,Düsseldorf,Buschgasser Weg 25,0211,40556300,0211,40556333,153308@schule.nrw.de,http://www.graf-recke-stiftung.de,2,70099,05111000,1,01.08.1973,EPSG:25832,343688,5687196,,51.31457,6.757044,Förderschule,Privat,Düsseldorf,Ferdinand-Schule der Graf Recke Stiftung staatl. gen. priv. Förderschule m.d. FSP Emotionale u. soziale Entwicklung Sek I,021140556300,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
153310,08,"Minna-Schule d.Graf Recke Stift.,Staatl.",gen.priv.Förderschule m.d.FSP Emot.u.,"soz.Entw.,geistigeEntw. Primar/Sek Iu.II","Düsseldorf, FÖ ES, GG Minna-Schule",1,40489,Düsseldorf,Buschgasser Weg 25,0211,40556300,0211,40556333,153310@schule.nrw.de,http://www.minna-schule.de,2,70099,05111000,1,01.08.1973,EPSG:25832,343688,5687196,,51.31457,6.757044,Förderschule,Privat,Düsseldorf,"Minna-Schule d.Graf Recke Stift.,Staatl. gen.priv.Förderschule m.d.FSP Emot.u. soz.Entw.,geistigeEntw. Primar/Sek Iu.II",021140556300,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
154106,08,Johann-Joseph-Gronewald-Schule,"LVR-Förderschule, Förderschwerpunkt",Hören und Kommunikation,"Köln, FÖ HK Johann-Joseph-Gronewald",3,50931,Köln,Gronewaldstr. 1,0221,4307570,0221,430757199,154106@schule.nrw.de,http://www.jjg.lvr.de,1,10029,05315000,1,01.08.1973,EPSG:25832,353760,5644492,,50.933496,6.918786,Förderschule,Öffentlich,Köln,"Johann-Joseph-Gronewald-Schule LVR-Förderschule, Förderschwerpunkt Hören und Kommunikation",02214307570,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
154143,83,Städt. Johann-Christoph-Winters-Schule,Klinikschule der Stadt Köln,in der Universitätsklinik,"Köln, KR Johann-Christoph-Winters-Schule",3,50931,Köln,Lindenburger Allee 38,0221,403050,0221,355899637,154143@schule.nrw.de,http://www.jcw-schule.de,1,10182,05315000,1,01.08.1973,EPSG:25832,353535,5643798,,50.927202,6.915866,Sonstige,Öffentlich,Köln,Städt. Johann-Christoph-Winters-Schule Klinikschule der Stadt Köln in der Universitätsklinik,0221403050,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
154179,08,Städt. Förderschule,"Blumenthalstr., m. d. FSP",Emotionale und soziale Entwicklung,"Köln, FÖ ES Blumenthalstr.",3,50670,Köln,Blumenthalstr. 10-12,0221,716614413,0221,716614419,154179@schule.nrw.de,http://www.schule-blumenthalstrasse.de,1,10182,05315000,1,01.08.1973,EPSG:25832,356654,5646797,,50.954937,6.959037,Förderschule,Öffentlich,Köln,"Städt. Förderschule Blumenthalstr., m. d. FSP Emotionale und soziale Entwicklung",0221716614413,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
154180,08,Städtische Förderschule,mit dem Förderschwerpunkt,Emotionale und soziale Entwicklung,"Köln, FÖ ES Zülpicher Straße",3,50937,Köln,Zülpicher Str. 194,0221,35589770,0221,355897711,154180@schule.nrw.de,https://www.schule-zuelpicherstr.de/,1,10182,05315000,1,01.08.1973,EPSG:25832,354375,5643467,,50.92444,6.927942,Förderschule,Öffentlich,Köln,Städtische Förderschule mit dem Förderschwerpunkt Emotionale und soziale Entwicklung,022135589770,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
154209,08,Schule Auguststraße,"Städt. Förderschule, Förderschwerpunkt",Emotionale und soziale Entwicklung,"Köln, FÖ ES Auguststr.",3,50733,Köln,Auguststr. 1,0221,9731870,0221,97318737,154209@schule.nrw.de,http://www.schule-auguststrasse.de,1,10182,05315000,1,01.08.1973,EPSG:25832,356135,5647393,,50.960164,6.951417,Förderschule,Öffentlich,Köln,"Schule Auguststraße Städt. Förderschule, Förderschwerpunkt Emotionale und soziale Entwicklung",02219731870,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
154210,08,Eduard-Mörike-Schule,Städt. Förderschule m. dem Förderschwer-,punkt Emotionale und soziale Entwicklung,"Köln, FÖ ES Eduard-Mörike-Schule",3,51147,Köln,Mörikeweg 2-6,02203,996620,02203,21016,154210@schule.nrw.de,http://www.eduard-moerike-schule-koeln.de,1,10182,05315000,1,01.08.1973,EPSG:25832,366268,5637612,,50.874697,7.099205,Förderschule,Öffentlich,Köln,Eduard-Mörike-Schule Städt. Förderschule m. dem Förderschwer- punkt Emotionale und soziale Entwicklung,02203996620,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
154222,08,Städt. Förderschule,"Berliner Str. 975, mit dem FSP",Emotionale und soziale Entwicklung,"Köln, FÖ ES Berliner Str.",3,51069,Köln,Berliner Str. 975,0221,22252880,0221,222528824,154222@schule.nrw.de,http://www.schule-berlinerstrasse.de,1,10182,05315000,1,01.08.1973,EPSG:25832,362555,5651875,,51.002012,7.041082,Förderschule,Öffentlich,Köln,"Städt. Förderschule Berliner Str. 975, mit dem FSP Emotionale und soziale Entwicklung",022122252880,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
154246,08,Paul-Maar-Schule,der Stadt Köln,Förderschule Sprache,"Köln, FÖ SQ Paul-Maar-Schule",3,50676,Köln,Marienplatz 2,0221,35533640,0221,355336417,154246@schule.nrw.de,http://www.paul-maar-schule-koeln.de,1,10182,05315000,1,01.08.1973,EPSG:25832,356454,5644464,,50.933921,6.957111,Förderschule,Öffentlich,Köln,Paul-Maar-Schule der Stadt Köln Förderschule Sprache,022135533640,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
154260,08,Städtische Förderschule,Förderschwerpunkt Geistige Entwicklung,Kolkrabenweg,"Köln, FÖ GG Kolkrabenweg",3,50829,Köln,Kolkrabenweg 8-10,0221,28557919,0221,28557910,154260@schule.nrw.de,http://www.kolkrabenweg.de,1,10182,05315000,1,01.08.1973,EPSG:25832,350974,5648025,,50.964532,6.87772,Förderschule,Öffentlich,Köln,Städtische Förderschule Förderschwerpunkt Geistige Entwicklung Kolkrabenweg,022128557919,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
154337,08,Stadt Köln,Martin-Köllen-Schule,Förderschule Lernen,"Köln, FÖ LE, ES Martin-Köllen-Schule",3,51105,Köln,Hachenburger Str. 11,0221,35589680,0221,355896888,154337@schule.nrw.de,http://martin-koellen-schule.de,1,10182,05315000,1,01.08.1973,EPSG:25832,359082,5644242,,50.932574,6.994573,Förderschule,Öffentlich,Köln,Stadt Köln Martin-Köllen-Schule Förderschule Lernen,022135589680,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
154362,08,"Gertrud-Bollenrath-Schule, Förderschule",i. Verb. FSP Lernen u. Emot. u. soz.,"Entwicklung, Primar- u. Sekundarstufe I","Köln, FÖ LE, ES Getrud-Bollenrath-Schule",3,50767,Köln,Soldiner Str. 68,0221,35661170,0221,356611729,154362@schule.nrw.de,https://www.gertrud-bollenrath-schule.de,1,10182,05315000,1,01.08.1973,EPSG:25832,351791,5652630,,51.006125,6.887469,Förderschule,Öffentlich,Köln,"Gertrud-Bollenrath-Schule, Förderschule i. Verb. FSP Lernen u. Emot. u. soz. Entwicklung, Primar- u. Sekundarstufe I",022135661170,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
154374,08,Wilhelm-Leyendecker-Schule,Städtische Förderschule,mit dem Förderschwerpunkt Lernen,"Köln, FÖ LE Wilhelm-Leyendecker-Schule",3,50825,Köln,Leyendeckerstr. 20-24,0221,9556960,0221,556560,154374@schule.nrw.de,http://www.wilhelm-leyendecker-schule-koeln.de,1,10182,05315000,1,01.08.1973,EPSG:25832,353312,5646948,,50.955453,6.911426,Förderschule,Öffentlich,Köln,Wilhelm-Leyendecker-Schule Städtische Förderschule mit dem Förderschwerpunkt Lernen,02219556960,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
154428,08,LVR-Förderschule Köln,Severinschule,Förderschwerpunkt Sehen,"Köln, FÖ SE Severinschule",3,50676,Köln,Weberstr. 29-31,0221,31081110,0221,31081131,154428@schule.nrw.de,http://www.severin-schule.lvr.de,1,10029,05315000,1,01.08.1973,EPSG:25832,356562,5644082,,50.930515,6.958797,Förderschule,Öffentlich,Köln,LVR-Förderschule Köln Severinschule Förderschwerpunkt Sehen,022131081110,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
154465,08,Städtische Förderschule,Thyminanweg,mit dem FSP Lernen,"Köln, FÖ LE Thymianweg",3,51061,Köln,Thymianweg 1a,0221,965950,0221,9659521,154465@schule.nrw.de,http://www.schule-thymianweg.de,1,10182,05315000,1,01.08.1973,EPSG:25832,361778,5649501,,50.98049,7.030918,Förderschule,Öffentlich,Köln,Städtische Förderschule Thyminanweg mit dem FSP Lernen,0221965950,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
154490,08,Städtische Förderschule,mit dem Förderschwerpunkt,Geistige Entwicklung,"Köln, FÖ GG Auf dem Sandberg",3,51105,Köln,Auf dem Sandberg 120,0221,71661360,0221,716613625,154490@schule.nrw.de,http://www.schule-sandberg.de/,1,10182,05315000,1,01.08.1973,EPSG:25832,359116,5642412,,50.916136,6.995763,Förderschule,Öffentlich,Köln,Städtische Förderschule mit dem Förderschwerpunkt Geistige Entwicklung,022171661360,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
154507,08,Förderschule der Stadt Köln,Förderschwerpunkt Geistige Entwicklung,,"Köln, FÖ GG Redwitzstr.",3,50937,Köln,Redwitzstr. 80,0221,22210120,0221,222101214,154507@schule.nrw.de,https://www.foerderschule-redwitzstrasse.de/,1,10182,05315000,1,01.08.1973,EPSG:25832,354028,5643229,,50.922214,6.923104,Förderschule,Öffentlich,Köln,Förderschule der Stadt Köln Förderschwerpunkt Geistige Entwicklung,022122210120,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
154519,08,Städt. Förderschule Lindweiler Hof,Förderschwerpunkt Emotionale und,soziale Entwicklung,"Köln, FÖ ES Lindweiler Hof",3,50737,Köln,Paul-Humburg-Str. 13,0221,47441760,0221,5304751,154519@schule.nrw.de,http://www.lindweilerhof.de,1,10182,05315000,1,01.08.1973,EPSG:25832,354197,5651245,,50.994293,6.922295,Förderschule,Öffentlich,Köln,Städt. Förderschule Lindweiler Hof Förderschwerpunkt Emotionale und soziale Entwicklung,022147441760,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
154880,08,Pestalozzischule,Förderschule mit dem Förderschwerpunkt,Geistige Entwicklung der Stadt Köln,"Köln, FÖ GG Pestalozzi",3,51147,Köln,Sportplatzstr. 82-84,02203,8988770,02203,89887777,154880@schule.nrw.de,http://www.pestalozzischule-koeln.de,1,10182,05315000,1,01.08.1973,EPSG:25832,366429,5636541,,50.865108,7.101883,Förderschule,Öffentlich,Köln,Pestalozzischule Förderschule mit dem Förderschwerpunkt Geistige Entwicklung der Stadt Köln,022038988770,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
158550,10,Städt. Werner-von-Siemens-Realschule,,,"Düsseldorf, RS Werner-von-Siemens",1,40237,Düsseldorf,Rethelstr. 13,0211,8927174,0211,8927187,158550@schule.nrw.de,http://rs-rethelstr.schulen.duesseldorf.de,1,10042,05111000,1,01.08.1973,EPSG:25832,346348,5677841,,51.231236,6.799204,Realschule,Öffentlich,Düsseldorf,Städt. Werner-von-Siemens-Realschule,02118927174,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0
158574,10,Städtische Flora-Realschule,- Sekundarstufe I -,,"Düsseldorf, RS Florastraße",1,40217,Düsseldorf,Florastr. 69,0211,8927408,0211,8929902,158574@schule.nrw.de,http://www.flora-realschule.de,1,10042,05111000,1,01.08.1973,EPSG:25832,344382,5675695,,51.21142,6.771998,Realschule,Öffentlich,Düsseldorf,Städtische Flora-Realschule - Sekundarstufe I -,02118927408,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0
158586,10,Justus-von-Liebig-Realschule,Städt. Realschule,- Sekundarstufe I -,"Düsseldorf,RS Justus-von-Liebig-Realsch.",1,40476,Düsseldorf,Ottweilerstr. 20,0211,8926790,0211,8926795,158586@schule.nrw.de,http://justus-von-liebig-realschule.de,1,10042,05111000,1,01.08.1973,EPSG:25832,345160,5679629,,51.24698,6.781428,Realschule,Öffentlich,Düsseldorf,Justus-von-Liebig-Realschule Städt. Realschule - Sekundarstufe I -,02118926790,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0
158598,10,Anne-Frank-Realschule,Städt. Schule der Sekundarstufe I,,"Düsseldorf, RS Anne-Frank",1,40233,Düsseldorf,Ackerstr. 174,0211,8927580,0211,8929591,158598@schule.nrw.de,http://schulen.duesseldorf.de/rs-ackerstr/,1,10042,05111000,1,01.08.1973,EPSG:25832,347021,5677746,,51.230563,6.808876,Realschule,Öffentlich,Düsseldorf,Anne-Frank-Realschule Städt. Schule der Sekundarstufe I,02118927580,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,7.0
158604,10,Städt. Thomas-Edison-Realschule,- Schule der Sekundarstufe I -,,"Düsseldorf, RS Thomas-Edison",1,40235,Düsseldorf,Schlüterstr. 18-20,0211,8927551,0211,8929602,158604@schule.nrw.de,http://www.rs-thomas-edison.eschool.de,1,10042,05111000,1,01.08.1973,EPSG:25832,347915,5677860,,51.231826,6.821623,Realschule,Öffentlich,Düsseldorf,Städt. Thomas-Edison-Realschule - Schule der Sekundarstufe I -,02118927551,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0
158616,10,Städtische Toni-Turek-Realschule,- Sekundarstufe I -,,"Düsseldorf, RS Toni-Turek",1,40474,Düsseldorf,Klapheckstr. 31,0211,8994029,0211,8929228,158616@schule.nrw.de,http://www.toniturekrealschule.de,1,10042,05111000,1,01.08.1973,EPSG:25832,343558,5681015,,51.258997,6.757887,Realschule,Öffentlich,Düsseldorf,Städtische Toni-Turek-Realschule - Sekundarstufe I -,02118994029,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0
158630,10,Städt. Freiherr-vom-Stein-Realschule,- Schule der Sekundarstufe I -,Tagesschule,"Düsseldorf, RS Freiherr-vom-Stein",1,40223,Düsseldorf,Färberstr. 40,0211,8998470,0211,8929519,158630@schule.nrw.de,https://www.fvs-realschule.de/,1,10042,05111000,1,01.08.1973,EPSG:25832,345445,5675422,,51.209256,6.787323,Realschule,Öffentlich,Düsseldorf,Städt. Freiherr-vom-Stein-Realschule - Schule der Sekundarstufe I - Tagesschule,02118998470,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0
