schulnummer,schulname,school_type,schulkategorie,schulform_raw,klassenstufe,strasse,plz,ort,stadt,bundesland,ortsteil,latitude,longitude,telefon,fax,email,website,traegerschaft,traeger_name,form_der_privatschule,schulleitung,stv_schulleitung,schueler_gesamt,klassenzahl,unterrichtszeit,unterrichtszeit_erlaeuterung,profile,sonstige_profile,foerderschwerpunkt,unterrichtssprache,fruehe_fremdsprache,erste_fremdsprache,zweite_fremdsprache,dritte_fremdsprache,sprachen,art_des_angebots,ganztagsform,besonderheiten,besonderheiten_erlaeuterung,auszeichnungen,foerderverein,schulbibliothek,namensgebung,berufsbereiche,ausbildungsberufe,schulform_bemerkung,ndh_count,sw_portal_url,sw_portal_slug,data_source,data_retrieved,traffic_accidents_total,traffic_accidents_per_year,traffic_accidents_fatal,traffic_accidents_serious,traffic_accidents_minor,traffic_accidents_bicycle,traffic_accidents_pedestrian,traffic_accidents_school_hours,traffic_nearest_accident_m,traffic_data_years,traffic_data_source,transit_rail_01_name,transit_rail_01_distance_m,transit_rail_01_latitude,transit_rail_01_longitude,transit_rail_01_lines,transit_rail_02_name,transit_rail_02_distance_m,transit_rail_02_latitude,transit_rail_02_longitude,transit_rail_02_lines,transit_rail_03_name,transit_rail_03_distance_m,transit_rail_03_latitude,transit_rail_03_longitude,transit_rail_03_lines,transit_tram_01_name,transit_tram_01_distance_m,transit_tram_01_latitude,transit_tram_01_longitude,transit_tram_01_lines,transit_tram_02_name,transit_tram_02_distance_m,transit_tram_02_latitude,transit_tram_02_longitude,transit_tram_02_lines,transit_tram_03_name,transit_tram_03_distance_m,transit_tram_03_latitude,transit_tram_03_longitude,transit_tram_03_lines,transit_bus_01_name,transit_bus_01_distance_m,transit_bus_01_latitude,transit_bus_01_longitude,transit_bus_01_lines,transit_bus_02_name,transit_bus_02_distance_m,transit_bus_02_latitude,transit_bus_02_longitude,transit_bus_02_lines,transit_bus_03_name,transit_bus_03_distance_m,transit_bus_03_latitude,transit_bus_03_longitude,transit_bus_03_lines,transit_stops_500m,transit_stop_count_1000m,transit_all_lines_1000m,transit_accessibility_score,crime_stadt,crime_bezirk,crime_bezirk_population,crime_bezirk_index,crime_haeufigkeitszahl_2023,crime_aufklaerungsquote_2023,crime_straftaten_2023,crime_strassenraub_2023,crime_koerperverletzung_2023,crime_diebstahl_fahrrad_2023,crime_wohnungseinbruch_2023,crime_straftaten_2023_rate_per_100k,crime_strassenraub_2023_rate_per_100k,crime_koerperverletzung_2023_rate_per_100k,crime_diebstahl_fahrrad_2023_rate_per_100k,crime_wohnungseinbruch_2023_rate_per_100k,crime_data_source
,Gymnasium Süd,Gymnasium,weiterfuehrende-allgemeinbildende-schulen,"Gymnasium, Weiterführende allgemeinbildende Schule",,Diesterwegstraße 11,60594,Frankfurt am Main,Frankfurt am Main,Hessen,Sachsenhausen,50.1017082,8.68286,+49 69 212 41170,+49 69 212 44710,Poststelle.gymnasium-sued@stadt-frankfurt.de,https://gymnasium-sued.de,Stadt Frankfurt am Main,,,Thomas Strauch,,575.0,,,,"Schwerpunkt Sprachen, Schwerpunkt Mathematik, Schwerpunkt Naturwissenschaften, Schwerpunkt Neue Technologien",,,,,Englisch,"Französisch, Spanisch, Latein, Bilingual, Englisch",,"Englisch, Französisch, Spanisch, Latein, Bilingual, Englisch",,,"AGs am Nachmittag, Ganztägig arbeitende Schule, Hausaufgabenhilfe/-betreuung, Mittagessen",,,,Von der Stadtbücherei aufgebaut und organisiert,Benannt nach der Bildungsregion.,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/gymnasium-sued,gymnasium-sued,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Schweizer Platz,127.0,50.1016084,8.6810861,,Gartenstraße Museumsufer,284.0,50.1031575,8.6795856,,Frankfurt (Main) Süd,359.0,50.099356,8.6863016,,Schwanthalerstraße,132.0,50.1011645,8.681209,,Schweizer-/Gartenstraße,269.0,50.1031023,8.679772,,Südbahnhof,280.0,50.09985,8.6855118,,Schwanthalerstraße,130.0,50.1011728,8.6812389,,Südbahnhof,241.0,50.100146,8.6851923,,Schweizer-/Gartenstraße,270.0,50.1031548,8.6798128,,67,169,"14, 18, N16",50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Heinrich-von-Gagern-Gymnasium,Gymnasium,weiterfuehrende-allgemeinbildende-schulen,"Gymnasium, Weiterführende allgemeinbildende Schule",5-12,Bernhard-Grzimek-Allee 6-8,60316,Frankfurt am Main,Frankfurt am Main,Hessen,Ostend,50.114,8.70149,+49 69 212 35150,+49 69 212 40537,poststelle.heinrich-von-gagern-gymnasium@stadt-frankfurt.de,http://www.hvgg.de,Stadt Frankfurt am Main,,,Herr Dr. Köhler,Herr Weschke,868.0,24.0,08:00 - 13:15 Uhr,,"Angebote für neu aufgenommene Schüler, Gewaltprävention (Mediation / Konfliktschlichtung), Hilfen zur Berufsorientierung, Schüleraustausch / Schulpartnerschaft, Schwerpunkt Kunst, Schwerpunkt Musik, Schwerpunkt Neue Technologien, Schwerpunkt Sprachen",,,,,Latein,Englisch,"Französisch, Griechisch, Italienisch","Latein, Englisch, Französisch, Griechisch, Italienisch",,Schule mit Ganztagsangeboten - Profil 2,"AGs am Nachmittag, Ganztagsangebote, Kooperationspartner, Mittagessen, Pausenverkauf",,,,Schülerzeitung,,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/heinrich-von-gagern-gymnasium,heinrich-von-gagern-gymnasium,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,"Bernhard-Grzimek-Allee, Hölderlinstraße",231.0,50.1153501,8.6990228,,Zoo,260.0,50.1154467,8.6986254,,"Alfred-Brehm-Platz, Zoo",283.0,50.1158726,8.698797,,Zobelstraße,119.0,50.112939,8.7012306,,Zoo,224.0,50.1154416,8.6992953,,Ostendstraße,321.0,50.1133086,8.6971262,,Zobelstraße,110.0,50.1130777,8.7009156,,Ostendstraße,266.0,50.1131132,8.6980275,,Zoo,268.0,50.115354,8.6983885,,56,159,"14, 18, n72",50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Helene-Lange-Schule,Gymnasium,weiterfuehrende-allgemeinbildende-schulen,"Gymnasium, Weiterführende allgemeinbildende Schule",5-10,Breuerwiesenstraße 4,65929,Frankfurt am Main,Frankfurt am Main,Hessen,Höchst,50.1071,8.55401,+49 69 212 45503,+49 69 212 45766,poststelle.helene-lange-schule@stadt-frankfurt.de,http://www.hela-frankfurt.de,Stadt Frankfurt am Main,,,Christian Kalina,Bernd Graupner,699.0,26.0,07:55 - 16:15,,"Schwerpunkt Kunst, Schwerpunkt Musik",,,,,"Englisch, Französisch","Englisch, Französisch, Latein",Spanisch,"Englisch, Französisch, Englisch, Französisch, Latein, Spanisch",,Schule mit Ganztagsangeboten - Profil 2,"Ganztägig arbeitende Schule, Hausaufgabenhilfe/-betreuung",,Gesundheitsfördernde Schule,Gemeinschaft der Förderer der Helene-Lange-Schule (https://www.gdf-hela-frankfurt.de),Schüleraustausch,"Helene Lange (1848 - 1930) Frauenrechtlerin, Vorsitzende des deutschen Lehrerinnenverbandes",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/helene-lange-schule,helene-lange-schule,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Sossenheim,872.0,50.1149359,8.5536044,,Frankfurt-Höchst,979.0,50.1027438,8.5420871,,Nied,1350.0,50.1023216,8.5714188,,Zuckschwerdtstraße,453.0,50.1031171,8.5526441,,Bolongaropalast,606.0,50.1017019,8.5528179,,Tillystraße,767.0,50.1014862,8.5602552,,Auerstraße,129.0,50.1063091,8.5526847,,Friedhof Kurmainzer Straße,304.0,50.1092971,8.5514645,,Konrad-Glatt-Straße,354.0,50.1066667,8.5490863,,20,77,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Helmholtzschule,Gymnasium,weiterfuehrende-allgemeinbildende-schulen,"Gymnasium, Weiterführende allgemeinbildende Schule",5-13,Habsburgerallee 57-59,60385,Frankfurt am Main,Frankfurt am Main,Hessen,Ostend,50.116,8.70914,+49 69 212 35284,+49 69 212 32974,poststelle.helmholtzschule@stadt-frankfurt.de,http://www.helmholtzschule-frankfurt.de,Stadt Frankfurt am Main,,,Gerrit Ulmke,Oliver Knothe,900.0,24.0,ab 08:00,,"Schwerpunkt Musik, Schwerpunkt Naturwissenschaften, Schwerpunkt Neue Technologien, Schwerpunkt Kunst",,,Deutsch,,Englisch,"Französisch, Latein","Spanisch, Bilingual, Englisch","Englisch, Französisch, Latein, Spanisch, Bilingual, Englisch",,Schule mit Ganztagsangeboten - Profil 2,"AGs am Nachmittag, Ganztägig arbeitende Schule, Hausaufgabenhilfe/-betreuung, Mittagessen",,,VFFH – Verein der Freunde und Förderer der Helmholtzschule,Schulzeitung,Hermann von Helmholtz (1821 - 1894) Physiker und Physiologe,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/helmholtzschule,helmholtzschule,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Habsburgerallee,130.0,50.1170683,8.7084097,,"Waldschmidtstraße, Röhnstraße",141.0,50.1165034,8.7073308,,Röhnstraße,162.0,50.1174401,8.708772,,Ostbahnhof/Honsellstraße,511.0,50.1114085,8.7092686,,Habsburger-/Wittelsbacherallee,535.0,50.120346,8.705918,,Osthafenplatz,549.0,50.1119161,8.7134711,,Habsburgerallee,105.0,50.1168871,8.7086486,,Ostbahnhof/Danziger Platz,236.0,50.1140133,8.7079599,,Ostbahnhof/Honsellstraße,507.0,50.1114411,8.7092351,,26,124,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Hessenkolleg Frankfurt,Schule f. Erwachsene (Abendschule),weiterfuehrende-allgemeinbildende-schulen,"Schule f. Erwachsene (Abendschule), Weiterführende allgemeinbildende Schule",11-13,Martin-Elsässer-Weg 6,60314,Frankfurt am Main,Frankfurt am Main,Hessen,Ostend,50.1182985,8.6195322,+49 69 212 40090,,sekretariat@hessenkolleg-frankfurt.de,http://www.hessenkolleg-frankfurt.de/,Private Träger,Land Hessen,,Frank-Armin Neumann,N.N.,120.0,8.0,08:00 bis 15:20,,"Schwerpunkt Naturwissenschaften, Schwerpunkt Sprachen, Schwerpunkt Kunst, Schwerpunkt Sport",,,,,Englisch,"Französisch, Spanisch",,"Englisch, Französisch, Spanisch",,,Mittagessen,,,Vereinigung der Freunde und Förderer des Hessenkollegs Frankfurt e. V.,,,,,Abitur und Fachhochschulreife,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/hessenkolleg-frankfurt,hessenkolleg-frankfurt,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Frankfurt-Rödelheim,1148.0,50.1247899,8.6070103,,Fischstein,1296.0,50.1293756,8.6251947,,Industriehof,1359.0,50.1285885,8.6298175,,Rebstockbad,511.0,50.1137127,8.6191804,,Leonardo-da-Vinci-Allee,753.0,50.1134821,8.6269473,,An der Dammheide,828.0,50.11727,8.6310384,,Postsiedlung,295.0,50.1186683,8.6236316,,Sternbrücke,343.0,50.1212936,8.6206686,,Parkweg,467.0,50.1217433,8.6157783,,11,47,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Hostatoschule,Hauptschule,weiterfuehrende-allgemeinbildende-schulen,"Hauptschule, Weiterführende allgemeinbildende Schule",1-10,Hostatostraße 38,65929,Frankfurt am Main,Frankfurt am Main,Hessen,Höchst,50.1009,8.54451,+49 69 212 45553,+49 69 212 45791,poststelle.hostatoschule@stadt-frankfurt.de,http://www.hostatoschule.de,Stadt Frankfurt am Main,,,Marianna Papadopoulou,,360.0,20.0,08:00 bis 15:00 Uhr,,"Förderung der Deutschkenntnisse, Gewaltprävention (Mediation / Konfliktschlichtung), Hilfen zur Berufsorientierung, Integrativer Unterricht, Schüleraustausch / Schulpartnerschaft, Schulgarten / Schulhofgestaltung, Schwerpunkt Neue Technologien, Umweltschule",,,Deutsch,Englisch,"Englisch, Herkunftssprachlicher Unterricht, Arabisch, Bosnisch, Kroatisch, Serbisch",,,"Englisch, Englisch, Herkunftssprachlicher Unterricht, Arabisch, Bosnisch, Kroatisch, Serbisch",,,"AGs am Nachmittag, Angebote zur beruflichen Orientierung, Besondere Leseförderung, Ganztagsangebote, Jugendhilfeangebot, Kooperationspartner, Pausenverkauf",,,"Förderverein der Hostatoschule, Ansprechpartner/in: Herr Rako",Schullandheim,abgeleitet von dem Fränkischen Edelmannn Hostato,,,Pakt für den Nachmittag,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/hostatoschule,hostatoschule,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Frankfurt-Höchst,268.0,50.1027438,8.5420871,,Frankfurt-Höchst Farbwerke,1177.0,50.098506,8.5284327,,Unterliederbach,1416.0,50.1079758,8.5279993,,Bolongaropalast,599.0,50.1017019,8.5528179,,Zuckschwerdtstraße,623.0,50.103061,8.5525659,,Tillystraße,1125.0,50.1014862,8.5602552,,Höchster Markt,102.0,50.1003051,8.5455955,,Hostatostraße,209.0,50.1020393,8.5468365,,Höchst Bahnhof,223.0,50.1019652,8.5418656,,31,69,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,I. E. Lichtigfeld-Schule,Gymnasium,weiterfuehrende-allgemeinbildende-schulen,"Gymnasium, Weiterführende allgemeinbildende Schule",1-4,Hebelstraße 15-19,60318,Frankfurt am Main,Frankfurt am Main,Hessen,Nordend,50.1208719,8.6870532,+49 69 427289800,+49 69 427289899,lichtigfeld-schule@jg-ffm.de,http://www.lichtigfeld-schule.de,Private Träger,Jüdische Gemeinde Frankfurt am Main K.d.ö.R.,,Dr. Noga Hartmann,Herr Nikola Vucelic,670.0,39.0,s. Erläuterung der Unterrichtszeit,,"Förderung besonderer Begabung, Gewaltprävention (Mediation / Konfliktschlichtung), Integrativer Unterricht, Schwerpunkt Kunst, Schwerpunkt Musik, Schwerpunkt Naturwissenschaften, Schwerpunkt Neue Technologien",,,,"Englisch, Neu-Hebräisch",Englisch,"Französisch, Latein","Spanisch, Weitere Sprachangebote, Russisch, Französisch","Englisch, Neu-Hebräisch, Englisch, Französisch, Latein, Spanisch, Weitere Sprachangebote, Russisch, Französisch",,,"Ganztägig arbeitende Schule, Hausaufgabenhilfe/-betreuung, Kooperationspartner",,,Förderverein Lichtigfeld-Schule e. V. Ansprechpartner/in: Herr Schnabel,,Die Schule wurde nach dem Landesrabbiner Isaak Emil Lichtigfeld anlässlich seines ersten Todestages am 13.12.1968 benannt.,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/isaak-emil-lichtigfeld-schule,isaak-emil-lichtigfeld-schule,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Musterschule,144.0,50.12205,8.6862198,,"Berger Straße, Baumweg, Merianplatz",512.0,50.119491,8.6939028,,Merianplatz,581.0,50.1199769,8.6950815,,Hessendenkmal,275.0,50.1189002,8.6893769,,Friedberger Platz,397.0,50.1229292,8.6915958,,Konstablerwache,712.0,50.114492,8.6878891,,Musterschule,67.0,50.1210738,8.6861667,,Scheffeleck,138.0,50.119671,8.687543,36,Hessendenkmal,242.0,50.1204535,8.6903863,,31,161,"32, 36, n4, n72",50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,IGS 15,Integrierte Gesamtschule (IGS),weiterfuehrende-allgemeinbildende-schulen,"Integrierte Gesamtschule (IGS), Weiterführende allgemeinbildende Schule",,Palleskestraße 60,65929,Frankfurt am Main,Frankfurt am Main,Hessen,Höchst,50.1092,8.54279,+49 69 212 71432,+49 69 212 45547,poststelle.igs-15@stadt-frankfurt.de,,Stadt Frankfurt am Main,,,Jens Volcksdorff,Kristina Schuch,600.0,,,,Schwerpunkt Medienbildung,,,,,Englisch,"Französisch, Spanisch",,"Englisch, Französisch, Spanisch",,Schule mit Ganztagsangeboten - Profil 3,Jugendhilfeangebot,,,,Besondere Leseförderung,15te IGS in Frankfurt am Main,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/igs-15-schule-im-aufbau,igs-15-schule-im-aufbau,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Frankfurt-Höchst,720.0,50.1027438,8.5420871,,Sossenheim,1001.0,50.1149359,8.5536044,,Unterliederbach,1064.0,50.1079758,8.5279993,,Zuckschwerdtstraße,975.0,50.1031171,8.5526441,,Bolongaropalast,1098.0,50.1017019,8.5528179,,Tillystraße,1512.0,50.1014862,8.5602552,,Klinikum Höchst,212.0,50.1073203,8.5422862,,Euckenstraße,219.0,50.1095572,8.5397765,,Hospitalplatz,329.0,50.109164,8.5474055,,28,100,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,IGS Eschersheim,Integrierte Gesamtschule (IGS),weiterfuehrende-allgemeinbildende-schulen,"Integrierte Gesamtschule (IGS), Weiterführende allgemeinbildende Schule",1-10,Zehnmorgenstraße 20,60433,Frankfurt am Main,Frankfurt am Main,Hessen,Eschersheim,50.1605,8.65958,+49 69 212 38751,+49 69 212 32343,poststelle.igs-eschersheim@stadt-frankfurt.de,http://www.igs-eschersheim.de,Stadt Frankfurt am Main,,,Martin Ostmann,,700.0,34.0,07:50 bis 17:00 Uhr,,,,,Deutsch,Englisch,Englisch,"Französisch, Herkunftssprachlicher Unterricht, Türkisch",,"Englisch, Englisch, Französisch, Herkunftssprachlicher Unterricht, Türkisch",,Schule mit Frühbetreuung,"AGs am Nachmittag, Angebote zur beruflichen Orientierung, Besondere Leseförderung, Ganztagsangebote, Gewaltprävention, Jugendhilfeangebot, Kooperationspartner, Pausenverkauf",,Umweltschule,Förderkreis der IGS Eschersheim,Schüleraustausch,Die Schule ist im Stadtteil Eschersheim gelegen.,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/igs-eschersheim,igs-eschersheim,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Frankfurt-Eschersheim,484.0,50.1575014,8.6546528,,Weißer Stein,490.0,50.1564973,8.6567156,,Heddernheim,613.0,50.1604473,8.6509722,,Schwabstraße,2395.0,50.1446265,8.682291,,Ginnheim Mitte,2438.0,50.1402029,8.6466334,,Markus-Krankenhaus,2829.0,50.1366419,8.6457914,,Anne-Frank-Siedlung,27.0,50.1602804,8.6594346,,Im Geeren,252.0,50.1625194,8.6611985,,Im Wörth,258.0,50.1581856,8.6598905,,36,88,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,IGS Friedrich Ebert,Integrierte Gesamtschule (IGS),weiterfuehrende-allgemeinbildende-schulen,"Integrierte Gesamtschule (IGS), Weiterführende allgemeinbildende Schule",5-10,Arolser Straße 11,60389,Frankfurt am Main,Frankfurt am Main,Hessen,Seckbach,50.1412257,8.7162032,+49 69 212 47390,+49 69 212 47711,poststelle.friedrich-ebert-schule@stadt-frankfurt.de,https://www.igs-friedrich-ebert.de/,Stadt Frankfurt am Main,,,Simone Hofmann,Christine Fauerbach,600.0,24.0,08:15 bis 15:50 Uhr,,"Schwerpunkt Mathematik, Schwerpunkt Naturwissenschaften, Schwerpunkt Neue Technologien",,,,,Englisch,"Französisch, Spanisch",,"Englisch, Französisch, Spanisch",,Schule mit Ganztagsangeboten - Profil 3,"Angebote zur beruflichen Orientierung, Jugendhilfeangebot, Hausaufgabenhilfe/-betreuung",,Umweltschule,Förderverein der Friedrich-Ebert-Schule e.V. Ansprechpartner/in: Herr Klaus Benecken,Von der Stadtbücherei aufgebaut und organisiert.,"Friedrich Ebert (1871 - 1925) erster Reichspräsident Schule wurde als Röderberg-Reformschule 1921 gegründet und 1930 nach dem ersten deutschen Reichpräsidenten, dem Sozialdemokraten Friedrich Ebert umbenannt.",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/igs-friedrich-ebert,igs-friedrich-ebert,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Nußbaumplatz,808.0,50.1344687,8.7120142,,St. Katherinenkrankenhaus,811.0,50.134502,8.711779,,Seckbacher Landstraße,827.0,50.1342934,8.7120037,,Bodenweg,1047.0,50.1422435,8.7016037,,Walter-Kolb-Siedlung,1095.0,50.1464968,8.7032273,18.0,Friedberger Warte,1270.0,50.1398083,8.6985174,,Eschweger Straße,222.0,50.1393434,8.7172467,,Atzelberg West,230.0,50.140598,8.7192754,38,Atzelberg Mitte,247.0,50.1419436,8.7194835,,16,42,38,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,IGS Herder,Integrierte Gesamtschule (IGS),weiterfuehrende-allgemeinbildende-schulen,"Integrierte Gesamtschule (IGS), Weiterführende allgemeinbildende Schule",5-10,Wittelsbacherallee 6-12,60316,Frankfurt am Main,Frankfurt am Main,Hessen,,50.1178,8.70154,+49 69 212 35334,+49 69 212 40536,poststelle.igs-herder@stadt-frankfurt.de,http://www.igs-herder.de,Stadt Frankfurt am Main,,,Mareike Klauenflügel-Thwaites,,590.0,24.0,07:30 bis 16:00 Uhr,,,,,,,Englisch,"Französisch, Spanisch",,"Englisch, Französisch, Spanisch",,Schule mit Ganztagsangeboten - Profil 3,"Ganztagsangebote, Jugendhilfeangebot, Kooperationspartner, Mittagessen",,,Förderverein der IGS Herder e.V. Ansprechpartner/in: mailto:foerderverein_igs_herder@gmx.de,Von der Stadtbücherei aufgebaut und organisiert.,"Johann Gottfried von Herder (1744 - 1803) Dichter, Theologe, Philosoph",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/igs-herder,igs-herder,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,"Alfred-Brehm-Platz, Zoo",290.0,50.1158726,8.698797,,Zoo,317.0,50.1155813,8.6987436,,"Bernhard-Grzimek-Allee, Hölderlinstraße",326.0,50.1153501,8.6990228,,Waldschmidtstraße,13.0,50.1179126,8.7014759,,Zoo,305.0,50.1154731,8.6992868,,Habsburger-/Wittelsbacherallee,421.0,50.1203687,8.7058835,,Waldschmidtstraße,12.0,50.1179055,8.7015494,,Habsburger-/Wittelsbacherallee,298.0,50.1200427,8.7038376,,Zoo,325.0,50.1161042,8.6978189,,39,136,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,IGS Nordend,Integrierte Gesamtschule (IGS),weiterfuehrende-allgemeinbildende-schulen,"Integrierte Gesamtschule (IGS), Weiterführende allgemeinbildende Schule",5-10,,0None,Frankfurt am Main,Frankfurt am Main,Hessen,Nordend,50.1283,8.70252,+49 69 212 30855,+49 69 212 34283,poststelle.igs-nordend@stadt-frankfurt.de,http://www.igs-nordend.de,Stadt Frankfurt am Main,,,Susanne Frye,Emil Appoh,600.0,24.0,08:30 bis 14:30 Uhr,,"Förderung besonderer Begabung, Förderung der Deutschkenntnisse, Gewaltprävention (Mediation / Konfliktschlichtung), Hilfen zur Berufsorientierung, Integrativer Unterricht, Schüleraustausch / Schulpartnerschaft, Umweltschule, Zertifikat ""Gesundheitsfördernde Schule""",,,,,Englisch,"Französisch, Latein, Herkunftssprachlicher Unterricht, Türkisch",,"Englisch, Französisch, Latein, Herkunftssprachlicher Unterricht, Türkisch",,Schule mit Ganztagsangeboten - Profil 2,"AGs am Nachmittag, Ganztagsangebote, Hausaufgabenhilfe/-betreuung, Jugendhilfeangebot, Kooperationspartner, Mittagessen, Pausenverkauf, Sportangebote",,"Umweltschule, Hochbegabtensiegel, Schule mir Courage, Changemaker School","Verein der Freunde und Förderer der IGS Nordend e. V. Ansprechpartner/in: Frau Stübe-Haag, 1. Vorsitzende",Von der Stadtbücherei aufgebaut und organisiert.,"Benannt nach dem Stadtteil, in dem die Schule steht.",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/igs-nordend,igs-nordend,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,"Berger Straße, Wiesenstraße",430.0,50.1253534,8.7064236,,Bornheim Mitte,446.0,50.126098,8.7077502,,"Berger Straße, Saalburgstraße",448.0,50.1261176,8.707801,,Hartmann-Ibach-Straße,95.0,50.1274935,8.7029603,,Günthersburgpark (Jina-Mahsa-Amini-Platz),183.0,50.1288885,8.7001207,,Burgstraße,188.0,50.1275798,8.7049036,,Burgstraße,186.0,50.1276297,8.7049104,,Prüfling,265.0,50.1286606,8.7061881,,Usinger Straße,363.0,50.1309841,8.7054098,,34,121,"32, 34, 38, 43, OF-103, n4, n5",50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
