schulnummer,schulname,school_type,schulkategorie,schulform_raw,klassenstufe,strasse,plz,ort,stadt,bundesland,ortsteil,latitude,longitude,telefon,fax,email,website,traegerschaft,traeger_name,form_der_privatschule,schulleitung,stv_schulleitung,schueler_gesamt,klassenzahl,unterrichtszeit,unterrichtszeit_erlaeuterung,profile,sonstige_profile,foerderschwerpunkt,unterrichtssprache,fruehe_fremdsprache,erste_fremdsprache,zweite_fremdsprache,dritte_fremdsprache,sprachen,art_des_angebots,ganztagsform,besonderheiten,besonderheiten_erlaeuterung,auszeichnungen,foerderverein,schulbibliothek,namensgebung,berufsbereiche,ausbildungsberufe,schulform_bemerkung,ndh_count,sw_portal_url,sw_portal_slug,data_source,data_retrieved,traffic_accidents_total,traffic_accidents_per_year,traffic_accidents_fatal,traffic_accidents_serious,traffic_accidents_minor,traffic_accidents_bicycle,traffic_accidents_pedestrian,traffic_accidents_school_hours,traffic_nearest_accident_m,traffic_data_years,traffic_data_source,transit_rail_01_name,transit_rail_01_distance_m,transit_rail_01_latitude,transit_rail_01_longitude,transit_rail_01_lines,transit_rail_02_name,transit_rail_02_distance_m,transit_rail_02_latitude,transit_rail_02_longitude,transit_rail_02_lines,transit_rail_03_name,transit_rail_03_distance_m,transit_rail_03_latitude,transit_rail_03_longitude,transit_rail_03_lines,transit_tram_01_name,transit_tram_01_distance_m,transit_tram_01_latitude,transit_tram_01_longitude,transit_tram_01_lines,transit_tram_02_name,transit_tram_02_distance_m,transit_tram_02_latitude,transit_tram_02_longitude,transit_tram_02_lines,transit_tram_03_name,transit_tram_03_distance_m,transit_tram_03_latitude,transit_tram_03_longitude,transit_tram_03_lines,transit_bus_01_name,transit_bus_01_distance_m,transit_bus_01_latitude,transit_bus_01_longitude,transit_bus_01_lines,transit_bus_02_name,transit_bus_02_distance_m,transit_bus_02_latitude,transit_bus_02_longitude,transit_bus_02_lines,transit_bus_03_name,transit_bus_03_distance_m,transit_bus_03_latitude,transit_bus_03_longitude,transit_bus_03_lines,transit_stops_500m,transit_stop_count_1000m,transit_all_lines_1000m,transit_accessibility_score,crime_stadt,crime_bezirk,crime_bezirk_population,crime_bezirk_index,crime_haeufigkeitszahl_2023,crime_aufklaerungsquote_2023,crime_straftaten_2023,crime_strassenraub_2023,crime_koerperverletzung_2023,crime_diebstahl_fahrrad_2023,crime_wohnungseinbruch_2023,crime_straftaten_2023_rate_per_100k,crime_strassenraub_2023_rate_per_100k,crime_koerperverletzung_2023_rate_per_100k,crime_diebstahl_fahrrad_2023_rate_per_100k,crime_wohnungseinbruch_2023_rate_per_100k,crime_data_source
,Fried-Lübbecke-Schule,Grundschule,grundschulen,Grundschule,1-4,,0None,Frankfurt am Main,Frankfurt am Main,Hessen,Eschersheim,50.1638,8.65505,+49 69 212 38754,+49 69 212 38338,poststelle.fried-luebbecke-schule@stadt-frankfurt.de,http://www.fls-frankfurt.de,Stadt Frankfurt am Main,,,Petra Heinicke-Mathieu,,180.0,8.0,siehe Erläuterungen,,"Schwerpunkt Neue Technologien, Schwerpunkt Sport",Schwerpunkte,,Deutsch,Französisch,,,,Französisch,Ganztagsangebote,Schule mit Frühbetreuung,"AGs am Nachmittag, Förderung der Deutschkenntnisse, Ganztagsangebote, Jugendhilfeangebot",,,"""Förderkreis der Fried-Lübbecke-Schule"", Kontakt: foerderkreis-fls@web.de",Schüleraustausch,"Fried Lübbecke (1883-1965), Kunsthistoriker",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/fried-luebbecke-schule,fried-luebbecke-schule,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Heddernheim,434.0,50.1614334,8.6502107,,Sandelmühle,695.0,50.165229,8.6455466,,Frankfurt-Eschersheim,701.0,50.1575014,8.6546528,,Ginnheim Mitte,2692.0,50.1402029,8.6466334,,Schwabstraße,2883.0,50.1446265,8.682291,,Markus-Krankenhaus,3091.0,50.1366419,8.6457914,,Am Grünen Graben,5.0,50.1637576,8.6550236,,Dreihäusergasse,255.0,50.1615677,8.6558886,,Im Uhrig,257.0,50.1660637,8.6557921,,23,81,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Friedrich-Fröbel-Schule,Grundschule,grundschulen,Grundschule,1-4,Else-Alken-Straße 3,60528,Frankfurt am Main,Frankfurt am Main,Hessen,Niederrad,50.0796,8.64294,+49 69 6662736,+49 69 66163140,poststelle.friedrich-froebel-schule@stadt-frankfurt.de,http://www.ffsfrankfurt.de,Stadt Frankfurt am Main,,,Sandra Althaus,Karin Hager,535.0,15.0,08:00 bis 13:15 Uhr,,,,,Deutsch,"Englisch, Herkunftssprachlicher Unterricht, Kroatisch, Türkisch",,,,"Englisch, Herkunftssprachlicher Unterricht, Kroatisch, Türkisch",Ganztagsangebote,Schule mit Frühbetreuung,"Besondere Leseförderung, Förderung der Deutschkenntnisse, Ganztagsangebote",,,,Jugendhilfeangebot,"Friedrich Fröbel, (1782-1852), Reformpädagoge",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/friedrich-froebel-schule,friedrich-froebel-schule,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Frankfurt-Niederrad,427.0,50.0807744,8.6372448,,Frankfurt am Main Stadion,1450.0,50.0682137,8.6330468,,Frankfurt-Louisa,2014.0,50.0838234,8.6703942,,Melibocusstraße,332.0,50.0816854,8.639611,,Niederrad Bahnhof,432.0,50.0807812,8.6371756,,Gerauer Straße,507.0,50.0839346,8.6451377,,Güntherstraße,283.0,50.0814075,8.6457291,,Gundhofstraße,301.0,50.0793015,8.647128,,Melibocusstraße,308.0,50.0819134,8.6405556,,36,114,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Friedrich-List-Schule,Grundschule,grundschulen,Grundschule,1-4,Heusingerstraße 14,65934,Frankfurt am Main,Frankfurt am Main,Hessen,Nied,50.1073,8.58107,+49 69 212 43995,,poststelle.friedrich-list-schule@stadt-frankfurt.de,https://friedrich-list-schule-frankfurt.de/,Stadt Frankfurt am Main,,,Ingmarie Köhler,N.N.,340.0,15.0,08:00 bis 13:15 Uhr,,Gewaltprävention,,,Deutsch,"Englisch, Herkunftssprachlicher Unterricht, Kroatisch, Türkisch",,,,"Englisch, Herkunftssprachlicher Unterricht, Kroatisch, Türkisch",Ganztagsangebote,Schule mit Frühbetreuung,"AGs am Nachmittag, Besondere Leseförderung, Förderung der Deutschkenntnisse, Ganztagsangebote, Gewaltprävention, Kooperationspartner",,"Internet ABC-Schule, Energiesparschule","""Förderverein der Friedrich-List-Schule e.V.""",Öffnungszeiten: Während der Schulzeiten. Konzept: Verleihbibliothek. Von der Stadtbücherei aufgebaut und organisiert.,"Friedrich List (1789 bis 1846). Er wird meist als ""Nationalökonom"" und ""Vorkämpfer der deutschen Einheit"" gefeiert. Ohne ihn ist das deutsche Eisenbahnwesen nicht vorstellbar, der Bau der Strecke Dresden-Leipzig ist im Wesentlichen ihm zu verdanken. Er gilt als Wegbereiter des deutschen Zollvereins, welcher die deutsche Einheit auf wirtschaftlichem Gebiet förderte und den Aufschwung der deutschen Industrie förderte.",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/friedrich-list-schule,friedrich-list-schule,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Nied,883.0,50.1023216,8.5714188,,Sossenheim,2135.0,50.1149359,8.5536044,,Griesheim,2270.0,50.094362,8.6056814,,Birminghamstraße,825.0,50.1000269,8.5787719,,Jägerallee,1030.0,50.1001583,8.590261,,Luthmerstraße,1039.0,50.0993131,8.5735035,,Heusingerstraße,115.0,50.106274,8.5808599,,Neumarkt,216.0,50.1072866,8.5840919,,Nidda-Kampfbahn,451.0,50.1048582,8.5760185,,10,23,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Georg-Büchner-Schule (Grundschule),Grundschule,grundschulen,"Integrierte Gesamtschule (IGS), Grundschule",1-10,Pfingstbrunnenstraße 15-17,60486,Frankfurt am Main,Frankfurt am Main,Hessen,Bockenheim,50.1161077,8.6370427,+49 69 212 34130,+49 69 212 39006,poststelle.georg-buechner-schule@stadt-frankfurt.de,http://www.gbs-ffm.de,Stadt Frankfurt am Main,,,Hilde Zeyen,N.N.,1114.0,50.0,siehe Erläuterung der Unterrichtszeit,,"Hilfen zur Berufsorientierung, Schüleraustausch / Schulpartnerschaft, Schulgarten / Schulhofgestaltung, Schwerpunkt Musik, Schwerpunkt Kunst",Schwerpunkte,,Deutsch,Englisch,Englisch,"Französisch, Spanisch, Herkunftssprachlicher Unterricht, Arabisch, Türkisch, Weitere Sprachangebote",,"Englisch, Englisch, Französisch, Spanisch, Herkunftssprachlicher Unterricht, Arabisch, Türkisch, Weitere Sprachangebote",,Schule mit Frühbetreuung,"AGs, Angebote zur beruflichen Orientierung, Ganztagsangebote, Jugendhilfeangebot, Kooperationspartner, Pausenverkauf",,"SchülerPressePreise für den Blog ‚gbs-weekly‘ (2019, 2020, 2021), Frankfurter Nachhaltigkeitspreis (2021), Frankfurter Schulpreis 2022 ( 3. Pl.)","""Verein der Freunde und Förderer der Georg-Büchner-Schule Frankfurt e.V."", Ansprechpartner: Herr Hundertmark",Öffnungszeiten: Montag bis Donnerstag von 9 bis 12 Uhr und nach Vereinbarung. Von der Stadtbücherei aufgebaut und organisiert.,"Georg Büchner (1813-1837), Schriftsteller, Sozialkritiker, Wissenschaftler",,,Integrierte Gesamtschule mit Grundstufe,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/georg-buechner-schule,georg-buechner-schule,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Frankfurt (Main) West,391.0,50.1194076,8.638936,,Frankfurt am Main Messe,652.0,50.1119428,8.6434702,,Kurfürstenstraße,942.0,50.1228816,8.6449723,,Kuhwaldstraße,267.0,50.116895,8.6405756,,An der Dammheide,447.0,50.1172466,8.6310353,,Nauheimer Straße,493.0,50.1168593,8.6438539,,Philipp-Reis-Straße,145.0,50.1149056,8.6362497,,Westbahnhof,403.0,50.1190092,8.640436,,Emser Straße,418.0,50.1140481,8.6419399,,25,92,"32, 36, 73",60.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Goldsteinschule,Grundschule,grundschulen,Grundschule,1-4,Am Wiesenhof 109,60529,Frankfurt am Main,Frankfurt am Main,Hessen,Schwanheim,50.0803,8.60705,+49 69 212 32991,+49 69 212 32872,poststelle.goldsteinschule@stadt-frankfurt.de,http://www.goldsteinschule.de,Stadt Frankfurt am Main,,,Frau Solmaz Heidlindemann,Frau Nadja Schleicher,472.0,22.0,08:00 bis 13:15 Uhr,,,,,Deutsch,"Französisch, Herkunftssprachlicher Unterricht, Arabisch, Türkisch",,,,"Französisch, Herkunftssprachlicher Unterricht, Arabisch, Türkisch",Ganztagsangebote,Schule mit Frühbetreuung,"AGs am Nachmittag, Ganztagsangebote, Kooperationspartner, Pausenverkauf",,"Zertifikat ""Gesundheitsfördernde Schule""","""Verein der Freunde und Förderer der Goldsteinschule e. V."", Ansprechpartnerin: Frau Annemarie Sauer, Foerderverein-Goldsteinschule@gmx.de",Schüleraustausch,Benannt nach der Siedlung Goldstein,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/goldsteinschule,goldsteinschule,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Griesheim,1567.0,50.094362,8.6056814,,Frankfurt-Niederrad,2155.0,50.0807744,8.6372448,,Frankfurt am Main Stadion,2291.0,50.0682137,8.6330468,,Waldau,427.0,50.0770509,8.6102309,,Waldfriedhof Goldstein,446.0,50.0768343,8.6038934,,Kiesschneise,866.0,50.0764821,8.6176289,,Schwarzbachmühle,312.0,50.0824281,8.6042062,,Waldau/Goldsteinstraße,347.0,50.0824122,8.6106219,,Tannenkopfweg,662.0,50.0860558,8.6047044,,8,30,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Griechische Schule (Grundschule),Grundschule,grundschulen,"Grundschule, Gymnasium",1-6,Linkstraße 25,65933,Frankfurt am Main,Frankfurt am Main,Hessen,Griesheim,50.0920984,8.6082962,+49 69 38010241,+49 69 38010242,griechische-schule-frankfurt@t-online.de,,Private Träger,Freier Träger,Staatlich anerkannte Ergänzungsschule,Frau Markou (Grundschule),,190.0,12.0,08:00 bis 14:00 Uhr,,"Schwerpunkt Naturwissenschaften, Schwerpunkt Neue Technologien, Schwerpunkt Sport",,,Griechisch,,Deutsch,Englisch,,"Deutsch, Englisch",,,,,,,,,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/griechische-schule,griechische-schule,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Griesheim,313.0,50.094362,8.6056814,,Frankfurt-Niederrad,2419.0,50.0807744,8.6372448,,Nied,2866.0,50.1023216,8.5714188,,Waldschulstraße,949.0,50.1002386,8.6043118,,Mönchhofstraße,1161.0,50.1005288,8.6178891,,Linnegraben,1220.0,50.1001906,8.5967462,,Alte Falterstraße,131.0,50.0911665,8.6071681,,Griesheim Bahnhof,202.0,50.093771,8.6071988,,Jungmannstraße,239.0,50.0909618,8.6054458,,25,66,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Grundschule Harheim,Grundschule,grundschulen,Grundschule,1-4,In den Schafgärten 25,60437,Frankfurt am Main,Frankfurt am Main,Hessen,Harheim,50.1856,8.69256,+49 69 212 44430,+49 69 212 44432,poststelle.grundschule-harheim@stadt-frankfurt.de,http://www.grundschule-harheim.de,Stadt Frankfurt am Main,,,Elisa Di Rienzo,Sarah Galow,277.0,13.0,08:15 bis 13:35 Uhr,,"Schwerpunkt Musik, Schwerpunkt Sport",,,,"Englisch, Weitere Sprachangebote, Französisch, Herkunftssprachlicher Unterricht, Portugiesisch, Weitere Sprachangebote",,,,"Englisch, Weitere Sprachangebote, Französisch, Herkunftssprachlicher Unterricht, Portugiesisch, Weitere Sprachangebote",Ganztagsangebote,Schule mit Frühbetreuung,"Ganztagsangebote, Hausaufgabenhilfe/-betreuung, Kooperationspartner, Mittagessen",,,"""Verein der Freunde und Förderer der Grundschule Harheim e.V."", Ansprechpartnerin: Frau Brünner",Von der Stadtbücherei aufgebaut und organisiert.,Benannt nach der ehemals selbständigen Gemeinde Harheim.,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/grundschule-harheim,grundschule-harheim,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Frankfurt-Berkersheim,1091.0,50.1763439,8.6976301,,Bonames Mitte,1936.0,50.1855563,8.665375,,Frankfurt Frankfurter Berg,2041.0,50.1701528,8.6770793,,Gravensteiner-Platz,3410.0,50.15519,8.6987305,,Alkmenestraße,3793.0,50.1518084,8.6997916,,Walter-Kolb-Siedlung,4379.0,50.1468119,8.7031811,18.0,Spitzenstraße,271.0,50.1850391,8.688862,,Am Eschbachtal,283.0,50.184295,8.6959685,,Rathaus Harheim,288.0,50.1830061,8.6926132,,19,34,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Grundschule Kalbach,Grundschule,grundschulen,Grundschule,1-4,Kalbacher Hauptstraße 54,60437,Frankfurt am Main,Frankfurt am Main,Hessen,Kalbach-Riedberg,50.1884,8.64165,+49 69 212 44607,+49 69 212 44929,poststelle.grundschule-kalbach@stadt-frankfurt.de,,Stadt Frankfurt am Main,,,Dierk Noltemeyer,Ute Schlegel,260.0,12.0,siehe Erläuterung der Unterrichtszeit,,"Schwerpunkt Musik, Schwerpunkt Neue Technologien, Schwerpunkt Sport, Schwerpunkt Sprachen, Schwerpunkte",,,Deutsch,Englisch,,,,Englisch,Ganztagsangebote,Schule mit Frühbetreuung,"AGs am Nachmittag, Besondere Leseförderung, Ganztagsangebote",,,"""Freunde und Förderer der Grundschule Kalbach""","Öffnungszeiten: Geöffnet in der großen Pause, zusätzlich Schmökerstunden für die Klassen. Präsenzbibliothek, keine Ausleihe. Regelmäßige Ausweitung des Buchbestandes durch Spenden und Neuanschaffungen.",Benannt nach der ehemals selbstständigen Gemeinde Kalbach,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/grundschule-kalbach,grundschule-kalbach,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Riedberg,1068.0,50.1796692,8.6353987,,Kalbach,1309.0,50.1830878,8.6580612,,Bonames Mitte,1602.0,50.1849318,8.6634912,,Ginnheim Mitte,5371.0,50.1402029,8.6466334,,Gravensteiner-Platz,5488.0,50.1551792,8.69864,,Schwabstraße,5663.0,50.1446265,8.682291,,Schule Kalbach,41.0,50.18824,8.6421637,,Rathaus Kalbach,187.0,50.1891892,8.6393243,,Alte Riedbergstraße,474.0,50.1854987,8.6465322,,12,44,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Grundschule Riedberg,Grundschule,grundschulen,Grundschule,1-4,Zur Kalbacher Höhe 15,60438,Frankfurt am Main,Frankfurt am Main,Hessen,Kalbach-Riedberg,50.1778779,8.6380448,+49 69 212 73300,+49 69 212 73330,poststelle.grundschule-riedberg@stadt-frankfurt.de,http://www.grundschule-riedberg.de,Stadt Frankfurt am Main,,,Elisabeth Schwarz,Julian Daubaris,450.0,18.0,08:00 bis 14:25 Uhr,,Flexibler Schulanfang,,,Deutsch,"Englisch, Herkunftssprachlicher Unterricht, Türkisch, Serbisch, Polnisch, Spanisch",,,,"Englisch, Herkunftssprachlicher Unterricht, Türkisch, Serbisch, Polnisch, Spanisch",Ganztagsangebote,Schule mit Frühbetreuung,"AGs am Nachmittag, Besondere Leseförderung, Ganztagsangebote, Kooperationspartner",,"Umweltschule, Schule der Nachhaltigkeit","""Förderverein der 1. Grundschule am Riedberg e.V.""","Öffnungszeiten: täglich 10:00 – 15:00 Uhr. Konzept: Wöchentliche Lesestunde für jede Klasse (Leseclub), Ausleihe durch die Eltern, Autorenlesungen, Teilnahme an der ""Kalbacher Klapperschlange"". Von der Stadtbücherei aufgebaut und organisiert.",,,,"Schulen mit flexiblem Schulanfang fügen die Jahrgangsstufen 1 und 2 inhaltlich und organisatorisch zusammen. Die Kinder durchlaufen diese beiden Stufen je nach individuellem Entwicklungs- und Leistungsstand in mindestens einem, zwei oder höchstens drei Jahren.",,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/grundschule-riedberg,grundschule-riedberg,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Riedberg,274.0,50.1796692,8.6353987,,Uni-Campus Riedberg,746.0,50.1754415,8.6282801,,Riedwiese/Mertonviertel,769.0,50.1716665,8.642793,,Ginnheim Mitte,4234.0,50.1402029,8.6466334,,Markus-Krankenhaus,4618.0,50.1366419,8.6457914,,Schwabstraße,4858.0,50.1446265,8.682291,,Käthe-Kruse-Straße,47.0,50.178232,8.6376918,,Am Bonifatiusbrunnen,258.0,50.1765739,8.641044,,Riedberg,306.0,50.1786934,8.6339424,,18,43,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Gruneliusschule,Grundschule,grundschulen,Grundschule,1-4,Wiener Straße 13,60599,Frankfurt am Main,Frankfurt am Main,Hessen,Oberrad,50.0978,8.72672,+49 69 212 35294,+49 69 212 74975,poststelle.gruneliusschule@stadt-frankfurt.de,,Stadt Frankfurt am Main,,,Anne Gernoth,Nora Müller-Thiel,442.0,20.0,siehe Erläuterung der Unterrichtszeit,,,,,Deutsch,"Englisch, Weitere Sprachangebote, Spanisch, Französisch, Herkunftssprachlicher Unterricht, Türkisch, KOALA- Koordinierte Alphabetisierung im Anfangsunterricht",,,,"Englisch, Weitere Sprachangebote, Spanisch, Französisch, Herkunftssprachlicher Unterricht, Türkisch, KOALA- Koordinierte Alphabetisierung im Anfangsunterricht",Ganztagsangebote,Schule mit Frühbetreuung,"AGs am Nachmittag, Förderung der Deutschkenntnisse, Ganztagsangebote, Gewaltprävention, Jugendhilfeangebot, Kooperationspartner, Mittagessen",,,"Verein „Freunde und Förderer der Gruneliusschule Oberrad e.V.""","Öffnungszeiten: Vormittags benutzen Klassen die Bücherei, nachmittags gibt es offene Nutzungszeiten von 12:30 - 15:30 Uhr. Von der Stadtbücherei aufgebaut und organisiert.",Die Bankiersfamilie von Grunelius machte sich durch Stiftungen für Waisenkinder und Frankfurter Bürger verdient.,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/gruneliusschule,gruneliusschule,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Kaiserlei,1063.0,50.1050802,8.7363802,,S-Kaiserlei,1302.0,50.1053335,8.7406891,,Ledermuseum (Ausgang D),1749.0,50.105964,8.7476804,,Buchrainplatz,348.0,50.1004776,8.7241831,,Flaschenburgstraße,402.0,50.1004577,8.7305472,,Bleiweißstraße,574.0,50.100033,8.7194621,,Melanchthonplatz,76.0,50.0976408,8.7277512,,Buchrainstraße,156.0,50.0975411,8.7245722,,Schafheckstraße,284.0,50.0979605,8.7306875,,28,55,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Günderrodeschule,Grundschule,grundschulen,Grundschule,1-4,Hufnagelstraße 25,60326,Frankfurt am Main,Frankfurt am Main,Hessen,Gallus,50.1044,8.64231,+49 69 212 33086,+49 69 212 39092,poststelle.guenderrodeschule@stadt-frankfurt.de,,Stadt Frankfurt am Main,,,Birgit Kron,N.N.,423.0,18.0,08:00 bis 13:10 Uhr,,"Schwerpunkt Musik, Schwerpunkt Sport, Schwerpunkte",,,Deutsch,"Englisch, Herkunftssprachlicher Unterricht, Türkisch",,,,"Englisch, Herkunftssprachlicher Unterricht, Türkisch",Ganztagsangebote,Schule mit Frühbetreuung,"Besondere Leseförderung, Förderung der Deutschkenntnisse, Ganztagsangebote, Jugendhilfeangebot, Kooperationspartner, Mittagessen, Schullandheim",,"Zertifikat ""Gesundheitsfördernde Schule"", Zertifikat ""Musikalische Grundschule"", Teilzertifkat ""bewegte Schule""","""Förderverein der Günderrode-Schule e.V."", Ansprechpartner/in: Falko Riemer, Mona Özden, Irina Orte; foerderverein@guenderrodeschule.de",Ist vorhanden (von der Stadtbücherei aufgebaut und organisiert),"Freiherr Maximilian von Günderrode (1753-1834), Politiker",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/guenderrodeschule,guenderrodeschule,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Frankfurt (Main) Galluswarte,152.0,50.1043873,8.6444435,,Frankfurt am Main Messe,843.0,50.1119428,8.6434702,,Messe,1182.0,50.111975,8.6539416,,Galluswarte,229.0,50.1033857,8.6451041,,Kriegkstraße,392.0,50.1012426,8.6398642,,Schwalbacher Straße,470.0,50.1023226,8.6365649,,Haus Gallus,89.0,50.1047256,8.6434425,,Galluswarte,221.0,50.1034965,8.6450634,,Hellerhofschule,244.0,50.106034,8.640035,,34,104,,75.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Heinrich-Kromer-Schule,Grundschule,grundschulen,Grundschule,1-4,Niederurseler Landstraße 60,60439,Frankfurt am Main,Frankfurt am Main,Hessen,Niederursel,50.1657,8.62592,+49 69 212 34287,+49 69 212 32752,poststelle.heinrich-kromer-schule@stadt-frankfurt.de,http://www.heinrich-kromer-schule.de,Stadt Frankfurt am Main,,,Christiane Sturm-Kleiner,Ulrike Horas-Fiedler,380.0,17.0,08:00 bis 13:20 Uhr,,Schwerpunkt Sport,,,Deutsch,Englisch,,,,Englisch,Ganztagsangebote,Schule mit Frühbetreuung,"Besondere Leseförderung, Förderung besonderer Begabung, Förderung der Deutschkenntnisse, Ganztagsangebote, Hausaufgabenhilfe/-betreuung, Jugendhilfeangebot, Kooperationspartner",,"Umweltschule, Zertifikat ""Gesundheitsfördernde Schule""","""Förderverein Heinrich-Kromer-Schule e.V."", Ansprechpartner: Herr Ramonat, foerderverein@heinrich-kromer-schule.de",Schülerzeitung,"Heinrich Kromer (1888-1965), Oberschulrat und Stadtrat",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/heinrich-kromer-schule,heinrich-kromer-schule,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Wiesenau,305.0,50.1668742,8.6297836,,Niederursel,451.0,50.1692038,8.6227387,,Heddernheimer Landstraße,667.0,50.1637967,8.6348005,,Ginnheim Mitte,3196.0,50.1402029,8.6466334,,Markus-Krankenhaus,3527.0,50.1366388,8.6457564,,Frauenfriedenskirche,4354.0,50.1288186,8.646436,,Heinrich-Kromer Schule,40.0,50.165341,8.6259793,,Alt-Niederursel,239.0,50.1653775,8.6226092,,Eduard-Bernstein-Weg,382.0,50.16385,8.6214085,,12,40,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
